,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,1333000.000,2376000.000,4824000.000,3469000.000,3299000.000,7808000.000,7798000.000,6985000.000
AccountsReceivableNetCurrent,2096000.000,50000.000,3903000.000,6669000.000,5659000.000,4263000.000,6135000.000,11852000.000
AccruedLiabilitiesCurrent,2430000.000,5086000.000,3141000.000,6205000.000,9189000.000,7860000.000,5264000.000,7065000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,6046000.000,,,,6704000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,59000.000,38000.000,9000.000,-1000.000,-3000.000
AdditionalPaidInCapital,5069000.000,194682000.000,195314000.000,195938000.000,196757000.000,197789000.000,198787000.000,230030000.000
AllowanceForDoubtfulAccountsReceivable,,,0.000,,,,0.000,
AllowanceForDoubtfulAccountsReceivableCurrent,2579000.000,1000.000,1039000.000,1382000.000,1138000.000,1193000.000,950000.000,2371000.000
AmountOfDeferredCostsRelatedToLongTermContracts,,,,,175000.000,160000.000,225000.000,348000.000
Assets,55890000.000,131109000.000,122510000.000,117854000.000,117708000.000,97435000.000,80142000.000,99016000.000
AssetsCurrent,29665000.000,106426000.000,98244000.000,93134000.000,91936000.000,71962000.000,55269000.000,74655000.000
AvailableForSaleSecuritiesDebtSecuritiesCurrent,,,,33730000.000,38232000.000,16547000.000,15430000.000,10571000.000
BusinessCombinationContingentConsiderationLiabilityNoncurrent,356000.000,353000.000,214000.000,210000.000,257000.000,355000.000,232000.000,
CapitalLeasesFutureMinimumPaymentsDue,,,2597000.000,,,,473000.000,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,2124000.000,,,,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,473000.000,,,,,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,242000.000,,,,28000.000,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,2355000.000,,,,445000.000,
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,,,3684000.000,,,,762000.000,
CashAndCashEquivalentsAtCarryingValue,25631000.000,102896000.000,90763000.000,42392000.000,41886000.000,43489000.000,24352000.000,43661000.000
CashCashEquivalentsAndShortTermInvestments,,,,76122000.000,80118000.000,60036000.000,39782000.000,54232000.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,35000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,887414.000,15839064.000,16025155.000,16047578.000,16079902.000,16079902.000,16079902.000,22579541.000
CommonStockSharesOutstanding,887414.000,15839064.000,16015958.000,16038381.000,16070705.000,16070705.000,16060996.000,22560635.000
CommonStockValue,1000.000,16000.000,16000.000,16000.000,16000.000,16000.000,16000.000,23000.000
DebtInstrumentUnamortizedDiscount,1462000.000,1317000.000,1167000.000,1014000.000,1544000.000,1476000.000,1401000.000,1320000.000
DeferredIncomeTaxLiabilities,,,4416000.000,,,,3495000.000,
DeferredOfferingCosts,1132000.000,,,,,,,
DeferredRentCreditNoncurrent,1172000.000,1163000.000,1166000.000,1192000.000,1194000.000,1184000.000,1174000.000,1151000.000
DeferredRevenueCurrent,,,,,2614000.000,2558000.000,3662000.000,4933000.000
DeferredTaxAssetsDeferredGainOnSaleLeasebackTransaction,,,186000.000,,,,14000.000,
DeferredTaxAssetsGross,,,42747000.000,,,,71712000.000,
DeferredTaxAssetsInventory,,,0.000,,,,,
DeferredTaxAssetsLiabilitiesNet,,,0.000,,,,,
DeferredTaxAssetsNet,0.000,0.000,,0.000,0.000,0.000,0.000,0.000
DeferredTaxAssetsOperatingLossCarryforwards,,,37809000.000,,,,65532000.000,
DeferredTaxAssetsPropertyPlantAndEquipment,,,581000.000,,,,,
DeferredTaxAssetsStateTaxes,,,,,,,16000.000,
DeferredTaxAssetsTaxCreditCarryforwardsResearch,,,1660000.000,,,,1792000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,388000.000,,,,1562000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,317000.000,,,,441000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsDeferredRent,,,396000.000,,,,399000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsOther,,,623000.000,,,,1064000.000,
DeferredTaxAssetsValuationAllowance,,,38331000.000,,,,68217000.000,
DeferredTaxLiabilitiesDeferredExpenseCapitalizedInventoryCosts,,,19000.000,,,,,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,,3763000.000,,,,3371000.000,
DeferredTaxLiabilitiesLeasingArrangements,,,603000.000,,,,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,,124000.000,
DepositAssets,178000.000,183000.000,197000.000,216000.000,208000.000,190000.000,150000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,,,9192000.000,,,,7769000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,1496000.000,,,,1562000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,1496000.000,,,,1562000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,1496000.000,,,,1562000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,1496000.000,,,,1562000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,1496000.000,,,,1562000.000,
FiniteLivedIntangibleAssetsNet,,,16672000.000,,,,15579000.000,
InventoryFinishedGoods,1270000.000,1506000.000,1189000.000,836000.000,1011000.000,1750000.000,2060000.000,1974000.000
InventoryGross,1984000.000,2741000.000,2575000.000,2530000.000,4699000.000,6079000.000,6503000.000,6265000.000
InventoryNet,1703000.000,2661000.000,2520000.000,2501000.000,4427000.000,5683000.000,5767000.000,5592000.000
InventoryRawMaterials,714000.000,1149000.000,1211000.000,1209000.000,1437000.000,1599000.000,1672000.000,1682000.000
InventoryValuationReserves,281000.000,80000.000,55000.000,29000.000,272000.000,396000.000,736000.000,673000.000
InventoryWorkInProcess,,86000.000,175000.000,485000.000,2076000.000,2570000.000,2546000.000,2261000.000
LiabilitiesAndStockholdersEquity,55890000.000,131109000.000,122510000.000,117854000.000,117708000.000,97435000.000,80142000.000,99016000.000
LiabilitiesCurrent,7020000.000,13237000.000,15938000.000,17884000.000,16847000.000,21414000.000,21645000.000,25979000.000
LiabilitiesNoncurrent,37627000.000,30855000.000,28198000.000,33527000.000,60159000.000,60123000.000,60045000.000,60427000.000
LongTermDebtAndCapitalLeaseObligations,31198000.000,28579000.000,26271000.000,31786000.000,58576000.000,58524000.000,58599000.000,59010000.000
LongTermDebtAndCapitalLeaseObligationsCurrent,3257000.000,5775000.000,7973000.000,2336000.000,1745000.000,3188000.000,4921000.000,6996000.000
LongTermDebtAndCapitalLeaseObligationsIncludingCurrentMaturities,34455000.000,34354000.000,34244000.000,34122000.000,60321000.000,61712000.000,63520000.000,66006000.000
LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalAfterYearFive,,,,2492000.000,15000000.000,15000000.000,15000000.000,15000000.000
LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalInYearFive,,,,15000000.000,15000000.000,15000000.000,15000000.000,15000000.000
LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalInYearFour,,,,15000000.000,15000000.000,15000000.000,15000000.000,15000000.000
LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalInYearThree,15303000.000,27262000.000,,,15000000.000,15000000.000,15000000.000,15185000.000
LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalInYearTwo,17357000.000,7973000.000,27438000.000,308000.000,120000.000,,,145000.000
LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalRemainderOfFiscalYear,3257000.000,436000.000,,2336000.000,,,,
LongTermDebtAndCapitalLeaseObligationsRepaymentsOfPrincipalInNextTwelveMonths,,,7973000.000,,1745000.000,3188000.000,4921000.000,6996000.000
OperatingLeasesFutureMinimumPaymentsDue,,,9752000.000,,,,8750000.000,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,1003000.000,,,,1101000.000,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,1107000.000,,,,1161000.000,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,1161000.000,,,,1057000.000,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,1105000.000,,,,1109000.000,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,1102000.000,,,,1105000.000,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,4274000.000,,,,3217000.000,
OtherAssetsCurrent,235000.000,819000.000,1058000.000,3070000.000,1207000.000,1980000.000,2865000.000,2356000.000
OtherAssetsNoncurrent,3471000.000,2427000.000,2470000.000,2545000.000,2564000.000,2552000.000,2218000.000,2219000.000
OtherLiabilitiesNoncurrent,,,,,,,,266000.000
PreferredStockParOrStatedValuePerShare,,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000
PreferredStockSharesIssued,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PropertyPlantAndEquipmentGross,,,11170000.000,,,,13780000.000,
PropertyPlantAndEquipmentNet,5334000.000,5210000.000,5124000.000,5403000.000,6848000.000,6952000.000,7076000.000,6953000.000
RetainedEarningsAccumulatedDeficit,-98076000.000,-107681000.000,-116785000.000,-129399000.000,-155938000.000,-181745000.000,-200118000.000,-217208000.000
SaleLeasebackTransactionDeferredGainNet,967000.000,760000.000,547000.000,339000.000,132000.000,60000.000,40000.000,
SaleLeasebackTransactionNetBookValue,,,2557000.000,,,,,
StockholdersEquity,-93006000.000,87017000.000,78374000.000,66443000.000,40702000.000,15898000.000,-1548000.000,12610000.000
TemporaryEquityCarryingAmountAttributableToParent,104249000.000,,,,,,,
TemporaryEquityParOrStatedValuePerShare,0.001,,0.001,,,,,
TreasuryStockShares,,,9197.000,9197.000,9197.000,9197.000,18906.000,18906.000
TreasuryStockValue,,,171000.000,171000.000,171000.000,171000.000,232000.000,232000.000
UnrecognizedTaxBenefits,0.000,0.000,4355000.000,,,,5081000.000,
UnrecognizedTaxBenefitsInterestOnIncomeTaxesAccrued,,,0.000,,,,0.000,
WarrantsAndRightsOutstanding,3934000.000,,,,,,,
