,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,15888000.000,12432000.000,13369000.000,10412000.000,12217000.000,17453000.000,10496000.000,9982000.000,9813000.000,13076000.000,9716000.000,12090000.000,20571000.000,20257000.000,14520000.000,16020000.000,19147000.000,14182000.000,13157000.000,12625000.000,9292000.000,8607000.000,6290000.000
AccountsReceivableNetCurrent,20984000.000,23555000.000,22111000.000,22221000.000,22609000.000,22676000.000,23499000.000,25565000.000,23834000.000,22917000.000,22015000.000,22687000.000,23909000.000,22925000.000,22409000.000,21442000.000,21867000.000,20796000.000,22369000.000,21574000.000,24306000.000,22609000.000,22262000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,2773000.000,2624000.000,3330000.000,3775000.000,4384000.000,3838000.000,4381000.000,4912000.000,5153000.000,4375000.000,4844000.000,4394000.000,4293000.000,4618000.000,5257000.000,4734000.000,4943000.000,3907000.000,4054000.000,5183000.000,5143000.000,4518000.000,4694000.000
AccruedIncomeTaxesNoncurrent,469000.000,484000.000,484000.000,531000.000,645000.000,,665000.000,709000.000,432000.000,328000.000,357000.000,419000.000,103000.000,110000.000,93000.000,89000.000,93000.000,93000.000,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,113118000.000,119245000.000,125639000.000,131766000.000,138442000.000,143910000.000,150621000.000,158780000.000,167250000.000,175286000.000,183650000.000,192125000.000,201207000.000,210538000.000,220254000.000,230491000.000,241572000.000,248364000.000,259381000.000,271083000.000,283167000.000,296441000.000,310195000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,-16840000.000,-16568000.000,-16296000.000,-16024000.000,-12676000.000,-12487000.000,-12298000.000,-12109000.000,-4073000.000,-4019000.000,-3992000.000,-3243000.000,-12486000.000,-12273000.000,-12067000.000,-11849000.000,-11940000.000,-11709000.000,-11505000.000,-11306000.000,-11004000.000,-10799000.000
AdditionalPaidInCapitalCommonStock,,126427000.000,127519000.000,128082000.000,129541000.000,129570000.000,130650000.000,132160000.000,135913000.000,138166000.000,138919000.000,141567000.000,142784000.000,143545000.000,144797000.000,146463000.000,169934000.000,171746000.000,177630000.000,177162000.000,179327000.000,175008000.000,182646000.000
AllowanceForDoubtfulAccountsReceivable,,,3000000.000,3100000.000,,,,,,,,,,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,2508000.000,2822000.000,3037000.000,3066000.000,3351000.000,1822000.000,1316000.000,1078000.000,1167000.000,1485000.000,1183000.000,1369000.000,1498000.000,1217000.000,1321000.000,1270000.000,1430000.000,1235000.000,1111000.000,1135000.000,1074000.000,942000.000,928000.000
AssetRetirementObligation,,,,,,1236000.000,,,,1401000.000,,,,1500000.000,,,,1720000.000,,,,1835000.000,
