,2011-06-30,2012-03-30,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,525912.000,,,60325.000,,,,,840604.000,805721.000,930347.000,1037719.000,2152951.000,3313266.000,4387620.000,2510921.000,4082198.000,3748487.000,3999974.000,4882656.000
AccountsReceivableGross,,,,,0.000,0.000,0.000,0.000,,,,,,,,,,,,
AccountsReceivableNet,12648.000,,,,0.000,0.000,0.000,0.000,,,,,,,,,,,,
AccountsReceivableNetCurrent,,,,40883.000,0.000,,,,,,,397895.000,542210.000,952378.000,1705296.000,1694189.000,1565114.000,1015447.000,878183.000,978069.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,141607.000,144429.000,152425.000,158926.000,164295.000,159586.000,164093.000,186930.000,213311.000,219796.000,338910.000,357259.000,378123.000,398987.000,419851.000,444409.000,465273.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,426338.000,,,471968.000,764406.000,721374.000,703388.000,760943.000,468330.000,467236.000,472836.000,443670.000,511229.000,507974.000,768393.000,797840.000,1251120.000,1329240.000,1426750.000,1280985.000
AdditionalPaidInCapital,10543396.000,,,11115083.000,12564656.000,12665995.000,12850995.000,12850995.000,13290081.000,14407031.000,14600788.000,17673260.000,17723248.000,19396940.000,20065730.000,22967300.000,20367272.000,20990286.000,20978445.000,21052333.000
AdvancesOnInventoryPurchases,,,,,303457.000,269086.000,241318.000,259595.000,197973.000,197973.000,198181.000,372651.000,306969.000,297720.000,277414.000,714579.000,279229.000,382545.000,465854.000,625370.000
AllowanceForDoubtfulAccountsReceivable,,,,,0.000,0.000,0.000,0.000,,,,,,,,,,,,
Assets,7238488.000,,,5927343.000,1424029.000,1175518.000,1516757.000,1588329.000,1143358.000,1145940.000,1154539.000,4288175.000,3994455.000,5774621.000,6868935.000,7485204.000,6247724.000,6199394.000,7426515.000,8278973.000
