,2011-06-30,2011-09-30,2012-03-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AmortizationOfIntangibleAssets,,,,,0.000,0.000,,47615.000,35050.000,9918.000
AvailableForSaleSecuritiesGrossRealizedGains,,,,,,101.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,377543.000,,,,-512.000,,
CashPeriodIncreaseDecrease,,,-41032.000,,,,,,,
ComprehensiveIncomeNetOfTax,-52412.000,-68527.000,-470036.000,-118693.000,-473870.000,-405927.000,-783741.000,-270489.000,-375814.000,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,,-404968.000
ContractualInterestExpenseOnPrepetitionLiabilitiesNotRecognizedInStatementOfOperations,,,,,,,,8500.000,,
CostOfGoodsSold,,,,,,4279.000,,17642.000,26095.000,28385.000
Depreciation,,,,,586.000,592.000,,2182.000,2241.000,2175.000
DepreciationAndAmortization,,,,19367.000,,,,49797.000,,
DepreciationDepletionAndAmortization,,,19123.000,,,,,,,
EarningsPerShareBasic,0.000,0.000,-0.030,-0.010,-0.020,-0.010,-0.020,-0.010,-0.010,-0.010
EmployeeBenefitsAndShareBasedCompensation,,,,15712.000,40601.000,110572.000,,,1125.000,145385.000
GainsLossesOnRestructuringOfDebt,,,,,,,,,,-10000.000
GeneralAndAdministrativeExpense,12878.000,12630.000,31786.000,29599.000,77264.000,130902.000,369067.000,130241.000,163619.000,150848.000
GrossProfit,,,,,,629.000,,24113.000,27766.000,47562.000
ImpairmentOfInvestments,,,,,,0.000,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-2572.000,9051.000,,,,-29217.000,,
IncreaseDecreaseInAccountsReceivable,,,,,,,,796.000,,
IncreaseDecreaseInDueToRelatedParties,,,1796.000,,,,,,,
IncreaseDecreaseInInventories,,,,,,,,20255.000,,
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,,,,,,,,53077.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,31703.000,,,,,,,
IncreaseDecreaseInPrepaidExpense,,,,-17980.000,,,,6370.000,,
IncreaseDecreaseInRestrictedCash,,,,,,,,-114029.000,,
IndefiniteLivedIntangibleAssetsImpairmentLosses,,,,,118700.000,,,,,
InterestExpense,,,,,-16.000,-858.000,,-9347.000,-8717.000,-8806.000
InterestExpenseDebt,,,,,,858.000,,846.000,1064.000,306.000
InterestExpenseOther,,,,,,,,8500.000,,
InterestPaid,,,,,,,,846.000,,
InvestmentIncomeInterest,48.000,48.000,4.000,285.000,,627.000,,26.000,43.000,7.000
LeaseAndRentalExpense,,,,6000.000,,5836.000,,25533.000,,
MarketableSecuritiesUnrealizedGainLoss,,,,7077.000,,,,793.000,,
MarketableSecuritiesUnrealizedGainLossExcludingOtherThanTemporaryImpairments,,,1348.000,7007.000,-4989.000,-10.000,-52.000,-1012.000,-923.000,
NetCashProvidedByUsedInFinancingActivities,,,1796.000,477733.000,,,,45357.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,1796.000,477733.000,,,,45357.000,,
NetCashProvidedByUsedInInvestingActivities,,,,-640.000,,,,114029.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,-640.000,,,,114029.000,,
NetCashProvidedByUsedInOperatingActivities,,,-42828.000,-99550.000,,,,-159898.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-42828.000,-99550.000,,,,-159898.000,,
NetIncomeLoss,-55788.000,-66044.000,-471384.000,-125700.000,-468881.000,-407475.000,-782131.000,-269477.000,-374891.000,-404968.000
NonoperatingIncomeExpense,48.000,61.000,4.000,285.000,-16.000,-130.000,-8624.000,-9321.000,-8674.000,-8799.000
OfficersCompensation,9000.000,9000.000,377000.000,6000.000,,,,,,
OperatingExpenses,55836.000,66105.000,471388.000,125985.000,468865.000,407974.000,789376.000,284269.000,393983.000,443731.000
OtherComprehensiveIncomeAvailableForSaleSecuritiesTax,3376.000,-2483.000,,,,,,,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,,,1558.000,,,,
OtherComprehensiveIncomeLossNetOfTax,,,1348.000,7007.000,-4989.000,1548.000,-1610.000,-1012.000,-923.000,
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,3376.000,-2483.000,,,,,,,,
