,2011-07-31,2011-10-31,2012-01-31,2012-04-30,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31
AccountsPayable,3236616.000,,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,,1989950.000,597377.000,118760.000,202760.000,250184.000,292184.000,257184.000,299184.000
AdditionalPaidInCapital,32823815.000,32823815.000,32823815.000,32823815.000,32823815.000,38435638.000,38435638.000,38435638.000,38435638.000
Assets,5914560.000,4490879.000,2153444.000,1590683.000,1458925.000,1353029.000,1305953.000,1240759.000,1620024.000
AssetsCurrent,5902255.000,4478874.000,2141737.000,1579269.000,1453109.000,1342513.000,1300726.000,1235831.000,1615396.000
AssetsNoncurrent,1551.000,1404.000,,,,,,,
Cash,254755.000,,,,,,,1235831.000,1615396.000
CashAndCashEquivalentsAtCarryingValue,,248041.000,1185519.000,1579269.000,1453109.000,1342513.000,1300726.000,,1615396.000
CommonStockParOrStatedValuePerShare,,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,18948966.000,18948966.000,18948966.000,18948966.000,18948966.000,14415729.000,14415729.000,14415729.000,14415729.000
CommonStockSharesOutstanding,18948966.000,18948966.000,18948966.000,18948966.000,18948966.000,14415729.000,14415729.000,14415729.000,14415729.000
CommonStockValue,1895.000,1895.000,1895.000,1895.000,1895.000,1442.000,1442.000,1442.000,1442.000
DeferredTaxAssetsNet,,,,,0.000,0.000,0.000,0.000,0.000
DeferredTaxAssetsNetCurrent,1200000.000,1200000.000,0.000,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,4805094.000,5119260.000,-5165580.000,5181281.000,5005903.000
DeferredTaxAssetsValuationAllowance,,,,,,-5119260.000,5165580.000,-5181281.000,-5005903.000
IndefiniteLivedTrademarks,5754.000,,5449.000,5299.000,4994.000,4841.000,4694.000,4541.000,4388.000
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,5000.000,5000.000,5000.000,5000.000,0.000,5000.000,0.000,0.000,
Liabilities,3246488.000,1999822.000,605173.000,126556.000,210556.000,257980.000,299980.000,264980.000,306980.000
LiabilitiesAndStockholdersEquity,5914560.000,4490879.000,2153444.000,1590683.000,1458925.000,1353029.000,1305953.000,1240759.000,1620024.000
LiabilitiesCurrent,3236616.000,1989950.000,597377.000,118760.000,202760.000,250184.000,292184.000,257184.000,299184.000
NotesAndLoansReceivableNetCurrent,4250000.000,,956218.000,0.000,0.000,0.000,,,
NotesAndLoansReceivableNetNoncurrent,0.000,0.000,0.000,,,,,,
NotesReceivableNet,,2833333.000,,,,,,,
PreferredStockParOrStatedValuePerShare,,,3.000,3.000,3.000,3.000,3.000,3.000,3.000
PreferredStockSharesAuthorized,,,1000000.000,1000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,,,762081.000,762081.000,762081.000,50165.000,50165.000,50165.000,50165.000
PreferredStockSharesOutstanding,,,762081.000,762081.000,762081.000,50165.000,50165.000,50165.000,50165.000
PreferredStockValue,,,1712601.000,1712601.000,1712601.000,111120.000,,,374865.000
PrepaidTaxes,197500.000,197500.000,0.000,,,,,,
PropertyPlantAndEquipmentNet,,,1258.000,1115.000,822.000,675.000,533.000,387.000,240.000
RetainedEarningsAccumulatedDeficit,-36254993.000,-36432008.000,-37374794.000,-37458938.000,-37674696.000,-37828016.000,-37917092.000,-37947286.000,-37610021.000
SharesOutstanding,,,,,,,1005973.000,975779.000,1313044.000
ShortTermInvestments,,,,,,,,,0.000
StockholdersEquity,2668072.000,2491057.000,1548271.000,1464127.000,1248369.000,1095049.000,1005973.000,975779.000,1313044.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2668072.000,2491057.000,1548271.000,1464127.000,1248369.000,1095049.000,1005973.000,975779.000,1313044.000
ValuationAllowanceAmount,,,,,-4805094.000,,,,
