,2013-09-27,2014-09-26,2015-09-25
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,19000000.000,20000000.000,23000000.000
AmortizationOfIntangibleAssets,569000000.000,589000000.000,617000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,800000.000,1700000.000,2300000.000
BusinessCombinationIntegrationRelatedCosts,,,4000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-96000000.000,-72000000.000,12000000.000
CommonStockDividendsPerShareDeclared,0.625,0.800,0.630
ComprehensiveIncomeNetOfTax,408000000.000,262000000.000,168000000.000
CostOfRevenue,1378000000.000,1457000000.000,1575000000.000
CurrentFederalTaxExpenseBenefit,7000000.000,-17000000.000,7000000.000
CurrentForeignTaxExpenseBenefit,6000000.000,15000000.000,8000000.000
CurrentIncomeTaxExpenseBenefit,14000000.000,5000000.000,17000000.000
CurrentStateAndLocalTaxExpenseBenefit,1000000.000,7000000.000,2000000.000
DeferredFederalIncomeTaxExpenseBenefit,172000000.000,110000000.000,110000000.000
DeferredForeignIncomeTaxExpenseBenefit,2000000.000,-7000000.000,-2000000.000
DeferredIncomeTaxExpenseBenefit,207000000.000,123000000.000,124000000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,33000000.000,20000000.000,16000000.000
DefinedContributionPlanCostRecognized,20000000.000,20000000.000,25000000.000
Depreciation,48000000.000,70000000.000,71000000.000
DepreciationDepletionAndAmortization,942000000.000,1040000000.000,1124000000.000
DividendsCommonStockCash,138000000.000,142000000.000,108000000.000
EarningsPerShareBasic,1.900,1.670,1.730
EarningsPerShareDiluted,1.880,1.660,1.720
EffectOfExchangeRateOnCashAndCashEquivalents,-2000000.000,-1000000.000,-3000000.000
EffectiveIncomeTaxRateContinuingOperations,0.344,0.296,0.323
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350,0.350,0.350
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,-0.005,-0.005,-0.012
EffectiveIncomeTaxRateReconciliationNondeductibleExpense,-0.010,0.000,0.000
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseAmortization,-0.036,-0.053,-0.053
EffectiveIncomeTaxRateReconciliationOtherAdjustments,0.010,-0.010,0.011
EffectiveIncomeTaxRateReconciliationOtherReconcilingItemsPercent,,0.037,0.000
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,0.035,0.042,0.027
EffectiveIncomeTaxRateReconciliationTaxContingenciesOther,,-0.065,0.000
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,7000000.000,8000000.000,9000000.000
GoodwillAcquiredDuringPeriod,80000000.000,296000000.000,
GoodwillImpairmentLoss,,,0.000
GoodwillTranslationAdjustments,-4000000.000,-34000000.000,-58000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,610000000.000,408000000.000,426000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,32000000.000,24000000.000,11000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,642000000.000,432000000.000,437000000.000
IncomeTaxExpenseBenefit,221000000.000,128000000.000,141000000.000
IncomeTaxesPaidNet,-2000000.000,61000000.000,18000000.000
IncreaseDecreaseInAccountsPayable,58000000.000,-18000000.000,-1000000.000
IncreaseDecreaseInAccountsReceivable,55000000.000,52000000.000,63000000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,16000000.000,-30000000.000,-4000000.000
IncreaseDecreaseInInventories,25000000.000,5000000.000,1000000.000
IncreaseDecreaseInOtherAccruedLiabilities,35000000.000,-7000000.000,24000000.000
IncreaseDecreaseInOtherOperatingCapitalNet,49000000.000,-78000000.000,-19000000.000
InterestExpense,118000000.000,193000000.000,209000000.000
InterestIncomeExpenseNonoperatingNet,,-192000000.000,-205000000.000
InterestPaid,107000000.000,171000000.000,202000000.000
InvestmentIncomeInterest,1000000.000,,
LeaseAndRentalExpense,50000000.000,58000000.000,56000000.000
LossContingencyNumberOfPlaintiffs,,4.000,
NetCashProvidedByUsedInFinancingActivities,-366000000.000,202000000.000,-184000000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-366000000.000,202000000.000,-184000000.000
NetCashProvidedByUsedInInvestingActivities,-1394000000.000,-1792000000.000,-1406000000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-1394000000.000,-1792000000.000,-1406000000.000
NetCashProvidedByUsedInOperatingActivities,1666000000.000,1519000000.000,1605000000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,1666000000.000,1519000000.000,1605000000.000
NetIncomeLoss,421000000.000,304000000.000,296000000.000
OperatingIncomeLoss,735000000.000,659000000.000,639000000.000
OperatingLeasesRentExpenseSubleaseRentals1,13000000.000,,
OtherAmortizationOfDeferredCharges,,131000000.000,141000000.000
OtherComprehensiveIncomeLossBeforeTax,-9000000.000,-42000000.000,-132000000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,-19000000.000,-42000000.000,-128000000.000
OtherComprehensiveIncomeLossNetOfTax,-13000000.000,-42000000.000,-128000000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,-6000000.000,,
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax,-4000000.000,,
OtherComprehensiveIncomeLossTax,-4000000.000,0.000,4000000.000
OtherDeferredCostAmortizationExpense,123000000.000,,
OtherIncome,24000000.000,,
OtherNoncashIncomeExpense,-7000000.000,-3000000.000,-4000000.000
OtherNonoperatingIncomeExpense,,-35000000.000,3000000.000
PaymentsForProceedsFromOtherInvestingActivities,26000000.000,7000000.000,41000000.000
PaymentsForRepurchaseOfCommonStock,1235000000.000,1384000000.000,324000000.000
PaymentsForRepurchaseOfCommonStockForEmployeeTaxWithholdingObligations,6000000.000,,
PaymentsOfDebtIssuanceCosts,6000000.000,,
PaymentsOfDividends,112000000.000,132000000.000,142000000.000
PaymentsToAcquireBusinessesNetOfCashAcquired,162000000.000,517000000.000,4000000.000
PaymentsToAcquireProductiveAssets,71000000.000,84000000.000,103000000.000
ProceedsFromIssuanceOfLongTermDebt,850000000.000,2100000000.000,755000000.000
ProceedsFromPaymentsForOtherFinancingActivities,,-21000000.000,-5000000.000
ProceedsFromStockOptionsExercised,85000000.000,17000000.000,32000000.000
RecognitionOfDeferredRevenue,,151000000.000,163000000.000
RepaymentsOfDebtAndCapitalLeaseObligations,3000000.000,378000000.000,500000000.000
RestructuringCharges,,,6000000.000
RestructuringReserveAcceleratedDepreciation,,8000000.000,
Revenues,3309000000.000,3408000000.000,3574000000.000
SalesRevenueNet,3285000000.000,3408000000.000,3574000000.000
SellingGeneralAndAdministrativeExpense,1173000000.000,1231000000.000,1305000000.000
ShareBasedCompensation,19000000.000,20000000.000,23000000.000
StockIssuedDuringPeriodValueShareBasedCompensationGross,85000000.000,17000000.000,32000000.000
StockRepurchasedDuringPeriodValue,1274000000.000,1353000000.000,324000000.000
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions,0.000,38000000.000,-1000000.000
UnrecognizedTaxBenefitsDecreasesResultingFromSettlementsWithTaxingAuthorities,0.000,,
UnrecognizedTaxBenefitsIncreasesResultingFromAcquisition,,15000000.000,0.000
UnrecognizedTaxBenefitsReductionsResultingFromLapseOfApplicableStatuteOfLimitations,1000000.000,0.000,0.000
WeightedAverageNumberOfDilutedSharesOutstanding,224000000.000,183000000.000,172000000.000
WeightedAverageNumberOfSharesContingentlyIssuable,0.000,0.000,
WeightedAverageNumberOfSharesIssuedBasic,222000000.000,182000000.000,
WeightedAverageNumberOfSharesOutstandingBasic,222000000.000,182000000.000,171000000.000
