,2012-12-31,2013-12-31
AmortizationOfDebtDiscountPremium,987230.000,1420487.000
AmortizationOfFinancingCostsAndDiscounts,,1403000.000
AssetsDisposedOfByMethodOtherThanSaleInPeriodOfDispositionGainLossOnDisposition1,0.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,0.000,0.000
CostsIncurredAcquisitionOfUnprovedOilAndGasProperties,0.000,
CurrentFederalTaxExpenseBenefit,,0.000
Depletion,0.000,
EarningsPerShareBasicAndDiluted,-0.000,0.000
FinancingInterestExpense,0.000,
GainsLossesOnExtinguishmentOfDebt,663617.000,
GeneralAndAdministrativeExpense,21740.000,7463.000
ImpairmentOfOilAndGasProperties,0.000,
IncomeTaxesPaidNet,0.000,0.000
IncreaseDecreaseInAccountsPayable,0.000,55076.000
IncreaseDecreaseInAccountsPayableRelatedParties,,59009.000
IncreaseDecreaseInAccountsReceivable,0.000,
IncreaseDecreaseInAccruedLiabilities,0.000,
IncreaseDecreaseInInterestPayableNet,1235654.000,1208644.000
IncreaseDecreaseInPrepaidExpense,0.000,
InterestCostsCapitalized,,1025689.000
InterestExpense,2222884.000,2629131.000
InterestPaidNet,0.000,0.000
NetCashProvidedByUsedInFinancingActivities,21740.000,0.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,21740.000,0.000
NetCashProvidedByUsedInInvestingActivities,0.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,0.000,
NetCashProvidedByUsedInOperatingActivities,-21740.000,0.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-21740.000,0.000
NetIncomeLoss,-1581007.000,-2743216.000
NoncashCommissionAndClosingCosts,0.000,
OperatingCostsAndExpenses,21740.000,
OperatingExpenses,0.000,
OperatingIncomeLoss,-21740.000,-114085.000
OtherNonoperatingIncomeExpense,-1559267.000,-2629131.000
ProceedsFromNotesPayable,21740.000,0.000
ProfessionalFees,0.000,106622.000
Revenues,0.000,0.000
SalesRevenueNet,0.000,0.000
ShareBasedCompensation,0.000,
UnrealizedGainLossOnDerivatives,0.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,1187956895.000,1187956895.000
