,2014-02-28,2014-08-31,2014-11-30,2015-02-28,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28
AdvertisingExpense,,,,,,,,,5000.000,,
AllocatedShareBasedCompensationExpense,,,,,,,,,,,61700.000
AmortizationOfAcquisitionCosts,,,,,,,,,6250.000,6250.000,9375.000
AmortizationOfFinancingCosts,,,,,,-1504.000,1630.000,,169152.000,,
AmortizationOfIntangibleAssets,,,,,,,,,6250.000,,
BusinessAcquisitionEquityInterestsIssuedOrIssuableNumberOfSharesIssued,,,,,,,,,350000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-17318.000,,,25527.000,,,,88542.000,,
CostOfGoodsAndServicesSold,,21208.000,51352.000,,127501.000,44163.000,22059.000,22274.000,501257.000,390103.000,380437.000
DebtConversionOriginalDebtInterestRateOfDebt,,,,,,,,,0.120,,
DebtInstrumentIncreaseAccruedInterest,,146.000,,,,,,,,,
DebtInstrumentInterestRateDuringPeriod,,0.050,,,,,,,,,
DepreciationAndAmortization,,,,,,,,,-10000.000,11875.000,15133.000
DepreciationNonproduction,,,,,,,,,,3750.000,3758.000
EarningsPerShareBasicAndDiluted,-0.000,-0.010,-0.010,,-0.000,-0.020,-0.000,-0.010,-0.070,-0.060,-0.040
EffectiveIncomeTaxRateContinuingOperations,,0.000,,,0.000,,,,0.000,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.340,,,0.340,,,,0.340,,
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,,-0.400,,,,-0.400,,
EffectiveIncomeTaxRateReconciliationOtherAdjustments,,-0.340,,,,,,,,,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,,,,0.060,,,,0.060,,
EquipmentExpense,,,,,,,,,,18416.000,16230.000
GeneralInsuranceExpense,,,,,,,,,9266.000,13328.000,
GrossProfit,,-1706.000,-8957.000,,2370.000,-6200.000,19968.000,-38401.000,148154.000,217936.000,116425.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-3514.000,-51443.000,-90911.000,,-25812.000,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,,-1027259.000,-903274.000,
IncreaseDecreaseDueFromOfficersAndStockholders,,-1500.000,,,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,-31031.000,,,18598.000,,,,396172.000,,
IncreaseDecreaseInAccountsReceivable,,50822.000,,,-1982.000,,,,-262661.000,,
IncreaseDecreaseInInventories,,-27916.000,,,8897.000,,,,-237186.000,,
IncreaseDecreaseInPrepaidExpense,,,,,15000.000,,,,14740.000,,
IncrementalCommonSharesAttributableToConversionOfDebtSecurities,,,,,24000.000,,,,101000.000,,
InterestExpense,50.000,125.000,315.000,,1350.000,-2141.000,2287.000,33942.000,-441659.000,302220.000,326516.000
InterestPaid,,,,,1341.000,,,,36374.000,,
LaborAndRelatedExpense,,,,,,,,,63340.000,142866.000,127213.000
LeaseAndRentalExpense,,,,,,,,,13064.000,18294.000,18212.000
MaintenanceCosts,,,,,,,,,4210.000,,
MarketingAndAdvertisingExpense,,317.000,,,2000.000,,2500.000,,759.000,4324.000,8104.000
NetCashProvidedByUsedInFinancingActivities,,11000.000,,,6000.000,,,,839788.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,11000.000,,,6000.000,,,,839788.000,,
NetCashProvidedByUsedInInvestingActivities,,,,,,,,,-450000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,,,,,-450000.000,,
NetCashProvidedByUsedInOperatingActivities,,-28318.000,,,19527.000,,,,-301246.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-28318.000,,,19527.000,,,,-301246.000,,
NetIncomeLoss,-3514.000,-51443.000,-90911.000,,-25812.000,-251623.000,-6656.000,-116116.000,-1027259.000,-903274.000,-583695.000
OfficersCompensation,,,,,,127700.000,2500.000,,3750.000,2500.000,10000.000
OperatingCostsAndExpenses,3464.000,49612.000,,,,,,,,,
