,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AdjustmentForAmortization,,46400000.000,58700000.000,52000000.000,
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,3100000.000,1600000.000,3000000.000,8000000.000,2000000.000
AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,,,21963000.000,,
AdjustmentsToAdditionalPaidInCapitalIncomeTaxDeficiencyFromShareBasedCompensation,-3141000.000,,,,
AdjustmentsToAdditionalPaidInCapitalOther,,79000000.000,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationAndExerciseOfStockOptions,19500000.000,32000000.000,,,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,1602000.000,2989000.000,8000000.000,2000000.000
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,,78997000.000,,,
AdministrativeServicesRevenue,,,,,55000000.000
AllocatedShareBasedCompensationExpense,20018000.000,28694000.000,21727000.000,23000000.000,26000000.000
AllocatedShareBasedCompensationExpenseNetOfTax,14556000.000,24501000.000,14288000.000,16000000.000,22000000.000
AmortizationOfDebtDiscountPremium,5942000.000,22103000.000,26064000.000,29000000.000,30000000.000
AmortizationOfFinancingCosts,1089000.000,3692000.000,,,
AmortizationOfIntangibleAssets,20503000.000,17906000.000,17515000.000,17000000.000,32000000.000
BusinessCombinationBargainPurchaseGainRecognizedAmount,0.000,0.000,,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,-2400000.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,301943000.000,140125000.000,603168000.000,790000000.000,490000000.000
ComprehensiveIncomeNetOfTax,10738000.000,52300000.000,62290000.000,140000000.000,54000000.000
ConstructionInProgressExpendituresIncurredButNotYetPaid,,27211000.000,13841000.000,0.000,0.000
CostOfGoodsSoldDepreciationAndAmortization,78764000.000,93866000.000,134404000.000,126000000.000,182000000.000
CostOfServicesAmortization,1571000.000,2914000.000,2914000.000,1000000.000,43000000.000
CostsAndExpenses,5993290000.000,6452374000.000,9473684000.000,13791000000.000,17476000000.000
CurrentFederalTaxExpenseBenefit,17853000.000,66883000.000,72040000.000,172000000.000,134000000.000
CurrentForeignTaxExpenseBenefit,,,,6000000.000,-6000000.000
CurrentIncomeTaxExpenseBenefit,19161000.000,67464000.000,75078000.000,186000000.000,131000000.000
CurrentStateAndLocalTaxExpenseBenefit,1308000.000,581000.000,3038000.000,8000000.000,3000000.000
DebtConversionConvertedInstrumentWarrantsOrOptionsIssued1,,13490236.000,13490236.000,13490236.000,
DeferredFederalIncomeTaxExpenseBenefit,-6300000.000,-25498000.000,-72000.000,-10000000.000,19000000.000
DeferredForeignIncomeTaxExpenseBenefit,,,,-1000000.000,1000000.000
DeferredIncomeTaxExpenseBenefit,-9886000.000,-31148000.000,-2352000.000,-7000000.000,22000000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,-3586000.000,-5650000.000,-2280000.000,4000000.000,2000000.000
DefinedContributionPlanCostRecognized,10700000.000,12800000.000,21200000.000,27000000.000,36000000.000
DefinedContributionPlanEmployerMatchingContributionPercent,0.040,0.040,0.040,0.040,0.040
Depreciation,,26600000.000,34600000.000,49000000.000,45000000.000
DepreciationAndAmortization,63704000.000,72743000.000,92917000.000,104000000.000,139000000.000
DepreciationAndAmortizationDiscontinuedOperations,,2000.000,0.000,,
DepreciationDepletionAndAmortization,78764000.000,93866000.000,134404000.000,126000000.000,182000000.000
DerivativeGainLossOnDerivativeNet,,-3378000.000,17000.000,0.000,0.000
DiscontinuedOperationTaxEffectOfIncomeLossFromDisposalOfDiscontinuedOperation,,-9912000.000,-203000.000,0.000,
EarningsPerShareBasic,0.210,1.160,1.330,2.750,0.930
