,2013-06-30,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdvertisingExpense,,,,,,,,,0.000,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,600000.000,,,,,,,29100000.000,,,,29100000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,,,,,,-126497.000,,,,14765.000
DebtConversionConvertedInstrumentSharesIssued1,,,,2931665.000,,,,,,,,,,
DebtConversionOriginalDebtAmount1,,,,312203.000,,,,,,,,,,
EarningsPerShareBasic,0.000,0.000,,,,,,,,,,,,
EarningsPerShareBasicAndDiluted,,,-0.030,-0.010,-0.010,0.030,0.000,0.000,0.000,0.000,,,,-0.000
GeneralAndAdministrativeExpense,4975.000,15052.000,3589.000,3891.000,3511.000,0.000,3206.000,5573.000,88690.000,19646.000,5937.000,8.000,52976.000,11947.000
GrossProfit,2000.000,2000.000,,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,-576792.000,-265127.000,-279699.000,668594.000,-17219.000,-35598.000,-155683.000,-110136.000,-58875.000,-42545.000,-53718.000,-30409.000
IncomeTaxExpenseBenefit,,,,,,,,,8299.000,,,,,
IncreaseDecreaseInAccountsAndOtherReceivables,,,29501.000,,,,,,,,,,,
IncreaseDecreaseInAccountsPayable,,,1000.000,,,,3013.000,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,,,,,,-1787.000,,,,-30517.000
IncreaseDecreaseInAccountsPayableRelatedParties,,,,,,,3206.000,,,-14574.000,,,,-3234.000
IncreaseDecreaseInCustomerAdvances,,,,,,,,,,,,,,78925.000
IncreaseDecreaseInDueToRelatedParties,,,312303.000,,,,,,,,,,,
IncreaseDecreaseInPrepaidExpense,,,-2000.000,,,,,,,,,,,
IssuanceOfStockAndWarrantsForServicesOrClaims,,,291000.000,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,-10.000,,,,11000.000,,,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-10.000,,,,11000.000,,,,,,,
NetCashProvidedByUsedInOperatingActivities,,,10.000,,,,-11000.000,,,-126497.000,,,,14765.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,10.000,,,,-11000.000,,,-126497.000,,,,14765.000
NetIncomeLoss,-2975.000,-13052.000,-576792.000,-265127.000,-279699.000,668594.000,-17219.000,-35598.000,-163982.000,-110136.000,-58875.000,-42545.000,-53718.000,-30409.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,,,,,,,,-110136.000,,,,-30409.000
OperatingExpenses,4975.000,15052.000,576792.000,265127.000,279699.000,-668594.000,17219.000,35598.000,174254.000,113286.000,58875.000,47920.000,65268.000,67909.000
OperatingIncomeLoss,-2975.000,-13052.000,,,,,,,,-110136.000,,,,
ProceedsFromRelatedPartyDebt,,,,,,,11000.000,,,,,,,
ProceedsFromRepaymentsOfBankOverdrafts,,,-10.000,,,,,,,,,,,
ProfessionalFees,,,7203.000,13899.000,5594.000,23730.000,,13267.000,44102.000,31269.000,6657.000,7237.000,-34006.000,2362.000
ProvisionForDoubtfulAccounts,,,,,169494.000,,,,,,,,,
RevenueFromRelatedParties,,,,,,,,,,,,,,37500.000
Revenues,,,,,,,,,18571.000,3150.000,,5375.000,,37500.000
SalesRevenueNet,,,,,,,,,18571.000,3150.000,,5375.000,,37500.000
SalesRevenueServicesNet,2000.000,2000.000,,,,,,,,,,,,
SellingAndMarketingExpense,,,,,,,,,,26152.000,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,,,,,,,,,,0.000,,,,
StockIssuedDuringPeriodValueIssuedForServices,,,291000.000,,,,,,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,19400000.000,20334267.000,28050797.000,-40557696.000,23391665.000,23391665.000,38729165.000,39216665.000,39216665.000,39100041.000,-78316706.000,39216665.000
WeightedAverageNumberOfSharesOutstandingBasic,3880000.000,3880000.000,,,,,,,,,,,,
