,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,123749.000,132946.000,181889.000,195275.000,273031.000,
AccountsPayableCurrent,,,,,223628.000,57683.000
AccountsReceivableNetCurrent,31760.000,6328.000,40.000,89416.000,917346.000,141672.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,1539.000,1724.000,1909.000,2094.000,2278.000,2463.000
AdditionalPaidInCapital,,,,,69580.000,187080.000
AdditionalPaidInCapitalCommonStock,63580.000,65080.000,66580.000,68080.000,,
Assets,54285.000,26296.000,24157.000,144195.000,924633.000,234291.000
AssetsCurrent,52130.000,24326.000,22372.000,142595.000,923217.000,233060.000
Cash,20370.000,17998.000,22332.000,53179.000,1217.000,91388.000
CashAndCashEquivalentsAtCarryingValue,,,,,1217.000,91388.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000
CommonStockSharesIssued,3894833.000,3894833.000,3894833.000,3894833.000,3894833.000,3894833.000
CommonStockSharesOutstanding,3766500.000,3766500.000,3894833.000,3894833.000,3894833.000,3894833.000
CommonStockValue,3895.000,3895.000,3895.000,3895.000,3895.000,3895.000
DeferredCompensationEquity,,,,,,116000.000
DeferredTaxAssetsNet,,,,,0.000,0.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,29000.000,195000.000
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,,,66607.000
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,,96000.000,16456.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,189847.000,203405.000,253767.000,230740.000,,
DueToOfficersOrStockholdersCurrentAndNoncurrent,,,,,110000.000,
InventoryNet,,,,,4654.000,
InvestmentsAndCash,,,,,,25000.000
Liabilities,176657.000,160726.000,207449.000,302960.000,,
LiabilitiesAndStockholdersEquity,54285.000,26296.000,24157.000,144195.000,924633.000,234291.000
LiabilitiesCurrent,,,,,955659.000,239218.000
NotesAndLoansPayable,,,,,343628.000,57683.000
NotesPayableCurrent,52908.000,27780.000,25560.000,107685.000,,
NotesPayableRelatedPartiesClassifiedCurrent,,,,,459000.000,181535.000
PreferredStockParOrStatedValuePerShare,,,,,,0.001
PreferredStockSharesAuthorized,,,,,,5000000.000
PreferredStockSharesIssued,,,,,,0.000
PreferredStockSharesOutstanding,,,,,,0.000
PreferredStockValue,,,,,,0.000
PrepaidRent,,,,,500.000,
PropertyPlantAndEquipmentNet,2155.000,1970.000,1785.000,1600.000,1416.000,1231.000
PropertyPlantAndEquipmentOther,,,,,,3694.000
PropertyPlantAndEquipmentOtherAccumulatedDepreciation,,,,,,2463.000
RetainedEarningsAccumulatedDeficit,,,,,-104501.000,-195902.000
StockholdersEquity,-122372.000,-134430.000,-183292.000,-158765.000,-31026.000,-4927.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-122372.000,-134430.000,-183292.000,-158765.000,,
ValuationAllowanceAmount,,,,,29000.000,83063.000
