,2014-06-30,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,-1661000.000,,,,-2048000.000,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,351000.000,,,,698000.000,
AmortizationOfIntangibleAssets,,,649000.000,,,,612000.000,
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses,,,227000.000,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses,,,584000.000,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses,,,357000.000,,,,,
AvailableForSaleSecuritiesGrossRealizedGains,,248000.000,3000.000,6000.000,403000.000,0.000,333000.000,0.000
AvailableForSaleSecuritiesGrossRealizedGainsLossesSaleProceeds,,28285000.000,24615000.000,135000.000,28300000.000,2615000.000,14977000.000,0.000
AvailableForSaleSecuritiesGrossRealizedLosses,,4000.000,110000.000,0.000,201000.000,2000.000,0.000,0.000
AvailableForSaleSecuritiesGrossUnrealizedGains,,,-11259000.000,,,,,
AvailableForSaleSecuritiesGrossUnrealizedLoss,,,-584000.000,,,,,
AvailableforsaleSecuritiesGrossRealizedGainLossExcludingOtherThanTemporaryImpairments,,,-107000.000,,,,333000.000,
BankOwnedLifeInsuranceIncome,,,1423000.000,,740000.000,,750000.000,795000.000
BusinessCombinationBargainPurchaseGainRecognizedAmount,,,,0.000,0.000,,,
CashAcquiredFromAcquisition,,,810000.000,,,,0.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,,,-23508000.000,
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAccretableYieldAccretion,23873000.000,22417000.000,20964000.000,19242000.000,17702000.000,16073000.000,14873000.000,14281000.000
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAccretableYieldReclassificationsFromNonaccretableDifference,24500000.000,32000000.000,29400000.000,21600000.000,16100000.000,10800000.000,15700000.000,9600000.000
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAccretableYieldReclassificationsToFromNonaccretableDifference,24543000.000,32004000.000,29431000.000,21642000.000,16083000.000,10733000.000,15725000.000,9645000.000
CommonStockDividendsPerShareCashPaid,,,0.010,,0.010,,0.050,
CommonStockDividendsPerShareDeclared,,,,,0.010,,0.050,0.050
CommunicationsAndInformationTechnology,2260000.000,1610000.000,1854000.000,1805000.000,1356000.000,1603000.000,1743000.000,1909000.000
ComprehensiveIncomeNetOfTax,25254000.000,19369000.000,12227000.000,13144000.000,23601000.000,10706000.000,23410000.000,24429000.000
CurrentFederalTaxExpenseBenefit,-13079000.000,11344000.000,,,,,,
CurrentIncomeTaxExpenseBenefit,-13417000.000,11376000.000,,,,,,
CurrentStateAndLocalTaxExpenseBenefit,-338000.000,32000.000,,,,,,
DeferredFederalIncomeTaxExpenseBenefit,18274000.000,-2215000.000,,,,,,
DeferredIncomeTaxExpenseBenefit,18920000.000,-1472000.000,,,,,,
DeferredStateAndLocalIncomeTaxExpenseBenefit,646000.000,743000.000,,,,,,
Depreciation,,,1909000.000,,,,1574000.000,
DerivativeGainLossOnDerivativeNet,-5635000.000,-1312000.000,1102000.000,613000.000,-2223000.000,-1196000.000,-523000.000,-417000.000
DerivativeInstrumentsGainLossRecognizedInIncomeIneffectivePortionAndAmountExcludedFromEffectivenessTestingNet,,,0.000,,,,0.000,
DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,,14410000.000,,,0.000,,,
DividendsCommonStockCash,,,706000.000,,711000.000,,3320000.000,3356000.000
EarningsPerShareBasic,0.290,0.280,0.130,0.250,0.290,0.200,0.300,0.300
EarningsPerShareDiluted,0.270,0.260,0.120,0.230,0.270,0.190,0.280,0.280
EffectiveIncomeTaxRateContinuingOperations,-0.260,0.337,,0.318,0.243,,0.127,0.210
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350,0.350,,0.350,0.350,,0.350,0.350
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,-0.596,,,0.000,0.106,,-0.012,-0.009
EffectiveIncomeTaxRateReconciliationDispositionOfBusiness,,,,,-0.189,,0.000,
EffectiveIncomeTaxRateReconciliationOtherAdjustments,-0.023,-0.018,,-0.015,-0.009,,-0.006,-0.014
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,0.012,0.023,,0.008,0.012,,0.008,0.008
EffectiveIncomeTaxRateReconciliationTaxExemptIncome,0.029,0.018,,0.026,0.027,,0.034,0.031
EffectiveIncomeTaxRateReconciliationTaxSettlementsDomestic,,,,,,,-0.191,0.000
FDICIndemnificationAssetAccretionOfDiscount,-5506000.000,-6663000.000,-9250000.000,-8548000.000,-4366000.000,44328000.000,,
FDICIndemnificationAssetAdditionalEstimatedLosses,-3433000.000,,-1357000.000,-6261000.000,-2794000.000,,,
FairValueOptionChangesInFairValueGainLoss1,3458000.000,-1935000.000,0.000,,,,0.000,
FeesAndCommissionsDepositorAccounts,3163000.000,3022000.000,2320000.000,2561000.000,2494000.000,2513000.000,2397000.000,2420000.000
FeesAndCommissionsMortgageBanking,-1025000.000,2065000.000,-1261000.000,4698000.000,-1721000.000,3853000.000,,
FinancingReceivableModificationsPostModificationRecordedInvestment2,,,4462000.000,7151000.000,3787000.000,,5105000.000,6672000.000
FinancingReceivableModificationsSubsequentDefaultRecordedInvestment1,2406000.000,3216000.000,4553000.000,4879000.000,3190000.000,-11038000.000,1584000.000,1370000.000
GainLossOnSaleOfSecuritiesNet,,244000.000,-107000.000,6000.000,202000.000,,333000.000,0.000
GainLossOnSalesOfLoansNet,5681000.000,4083000.000,8618000.000,8748000.000,6815000.000,5404000.000,5238000.000,7588000.000
GainsLossesOnSalesOfOtherRealEstate,3089000.000,2427000.000,1415000.000,1405000.000,3004000.000,319000.000,1555000.000,1132000.000
ImpairedFinancingReceivableAverageRecordedInvestment,,,,,,,82923000.000,81323000.000
ImpairedFinancingReceivableInterestIncomeAccrualMethod,,,,,,,1071000.000,1537000.000
ImpairmentOfLongLivedAssetsHeldForUse,,,0.000,,,,0.000,
ImpairmentOfRealEstate,1358000.000,2062000.000,1362000.000,585000.000,680000.000,560000.000,1209000.000,755000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,16360000.000,29419000.000,13878000.000,25727000.000,26460000.000,17930000.000,22563000.000,25497000.000
IncomeTaxExpenseBenefit,-4246000.000,9904000.000,4441000.000,8179000.000,6425000.000,4821000.000,2880000.000,5344000.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,-9749000.000,,,0.000,2804000.000,,-270000.000,-225000.000
IncomeTaxReconciliationDispositionOfBusiness,,,,,-4991000.000,,0.000,
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,5726000.000,10297000.000,,9004000.000,9261000.000,,7897000.000,8924000.000
IncomeTaxReconciliationOtherAdjustments,-375000.000,-538000.000,,-393000.000,-259000.000,,-125000.000,-369000.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,201000.000,666000.000,,194000.000,329000.000,,180000.000,204000.000
IncomeTaxReconciliationTaxExemptIncome,475000.000,521000.000,,644000.000,719000.000,,762000.000,787000.000
IncomeTaxReconciliationTaxSettlementsDomestic,,,,,,,-4306000.000,0.000
IncomeTaxesPaid,,,5662000.000,,,,,
IncomeTaxesPaidNet,,,,,,,-172000.000,
IncreaseDecreaseInAccruedLiabilities,,,-7675000.000,,,,33693000.000,
IncreaseDecreaseInDeposits,,,28258000.000,,,,138217000.000,
IncreaseDecreaseInFederalFundsPurchased,,,-126000000.000,,,,,
IncreaseDecreaseInOtherOperatingAssets,,,751000.000,,,,5985000.000,
IncreaseDecreaseInOtherOperatingCapitalNet,,,13000.000,,,,475000.000,
IncrementalCommonSharesAttributableToCallOptionsAndWarrants,1526000.000,1558000.000,3962000.000,260000.000,264000.000,-4041000.000,16000.000,19000.000
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,4112000.000,4102000.000,925000.000,4339000.000,4227000.000,-5251000.000,4054000.000,3996000.000
InterestAndDividendIncomeOperating,55366000.000,55595000.000,55128000.000,54414000.000,61050000.000,64296000.000,62555000.000,64376000.000
InterestAndFeeIncomeLoansAndLeases,56925000.000,58108000.000,59944000.000,58319000.000,60078000.000,58394000.000,56360000.000,57915000.000
InterestExpense,2835000.000,3399000.000,4092000.000,4805000.000,5403000.000,5922000.000,6457000.000,6982000.000
InterestExpenseDemandDepositAccounts,216000.000,190000.000,290000.000,382000.000,401000.000,395000.000,401000.000,675000.000
InterestExpenseLongTermDebt,627000.000,701000.000,802000.000,914000.000,909000.000,1092000.000,1000000.000,842000.000
InterestExpenseNOWAccountsMoneyMarketAccountsAndSavingsDeposits,492000.000,487000.000,471000.000,562000.000,620000.000,732000.000,667000.000,650000.000
InterestExpenseOtherDomesticDeposits,35000.000,288000.000,623000.000,607000.000,541000.000,483000.000,618000.000,841000.000
InterestExpenseShortTermBorrowings,33000.000,122000.000,79000.000,209000.000,350000.000,329000.000,657000.000,678000.000
InterestExpenseTimeDeposits,1432000.000,1611000.000,1827000.000,2131000.000,2582000.000,2891000.000,3114000.000,3296000.000
InterestIncomeDepositsWithFinancialInstitutions,172000.000,158000.000,86000.000,117000.000,107000.000,77000.000,184000.000,82000.000
InterestIncomeExpenseAfterProvisionForLoanLoss,56633000.000,50687000.000,49043000.000,56922000.000,54947000.000,62957000.000,57209000.000,54186000.000
InterestIncomeExpenseNet,52531000.000,52196000.000,51036000.000,49609000.000,55647000.000,58374000.000,56098000.000,57394000.000
