,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AccountsPayableAndOtherAccruedLiabilities,,,,,,,10000.000,,,
AccountsPayableCurrent,,,,,,,5449.000,12332.000,13632.000,16913.000
AccountsPayableRelatedPartiesCurrent,,,,,,,100.000,100.000,12600.000,13003.000
AccruedLiabilitiesCurrentAndNoncurrent,,,,,,,21.000,361.000,701.000,701.000
AdditionalPaidInCapital,,,19440.000,19440.000,19440.000,,,,,
AdditionalPaidInCapitalCommonStock,1440.000,19440.000,,,,19440.000,29040.000,29040.000,29040.000,29040.000
AdditionalPaidInCapitalPreferredStock,0.000,0.000,,,,,,,,
AdvanceRoyaltiesCurrent,,,1001.000,1001.000,,,,,,
Assets,3706.000,22684.000,14285.000,13725.000,10505.000,501.000,100.000,16.000,932.000,932.000
AssetsCurrent,,,13627.000,13171.000,9952.000,,100.000,16.000,932.000,932.000
Cash,,,13627.000,13171.000,9952.000,,,,,
CashAndCashEquivalentsAtCarryingValue,3049.000,22061.000,13627.000,13171.000,9952.000,,100.000,16.000,932.000,932.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000
CommonStockSharesIssued,5160000.000,7160000.000,7160000.000,7160000.000,7160000.000,7160000.000,9560000.000,9560000.000,9560000.000,9560000.000
CommonStockSharesOutstanding,5160000.000,7160000.000,7160000.000,5000000.000,5000000.000,7160000.000,9560000.000,9560000.000,9560000.000,9560000.000
CommonStockValue,5160.000,7160.000,7160.000,7160.000,7160.000,7160.000,9560.000,9560.000,9560.000,9560.000
DeferredTaxAssetsGross,,,,,,,6981.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,6981.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,,-6981.000,,,
DepositLiabilitiesAccruedInterest,,,,,,,,66.000,66.000,
DueToOfficersOrStockholdersCurrent,,,,,1015.000,,,,,
Liabilities,5983.000,6023.000,,,,2875.000,17070.000,24293.000,26933.000,30617.000
LiabilitiesAndStockholdersEquity,3706.000,22684.000,14285.000,13725.000,10505.000,501.000,100.000,16.000,932.000,932.000
LiabilitiesCurrent,,,6001.000,6001.000,11015.000,2875.000,17070.000,24293.000,26933.000,30617.000
LoansPayableCurrent,5000.000,5000.000,5000.000,5000.000,10000.000,2875.000,,,,
NotesPayable,,,,,,,1500.000,11500.000,,
OperatingLossCarryforwards,,,,,,,7000.000,,,
OtherAssetsNoncurrent,657.000,623.000,,,,,,,,
OtherLiabilitiesCurrent,983.000,1023.000,,,,,,,,
PropertyPlantAndEquipmentGross,,,658.000,554.000,,,,,,
PropertyPlantAndEquipmentNet,,,,,553.000,501.000,,,,
RetainedEarningsAccumulatedDeficit,-8877.000,-9939.000,-18316.000,-18876.000,-27110.000,-28974.000,-55570.000,-62877.000,-64601.000,-68285.000
StockholdersEquity,,,8284.000,7724.000,-510.000,-2374.000,-16970.000,-24277.000,-26001.000,-29685.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-2277.000,16696.000,,,,-2374.000,-16970.000,-24277.000,-26001.000,-29685.000
