,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31
AccountsPayableAndOtherAccruedLiabilities,727443.000,785380.000,1906265.000,1953462.000,2774666.000,5342986.000,2232547.000,2100686.000,7246461.000,4667386.000,5190181.000
AccruedInvestmentIncomeReceivable,14533.000,14857.000,8853.000,7246.000,9699.000,55045.000,55908.000,68414.000,63532.000,62220.000,74534.000
AccruedSalesCommissionCurrentAndNoncurrent,4303629.000,2004966.000,3716423.000,4369302.000,6408991.000,2923426.000,3754929.000,4031055.000,3074426.000,3576637.000,3993599.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,800466.000,823235.000,848432.000,875727.000,902404.000,937591.000,976540.000,1014902.000,1053136.000,1090449.000,1123854.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,5152.000,9164.000,73.000,6749.000,534.000,16937.000,14707.000
AdditionalPaidInCapital,4906000.000,5914562.000,5969550.000,6154986.000,6183961.000,6200529.000,6209265.000,6368379.000,6377824.000,6386561.000,6396936.000
AdvancePaymentsByBorrowersForTaxesAndInsurance,123257.000,102987.000,90854.000,151631.000,183042.000,137786.000,74172.000,179313.000,197922.000,225769.000,165263.000
Assets,69247707.000,72303083.000,73196020.000,81704106.000,94617122.000,96321534.000,88082589.000,92613660.000,119589231.000,124788581.000,129647244.000
AssetsFairValueDisclosureRecurring,5933313.000,5526584.000,5903478.000,8029553.000,,,8039426.000,,,,6617282.000
AssetsHeldByInsuranceRegulators,,,,240000.000,,,,,,,
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,,2816955.000,3163792.000,3827268.000,3787960.000,3379087.000,3481877.000,3655617.000
AvailableForSaleSecurities,,,,,,,3827245.000,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,,,,,,,,,-1347.000,-333.000,453.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAccumulatedLoss,,,,,,,,,-9188.000,-3478.000,8048.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,,,,,,,,1901802.000,808442.000,2165093.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss,,,,,,,,,-7841.000,-3145.000,7595.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,,,,,,,1652654.000,663250.000,2021197.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,,,,,,,249148.000,145192.000,143896.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost,,,,,219561.000,757413.000,162124.000,61590.000,,,
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,,,,,220619.000,757855.000,162519.000,62004.000,,,
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,,,,,1145716.000,1454913.000,1985297.000,1926643.000,,,
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,,,,,1146379.000,1458595.000,1981134.000,1928435.000,,,
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsAmortizedCost,,,,,738420.000,1072213.000,1649169.000,1768935.000,,,
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue,,,,,740762.000,1075850.000,1653512.000,1774796.000,,,
AvailableForSaleSecuritiesDebtMaturitiesNextRollingTwelveMonthsAmortizedCostBasis,,,,,,,,,645726.000,634798.000,594408.000
AvailableForSaleSecuritiesDebtMaturitiesNextRollingTwelveMonthsFairValue,,,,,,,,,644136.000,635488.000,594536.000
AvailableForSaleSecuritiesDebtMaturitiesRollingAfterYearTenAmortizedCostBasis,,,,,,,,,1199790.000,921281.000,539083.000
AvailableForSaleSecuritiesDebtMaturitiesRollingAfterYearTenFairValue,,,,,,,,,1201073.000,923831.000,539172.000
AvailableForSaleSecuritiesDebtMaturitiesRollingYearSixThroughTenAmortizedCostBasis,,,,,,,,,90222.000,530305.000,688367.000
AvailableForSaleSecuritiesDebtMaturitiesRollingYearSixThroughTenFairValue,,,,,,,,,89704.000,535577.000,700582.000
AvailableForSaleSecuritiesDebtMaturitiesRollingYearTwoThroughFiveAmortizedCostBasis,,,,,,,,,1982995.000,1935183.000,2373494.000
AvailableForSaleSecuritiesDebtMaturitiesRollingYearTwoThroughFiveFairValue,,,,,,,,,1984354.000,1943608.000,2375769.000
AvailableForSaleSecuritiesDebtMaturitiesSingleMaturityDate,,,,,,,,,3919267.000,4038504.000,4210059.000
AvailableForSaleSecuritiesDebtMaturitiesSingleMaturityDateAmortizedCostBasis,,,,,2816955.000,3703310.000,4366826.000,4327562.000,3918733.000,4021567.000,4195352.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,,,,,713258.000,418771.000,570236.000,570394.000,,,
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,,,,714347.000,420174.000,569734.000,569076.000,,,
AvailableForSaleSecuritiesDebtMaturitiesWithoutSingleMaturityDateFairValue,,,,,2822107.000,3712474.000,4366899.000,4334311.000,,,
AvailableForSaleSecuritiesDebtSecurities,,,,,,,3827245.000,3791487.000,3376841.000,3495741.000,3670587.000
AvailableForSaleSecuritiesDebtSecuritiesCurrent,,,,,2822107.000,3173039.000,,,,,
CashAndCashEquivalentsAtCarryingValue,1353322.000,2002812.000,8104310.000,10209144.000,7865364.000,8944973.000,5648278.000,6920199.000,6103015.000,8926241.000,5708402.000
CashAndCashEquivalentsFairValueDisclosure,,,,,,,3372527.000,,,,2107223.000
CashFDICInsuredAmount,250000.000,,,,,,,,,,
CededPremiumsPayable,6535657.000,7011948.000,3271858.000,9216262.000,8185171.000,8812245.000,4342874.000,8449205.000,9776550.000,11047930.000,6101956.000
CertificatesOfDepositAtCarryingValue,1000000.000,1000000.000,1000000.000,2000000.000,,,,,,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,10000000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000
CommonStockSharesIssued,900000.000,17056152.000,17181140.000,17469602.000,17469602.000,17479852.000,17479852.000,17708125.000,17708125.000,17708125.000,17708125.000
CommonStockSharesOutstanding,900000.000,15706152.000,15831140.000,16119602.000,16158602.000,16168852.000,16168852.000,16397125.000,16398125.000,16398125.000,16400125.000
CommonStockValue,90.000,1571.000,1583.000,1612.000,1616.000,1617.000,1617.000,1640.000,1640.000,1640.000,1640.000
ConvertibleNotesPayable,1000000.000,50000.000,0.000,,,,,,,,
ConvertiblePreferredStockSharesIssuedUponConversion,,,49995.000,,,,,,,,
DebtInstrumentFaceAmount,,950000.000,,,,,,,,,
DeferredIncomeTaxLiabilities,,,2120114.000,,,,2716379.000,,,,3634768.000
DeferredPolicyAcquisitionCosts,5570771.000,6149835.000,6214334.000,6216053.000,6977703.000,7768160.000,7897806.000,7861318.000,8743454.000,10055007.000,10548203.000
DeferredPolicyAcquisitionCostsNet,,6149835.000,6214334.000,6216053.000,6977703.000,7768160.000,,,,,
DeferredTaxAssetsCapitalLossCarryforwards,,,,,,,,,,,1286.000
DeferredTaxAssetsGross,,,3053335.000,,,,4234314.000,,,,5951313.000
DeferredTaxAssetsLiabilitiesNet,875378.000,934088.000,933221.000,941919.000,1333322.000,1482849.000,1517935.000,1499484.000,1995898.000,2238428.000,2316545.000
DeferredTaxAssetsNet,,,3053335.000,,,,4234314.000,,,,5951313.000
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,,7677.000,,,,8363.000
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsLossReserves,,,12713.000,,,,14915.000,,,,26206.000
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsUnearnedPremiumsReserve,,,235548.000,,,,339224.000,,,,477812.000
DeferredTaxAssetsValuationAllowance,51000.000,99910.000,0.000,,,,0.000,,,,0.000
DeferredTaxLiabilitiesDeferredExpenseDeferredPolicyAcquisitionCost,,,2112873.000,,,,2685253.000,,,,3586389.000
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,7241.000,,,,31126.000,,,,48379.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-859988.000,,,,,,,,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedShareBasedAwardsOtherThanOptions,,,38000.000,,,,,,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,,,190000.000,,,,,,,,
FairValueAssetsLevel1ToLevel2TransfersAmount,,,,,,,0.000,,,,0.000
FairValueAssetsLevel2ToLevel1TransfersAmount,,,,,,,0.000,,,,0.000
InvestmentOwnedBalancePrincipalAmount,12008817.000,12330223.000,7111011.000,6556294.000,6191294.000,7851429.000,8451881.000,11146881.000,14080037.000,18220037.000,21130038.000
InvestmentsFairValueDisclosure,12008817.000,12330223.000,7111011.000,6556294.000,6191294.000,7851429.000,8451881.000,11146881.000,14080037.000,18220037.000,21130038.000
Liabilities,63481129.000,64866178.000,64919443.000,72766819.000,85159864.000,85847105.000,77402061.000,80748342.000,107417528.000,110946136.000,114725581.000
