,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,960465.000,244913.000,315062.000,362612.000,528627.000,745745.000,640683.000,623271.000
AccountsPayableAndOtherAccruedLiabilitiesCurrent,,,,,89422.000,89422.000,,,,,,,
AccountsPayableCurrent,385603.000,418786.000,497570.000,562773.000,463816.000,594866.000,778265.000,857450.000,919542.000,972139.000,972727.000,996308.000,1174058.000
AccountsPayableCurrentAndNoncurrent,,,,,,,,,,,55100.000,,
AccountsReceivableNet,,,,,,,,,,,,4085.000,36164.000
AccountsReceivableNetCurrent,231620.000,106494.000,35423.000,227360.000,114604.000,131273.000,115801.000,176131.000,42235.000,,,,
AccruedLiabilitiesCurrent,265581.000,167348.000,99032.000,151125.000,17977.000,37005.000,19353.000,3697.000,6520.000,58941.000,49852.000,,
AccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,,37000.000,37000.000,
AccruedProfessionalFeesCurrent,,,,,,225000.000,135000.000,172000.000,,165166.000,170971.000,,45066.000
AccruedSalariesCurrent,,,,,,45960.000,90560.000,139365.000,166594.000,208714.000,269464.000,,372815.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,2458.000,2847.000,3113.000,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,105743.000,385770.000,274548.000,318964.000,,,,,,,,,
AdditionalPaidInCapital,5620354.000,5796919.000,6014763.000,6032011.000,492884.000,623790.000,1537869.000,1569604.000,1569604.000,1582104.000,2047405.000,2570572.000,3001671.000
AdvancesToAffiliate,,,,,,,89422.000,89422.000,89422.000,89422.000,,89422.000,89422.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,11624.000,21624.000,21624.000,43704.000,113000.000,146604.000,,,
Assets,4203565.000,3645766.000,2034804.000,2110647.000,357137.000,358471.000,458647.000,375942.000,107091.000,5031.000,60720.000,63085.000,161737.000
AssetsCurrent,1095620.000,896687.000,637678.000,644824.000,354997.000,355256.000,455698.000,373260.000,104675.000,2882.000,58837.000,61743.000,105548.000
AssetsNoncurrent,3107945.000,2749079.000,1397126.000,1465823.000,,,,,,,,,
AvailableForSaleSecuritiesDebtSecuritiesNoncurrent,30000.000,30000.000,25000.000,25000.000,,,,,,,,,
CapitalizedComputerSoftwareGross,,,,,3500.000,3500.000,3500.000,,,,,,
Cash,,,,135733.000,40926.000,8779.000,24761.000,67108.000,9627.000,2882.000,58837.000,17674.000,47988.000
CashAndCashEquivalentsAtCarryingValue,392396.000,369340.000,320971.000,135733.000,40926.000,8779.000,24761.000,67108.000,9627.000,2882.000,58837.000,17674.000,47988.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,500000000.000
CommonStockSharesIssued,34139859.000,34889859.000,35746531.000,35746531.000,121653964.000,120846348.000,122591301.000,122591301.000,122591301.000,122591301.000,113352565.000,148276502.000,220666067.000
CommonStockSharesOutstanding,32839859.000,33589859.000,34446531.000,34446531.000,120335964.000,120846348.000,122591301.000,122591301.000,122591301.000,122591301.000,113352565.000,148276502.000,220666067.000
CommonStockValue,,,,,120336.000,120847.000,122592.000,122592.000,122592.000,122592.000,113353.000,148277.000,220666.000
CommonStockValueOutstanding,32839.000,33589.000,34446.000,34446.000,,,,,,,,,
ConvertibleNotesPayable,,,,,,,,,,,,490888.000,779400.000
ConvertibleNotesPayableCurrent,,,,,,,,79376.000,117733.000,,,,
CostMethodInvestments,537172.000,572172.000,609672.000,609672.000,,,,,,,,,
DebtCurrent,,,,,,,406269.000,407975.000,378216.000,416436.000,416436.000,416436.000,283000.000
DebtInstrumentConvertibleConversionPrice1,,,,,,,,,0.050,0.050,,,
DebtInstrumentFaceAmount,,,,,,,,500000.000,500000.000,500000.000,,,
DebtInstrumentInterestRateStatedPercentage,,,,,,0.055,,0.120,0.120,0.120,,,
DebtInstrumentUnamortizedDiscount,,,,,,,,,22000.000,14800.000,,,
DeferredFinanceCostsNet,,,,,,,108793.000,15360.000,,,,,
DeferredRentCreditNoncurrent,17415.000,25229.000,24523.000,23813.000,,,,,,,,,
DeferredRevenue,,,,,,,,,,,,,34330.000
DeferredRevenueCurrent,717236.000,555233.000,349006.000,384751.000,,,,,,,,,
DeferredTaxAssetsGross,,,,,,745000.000,,,,1576000.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,397000.000,,,,1325000.000,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits,,,,,,48000.000,,,,,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeCompensation,,,,,,,,,,88000.000,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,44000.000,,,,107000.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,,,248000.000,,,,,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,,,8000.000,,,,56000.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,745000.000,,,,1576000.000,,,
DepositLiabilityCurrent,,,,,,,,272500.000,320500.000,342500.000,30000.000,30000.000,30000.000
DepositsAssets,,,,,,,,,,,,39984.000,
DepositsAssetsNoncurrent,6294.000,6294.000,6294.000,6294.000,,,,,,,,,
DepositsRetail,,,,,99140.000,,,,,,,,
DerivativeAssetsNoncurrent,84885.000,97960.000,99501.000,35843.000,,,,,,,,,
DerivativeLiabilitiesNoncurrent,238788.000,156695.000,77000.000,77000.000,,,,,,,,,
DueFromOtherRelatedPartiesCurrent,,72500.000,67083.000,108043.000,,,,,,,,,
DueToRelatedPartiesCurrent,,25000.000,25000.000,25000.000,20000.000,20000.000,15000.000,,,,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,79011.000,42159.000,42159.000,,42159.000,,,,
FurnitureAndFixturesGross,,,,,1098.000,2562.000,2562.000,,,,,,
IntangibleAssetsNetExcludingGoodwill,1488398.000,851398.000,12500.000,12500.000,,,,,,,,,
InterestPayableCurrent,,,,,,,,,17498.000,20806.000,110458.000,,40655.000
InventoryFinishedGoods,,,,,77347.000,,,,,,,,
InventoryNet,100275.000,82749.000,,,127124.000,26634.000,8512.000,59172.000,52813.000,,,,21396.000
InventoryRawMaterials,,,,,49777.000,,,,,,,,
InventoryRawMaterialsNetOfReserves,,,,,,26634.000,,,,,,,
InvestmentsFairValueDisclosure,624438.000,958796.000,496530.000,644665.000,,,,,,,,,
Liabilities,2202213.000,2249827.000,1981000.000,2151436.000,690355.000,1762364.000,1653869.000,2124285.000,2255525.000,2637791.000,2673879.000,2720402.000,2907912.000
LiabilitiesAndStockholdersEquity,4203565.000,3645766.000,2034804.000,2110647.000,357137.000,358471.000,458647.000,375942.000,107091.000,5031.000,60720.000,63085.000,161737.000
LiabilitiesCurrent,1368420.000,1166367.000,970608.000,1123649.000,690355.000,1762364.000,1594254.000,2079574.000,2255525.000,2637791.000,2673879.000,2720402.000,2865883.000
LiabilitiesNoncurrent,833793.000,1083460.000,1010392.000,1027787.000,,,,,,,,,
LineOfCreditFacilityAmountOutstanding,,,,,,425000.000,,,56000.000,,,,
LineOfCreditFacilityCurrentBorrowingCapacity,,,,,,425000.000,,,,,,,
