,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,,7222398.000,,,,,,,,,,,,,,,,,,,,
AccountsPayableCurrentAndNoncurrent,1933389.000,262700.000,217661.000,215664.000,131680.000,202445.000,536919.000,3500173.000,295544.000,493903.000,191394.000,415000.000,392000.000,114000.000,316000.000,111000.000,392000.000,3464000.000,620000.000,295000.000,226000.000,82000.000,,32985000.000,30260000.000
AccruedInvestmentIncomeReceivable,,,,,,,,,,,,,,,,,,,,1800000.000,,,1600000.000,1500000.000,1400000.000
AccruedLiabilitiesAndOtherLiabilities,,,,,,6675826.000,9898053.000,6269765.000,5529648.000,6003291.000,5391059.000,5026000.000,3926000.000,4455000.000,7738000.000,6032000.000,5558000.000,2741000.000,3954000.000,3690000.000,4750000.000,3130000.000,3819000.000,4507000.000,5306000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,1155356.000,,,,1367345.000,,,,1567000.000,,,,1750000.000,,,,1685000.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,96900.000,111535.000,114522.000,100023.000,78751.000,67778.000,58410.000,47150.000,38149.000,13837.000,9284.000,5000.000,2000.000,1000.000,0.000,0.000,,,,,,,,,
AdditionalPaidInCapital,,,,,,,,,,,,,,,,9022000.000,9022000.000,9022000.000,9022000.000,9022000.000,9022000.000,9022000.000,,,
Assets,391107587.000,406985588.000,397327580.000,407407114.000,382251412.000,379146947.000,403479130.000,391682378.000,380816453.000,384880116.000,380984410.000,357984000.000,334843000.000,314035000.000,268306000.000,256922000.000,232203000.000,253705000.000,276300000.000,277276000.000,266355000.000,267221000.000,272462000.000,260157000.000,237058000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,,,,,,,1800000.000,,,,,,,,0.000,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,,,,,,1600000.000,,,,,,,,350000.000,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,1552372.000,1390190.000,1256841.000,1256367.000,11723841.000,2475232.000,2136520.000,3165145.000,3431778.000,5580122.000,1922956.000,4856000.000,8136000.000,8426000.000,7656000.000,12247000.000,5129000.000,5206000.000,7026000.000,6497000.000,5153000.000,3296000.000,11318000.000,7878000.000,14817000.000
CashEquivalentsAtCarryingValue,,,,,,,,,,,0.000,,,,0.000,,,,,,,,,,
CommonStockNoParValue,,,,,,,,,,0.000,,,,,,,,,,,,,,,
CommonStockSharesIssued,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
CommonStockSharesOutstanding,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
CommonStockValue,86394200.000,86394200.000,86394200.000,86394200.000,86394200.000,86394200.000,86394200.000,86394200.000,86394200.000,86394200.000,86394200.000,86394000.000,86394000.000,86394000.000,86394000.000,86394000.000,86394000.000,86394000.000,86394000.000,86394000.000,86394000.000,86394000.000,95416000.000,95416000.000,95416000.000
CustomerAdvancesAndDeposits,,,,,,,,,,,,,,,,,,,,,,,4000000.000,3600000.000,3400000.000
CustomerAdvancesAndDepositsCurrent,,,,,,,,,,,,,,,,,,,,4700000.000,,,,,
CustomerAdvancesAndProgressPaymentsForLongTermContractsOrPrograms,,,,,,,,,,,,,,,,7100000.000,,,,,,,,,
DeferredIncomeTaxLiabilities,,,,,,,1968522.000,,,,1366942.000,,,,84000.000,,,,68000.000,,,,267000.000,,
DeferredPolicyAcquisitionCosts,5100045.000,5456633.000,5917860.000,5855114.000,5368083.000,5356740.000,5485083.000,4381131.000,3439793.000,2846653.000,2508789.000,2164000.000,1717000.000,1374000.000,1103000.000,988000.000,905000.000,1056000.000,1301000.000,1371000.000,1310000.000,1300000.000,,,
DeferredTaxAssetsGross,,,,,,,15355982.000,,,,15268407.000,,,,20785000.000,,,,15057000.000,,,,14493000.000,,
DeferredTaxAssetsLiabilitiesNet,,,8547625.000,9256109.000,9731319.000,9970841.000,13377298.000,13172326.000,13469927.000,13637264.000,13880388.000,13990000.000,13686000.000,13424000.000,20669000.000,17914000.000,15565000.000,15155000.000,14951000.000,14221000.000,14227000.000,14489000.000,14185000.000,12535000.000,14280000.000
DeferredTaxAssetsLiabilitiesNetNoncurrent,6611884.000,6846607.000,,,,,,,,,,,,,,,,,,,,,,,
DeferredTaxAssetsNet,,,,,,,15345820.000,,,,15247330.000,,,,20753000.000,,,,15019000.000,,,,14452000.000,,
DeferredTaxAssetsOther,,,,,,,176769.000,,,,304338.000,,,,398000.000,,,,288000.000,,,,464000.000,,
DeferredTaxAssetsPropertyPlantAndEquipment,,,,,,,,,,,,,,,,,,,18000.000,,,,0.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,,,,,,,,,,,,5525000.000,,,,1065000.000,,,,575000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,,,,11234048.000,,,,11914542.000,,,,12082000.000,,,,10465000.000,,,,11010000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsImpairmentLosses,,,,,,,,,,,,,,,166000.000,,,,141000.000,,,,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsUnearnedPremiumsReserve,,,,,,,3480446.000,,,,2763914.000,,,,2368000.000,,,,2850000.000,,,,2400000.000,,
DeferredTaxAssetsValuationAllowance,,,,,,,10162.000,,,,21077.000,,,,32000.000,,,,38000.000,,,,41000.000,,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,,,,,,1858674.000,,,,1240550.000,,,,16000.000,,,,,,,,,,
DeferredTaxLiabilitiesOther,,,,,,,96173.000,,,,70752.000,,,,68000.000,,,,68000.000,,,,79000.000,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,,13675.000,,,,55640.000,,,,0.000,,,,0.000,,,,188000.000,,
FinancingReceivableAllowanceForCreditLosses,,,,,,27146255.000,29000000.000,29050000.000,28850000.000,29000000.000,31400000.000,31900000.000,31850000.000,31255000.000,31850000.000,31200000.000,30347000.000,28987000.000,28957000.000,28400000.000,28775000.000,29375000.000,30374000.000,31575000.000,36825000.000
FinancingReceivableIndividuallyEvaluatedForImpairment,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
FinancingReceivableRecordedInvestment60To89DaysPastDue,,,,,,3812000.000,3919000.000,5012570.000,3187472.000,4416050.000,4744331.000,3689000.000,3301000.000,4073000.000,4265000.000,3696000.000,,,,,,,,,
FinancingReceivableRecordedInvestment90DaysPastDueAndStillAccruing,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,,,,0.000,,,,0.000,,
FinancingReceivableRecordedInvestmentPastDue,,,,,,,,,,,,,,,,,,,279986000.000,,,,280947000.000,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,19936500.000,20495400.000,20922000.000,19748600.000,20175200.000,20601800.000,20913000.000,21223000.000,21534000.000,21843000.000,,,,,,,,,,
