,2011-06-30,2011-09-30,2011-12-31
AccruedLiabilitiesCurrent,22527.000,23027.000,26600.000
AdditionalPaidInCapital,7181485.000,7181485.000,7181485.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001
CommonStockSharesAuthorized,300000000.000,300000000.000,300000000.000
CommonStockSharesIssued,194805.000,194805.000,194805.000
CommonStockSharesOutstanding,194805.000,194805.000,194805.000
CommonStockValue,195.000,195.000,195.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,,,7227580.000
DueToOfficersOrStockholdersCurrent,18500.000,19300.000,19300.000
LiabilitiesCurrent,41027.000,42327.000,45900.000
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001
PreferredStockSharesAuthorized,50000000.000,50000000.000,50000000.000
PreferredStockSharesIssued,0.000,0.000,
PreferredStockSharesOutstanding,0.000,0.000,
RetainedEarningsAccumulatedDeficit,-7222707.000,-7224007.000,
StockholdersEquity,-41027.000,-42327.000,-45900.000
