,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,-288000.000,,,,-290000.000,,,,-167000.000,,,,-100000.000,,,,-92000.000,,
AdvertisingExpense,89000.000,82000.000,70000.000,86000.000,84000.000,103000.000,89000.000,109000.000,102000.000,126000.000,107000.000,101000.000,96000.000,82000.000,87000.000,76000.000,90000.000,99000.000,69000.000,87000.000,107000.000
AllowanceForLoanAndLeaseLossesPeriodIncreaseDecrease,,,,,,,,,,,,-138000.000,-17000.000,,-480000.000,,,,-79000.000,46000.000,-192000.000
AvailableForSaleSecuritiesGrossRealizedGainLossNet,240000.000,95000.000,473000.000,95000.000,61000.000,95000.000,-60000.000,-44000.000,-95000.000,76000.000,-98000.000,56000.000,1000.000,17000.000,149000.000,153000.000,115000.000,203000.000,117000.000,,
AvailableForSaleSecuritiesGrossRealizedGains,,,473000.000,,,,191000.000,0.000,406000.000,577000.000,393000.000,65000.000,1000.000,57000.000,337000.000,153000.000,0.000,318000.000,117000.000,0.000,0.000
AvailableForSaleSecuritiesGrossRealizedLosses,,,0.000,,,,251000.000,44000.000,501000.000,501000.000,491000.000,9000.000,0.000,40000.000,188000.000,0.000,0.000,0.000,0.000,0.000,0.000
AvailableforsaleSecuritiesGrossRealizedGainLossExcludingOtherThanTemporaryImpairments,,,473000.000,,,,,,,,,,,,,,,,,,
BankOwnedLifeInsuranceIncome,65000.000,64000.000,66000.000,67000.000,64000.000,65000.000,67000.000,67000.000,68000.000,66000.000,67000.000,67000.000,64000.000,66000.000,66000.000,68000.000,65000.000,67000.000,67000.000,69000.000,65000.000
BrokerageCommissionsRevenue,108000.000,151000.000,114000.000,154000.000,158000.000,190000.000,168000.000,168000.000,172000.000,196000.000,197000.000,174000.000,194000.000,167000.000,204000.000,153000.000,165000.000,150000.000,146000.000,147000.000,127000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,4294000.000,,,,4088000.000,,,,-1097000.000,,,,67000.000,,,,5153000.000,,
CommonStockDividendsPerShareDeclared,,,,,,,0.050,,0.050,,0.050,,0.050,,0.050,,0.080,,0.080,0.000,0.080
ComprehensiveIncomeNetOfTax,,791000.000,1671000.000,-206000.000,-221000.000,-3077000.000,575000.000,-66000.000,2535000.000,1899000.000,201000.000,2009000.000,1579000.000,-597000.000,1620000.000,-270000.000,1877000.000,1529000.000,878000.000,-1175000.000,1068000.000
DeferredIncomeTaxExpenseBenefit,,,-156000.000,,,,-18000.000,,,,-91000.000,,,,-190000.000,,,,20000.000,,
DefinedBenefitPlanAmortizationOfNetGainsLosses,,,31000.000,,31000.000,,,,,,,,,,,,,,,,
Depreciation,,,115000.000,,,,105000.000,,,,110000.000,,,,108000.000,,,,106000.000,,
DividendsCommonStockStock,,,,,,,229000.000,,,,219000.000,,,,202000.000,,,,320000.000,,
EarningsPerShareBasic,,,,,,,,0.220,0.210,,0.190,0.210,0.230,0.200,0.210,0.200,0.250,0.300,0.350,0.320,0.230
EarningsPerShareBasicAndDiluted,0.230,0.190,0.250,0.160,0.220,0.230,0.180,0.220,0.210,0.230,0.190,0.210,0.230,0.200,0.210,0.200,0.250,,0.350,,
EarningsPerShareDiluted,,,,,,,,0.220,0.210,,0.190,0.210,0.230,0.200,0.210,0.200,0.250,0.290,0.350,0.320,0.230
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,0.340,0.340,0.340,-0.680,0.340,0.340,0.340,-0.680,0.340,0.340,0.340,-0.680,0.340,0.340,0.340,-0.680,0.340,0.340,0.340
EmployeeStockOwnershipPlanESOPCompensationExpense,,,63000.000,,,,76000.000,,,,81000.000,,,,80000.000,,,,91000.000,,
EmployeeStockOwnershipPlanESOPSharesContributedToESOP,,,384900.000,,,,,,,,384900.000,,,,384900.000,,,,384900.000,,
EquipmentExpense,164000.000,181000.000,213000.000,251000.000,253000.000,226000.000,217000.000,218000.000,223000.000,211000.000,284000.000,237000.000,241000.000,233000.000,248000.000,258000.000,250000.000,227000.000,293000.000,301000.000,278000.000
FederalDepositInsuranceCorporationPremiumExpense,78000.000,76000.000,68000.000,69000.000,81000.000,73000.000,63000.000,78000.000,69000.000,69000.000,79000.000,73000.000,78000.000,71000.000,76000.000,75000.000,80000.000,82000.000,82000.000,10000.000,42000.000
FeesAndCommissionsDepositorAccounts,176000.000,134000.000,139000.000,149000.000,126000.000,133000.000,148000.000,144000.000,114000.000,126000.000,134000.000,137000.000,111000.000,124000.000,147000.000,134000.000,122000.000,129000.000,141000.000,137000.000,117000.000
FeesAndCommissionsMortgageBankingAndServicing,109000.000,125000.000,114000.000,209000.000,118000.000,232000.000,107000.000,66000.000,31000.000,-7000.000,56000.000,32000.000,22000.000,75000.000,40000.000,57000.000,14000.000,15000.000,130000.000,154000.000,65000.000
FeesAndCommissionsOther,70000.000,62000.000,72000.000,75000.000,60000.000,64000.000,46000.000,26000.000,17000.000,20000.000,28000.000,25000.000,32000.000,37000.000,50000.000,45000.000,69000.000,48000.000,60000.000,62000.000,64000.000
FinancingReceivableAllowanceForCreditLossesRecovery,,,42000.000,2000.000,8000.000,10000.000,9000.000,40000.000,2000.000,5000.000,9000.000,20000.000,40000.000,2000.000,,4000.000,2000.000,,19000.000,12000.000,1000.000
FinancingReceivableAllowanceForCreditLossesWriteOffs,,,3000.000,114000.000,32000.000,101000.000,159000.000,148000.000,127000.000,104000.000,34000.000,57000.000,84000.000,103000.000,24000.000,29000.000,53000.000,127000.000,4000.000,24000.000,214000.000
FinancingReceivableModificationsPostModificationRecordedInvestment2,,,,,,,563000.000,,,,,,,,,,,,,,
GainLossOnSaleOfLoansAndLeases,,,,,,,,27000.000,5000.000,,32000.000,19000.000,25000.000,47000.000,34000.000,65000.000,31000.000,86000.000,85000.000,90000.000,39000.000
GainLossOnSalesOfLoansNet,,,126000.000,,,,107000.000,,,,88000.000,,,,74000.000,,,,85000.000,,
GainsLossesOnSalesOfOtherRealEstate,1000.000,7000.000,24000.000,-3000.000,1000.000,-77000.000,-116000.000,-76000.000,-17000.000,7000.000,-15000.000,-40000.000,-7000.000,-44000.000,,-1000.000,1000.000,,7000.000,,7000.000
