,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentForAmortization,,,,,,,,,,,,,32752.000,,,,,,,,
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,,,,-3978241.000,,,,,,,,,,,,,,,,
AllocatedShareBasedCompensationExpense,,,,,,,,,,,,,601371.000,601371.000,601371.000,2502191.000,360984.000,2014589.000,732701.000,355161.000,596404.000
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,,,,,,,,,,,,,,,,,,,,,0.000
AllowanceForLoanAndLeaseLossesWriteOffs,,,,,,991475.000,991475.000,,,,,,,,,,,,,,
AmortizationOfDebtDiscountPremium,,,,,,,,,,,,,,,,,,,,,0.000
AmortizationOfIntangibleAssets,,,,,1009.000,581379.000,754021.000,763858.000,562978.000,595655.000,666350.000,513714.000,391042.000,585572.000,760244.000,536777.000,846737.000,797276.000,701065.000,911544.000,572618.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,9340000.000,9340000.000,,8938900.000,,,,8390000.000,,,,8938900.000,,,,8938900.000,,,,
AssetImpairmentCharges,,,,,,11200000.000,,,,,,,,,,,,,,,
AssetsDisposedOfByMethodOtherThanSaleInPeriodOfDispositionGainLossOnDisposition1,,,,,,,,,,-28320.000,44456.000,,,23854.000,44928.000,,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,,,,,,,,,,-2609656.000,-1926765.000,,,,,,
BusinessAcquisitionsProFormaRevenue,,,,,,,,,,,,,,8112226.000,12675123.000,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-91369.000,,,,-1550149.000,,,,650712.000,,,,262936.000,,,,-301238.000,,,,191446.000
ComprehensiveIncomeNetOfTax,,,,,-3259904.000,-20470382.000,-3706616.000,-21321560.000,-2310030.000,1225552.000,-9332514.000,-849435.000,-2347375.000,-2405835.000,-5324118.000,-5075737.000,-1877460.000,-5842489.000,-3566326.000,-3122056.000,-2475395.000
ConcentrationRiskPercentage1,,,,,,,,,,,,,,,,,0.100,,,,
CostOfGoodsAndServicesSold,,,,,275466.000,4151955.000,4646245.000,4301003.000,3528494.000,3345087.000,4717855.000,4292245.000,4614072.000,5467819.000,10705327.000,13189997.000,9385241.000,11484793.000,11695168.000,13143039.000,11459992.000
CostOfGoodsSoldAmortization,,,,,,,,,,,,,423794.000,,,,,,,,
CostsIncurredDevelopmentCosts,,,,,,,,,,,,,55038.000,,,,0.000,,,,45591.000
