,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2016-02-29,2016-05-31,2016-08-31,2016-11-30
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,42975.000,,422395.000,497936.000
AccountsPayableCurrent,590.000,500.000,500.000,1199.000,99.000,164.000,1683.000,,,,
AccountsPayableRelatedPartiesCurrent,,,,,,,,,,40000.000,70502.000
AdditionalPaidInCapital,23000.000,23000.000,46750.000,46750.000,46750.000,65750.000,78801.000,2678396.000,,4328750.000,6249357.000
Assets,17221.000,12562.000,31443.000,12649.000,3365.000,19632.000,100.000,240933.000,,147986.000,1468724.000
AssetsCurrent,17221.000,12562.000,31443.000,12649.000,3365.000,19632.000,100.000,240933.000,,147986.000,1468724.000
BrokerDealerSecuritiesOwnedNotReadilyMarketableAtEstimatedFairValue,,,,,,,,,,,15000.000
CashAndCashEquivalentsAtCarryingValue,17221.000,12562.000,31443.000,12649.000,3365.000,715.000,100.000,240933.000,162953.000,137986.000,1468724.000
CashCashEquivalentsAndShortTermInvestments,,,,,,,,,,787378.000,2394849.000
ClassOfWarrantOrRightUnissued,,,,,,,,450000.000,,976500.000,1047500.000
CommonStockCapitalSharesReservedForFutureIssuance,,,,,,,,,,110000.000,110000.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,250000000.000,,250000000.000,250000000.000
CommonStockSharesIssued,2000000.000,2000000.000,3250000.000,3250000.000,3250000.000,4250000.000,8375000.000,8749835.000,,8996753.000,9231560.000
CommonStockSharesOutstanding,2000000.000,2000000.000,3250000.000,3250000.000,3250000.000,4250000.000,8375000.000,8749835.000,,8996753.000,9231560.000
CommonStockValue,2000.000,2000.000,3250.000,3250.000,3250.000,4250.000,8375.000,8750.000,,8997.000,9231.000
ConvertibleNotesPayable,,,,,,,,,,476907.000,231517.000
ConvertibleNotesPayableCurrent,,,,,,,,941059.000,,787378.000,2394849.000
DebtInstrumentCarryingAmount,,,,,,,,269000.000,,750000.000,
DeferredTaxAssetsGross,,,,,,,,,,,2863815.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,13493.000,,,,,,,
DeferredTaxAssetsOtherLossCarryforwards,,,,,,,,,,,885120.000
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits,,,,,,,,,,,1685262.000
DeferredTaxAssetsValuationAllowance,,,,-13493.000,,,,,,,-2863815.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,8369.000,12938.000,19057.000,,,,,,,,
ExtendedProductWarrantyAccrualCurrent,,,,,,,,,,,168070.000
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisWithUnobservableInputs,,,,,,,,812000.000,,976000.000,977000.000
FinancialInstrumentsOwnedAtFairValue,,,,,,,,85000.000,,,
IndefiniteLivedLicenseAgreements,,,,,,,,,,,293433.000
InterestAndDividendsPayableCurrent,,,,,,,,14101.000,,27925.000,48813.000
InvestmentOwnedBalancePrincipalAmount,,,,,,,,,,,150000.000
Liabilities,590.000,500.000,500.000,1199.000,99.000,164.000,1683.000,998135.000,,1754605.000,3511839.000
LiabilitiesAndStockholdersEquity,17221.000,12562.000,31443.000,12649.000,3365.000,19632.000,100.000,240933.000,,147986.000,1468724.000
LiabilitiesCurrent,590.000,500.000,500.000,1199.000,99.000,164.000,1683.000,998135.000,,1277698.000,3280322.000
LiabilitiesOtherThanLongtermDebtNoncurrent,,,,,,,,,,476907.000,231517.000
NotesAndLoansPayableCurrent,,,,,,,,,,,100152.000
OperatingLossCarryforwards,,,,38550.000,,,,,,,
PartnersCapitalOtherDeferredCompensation,,,,,,,,,,,250000.000
PreferredStockNoParValue,0.001,0.001,0.001,0.001,0.001,0.001,,,,,
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,,0.001,0.001
PreferredStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,,100000000.000,100000000.000
PrepaidExpenseCurrent,,,,,,18917.000,,,,10000.000,
RecordedThirdPartyEnvironmentalRecoveriesAmount,,,,,,,,,,85000.000,85000.000
RetainedEarningsAccumulatedDeficit,8369.000,12938.000,19057.000,-38550.000,-46734.000,-50532.000,-88759.000,-3444348.000,,-5944366.000,-8301703.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,,,,450000.000,,976500.000,1047500.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,,,,,3.460,,2.430,2.540
SharesOutstanding,,,,,,,,,,,-2043115.000
StockholdersEquity,16631.000,12062.000,30943.000,11450.000,3266.000,19468.000,-1583.000,-757202.000,,-1606619.000,-2043115.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,16631.000,12062.000,30943.000,11450.000,3266.000,19468.000,-1583.000,-757202.000,,-1606619.000,-2043115.000
