,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,1477000.000,,,,-1637000.000
AllowanceForLoanAndLeaseLossesProvisionForLossNet,,,,500000.000,,,
AllowanceForLoanAndLeaseLossesWriteOffs,,,,-408000.000,,,
AmortizationOfIntangibleAssets,624000.000,624000.000,594000.000,549000.000,539000.000,5313000.000,376000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,358462.000,350397.000,,254706.000
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLossNetOfTax,,,,,,,1000000.000
BankOwnedLifeInsuranceIncome,,,107000.000,195000.000,,,101000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,2427000.000,,,,3841000.000
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths,,,,,,,117000.000
Communication,208000.000,218000.000,227000.000,217000.000,193000.000,219000.000,202000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,4065000.000,3470000.000,5379000.000,-2524000.000,191000.000
CostmethodInvestmentsOtherThanTemporaryImpairment,,,,,,,0.000
DepreciationAmortizationAndAccretionNet,,,535000.000,,,,572000.000
DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,,,,,,,-26000.000
DilutiveSecuritiesEffectOnBasicEarningsPerShareOther,,,,,,,80000.000
EarningsPerShareBasic,0.070,0.030,0.080,0.100,0.110,-0.020,0.000
EarningsPerShareDiluted,0.070,0.030,0.080,0.100,0.110,-0.020,0.000
FederalDepositInsuranceCorporationPremiumExpense,750000.000,364000.000,481000.000,599000.000,553000.000,580000.000,583000.000
FeesAndCommissionsDepositorAccounts,858000.000,878000.000,831000.000,769000.000,735000.000,773000.000,800000.000
GainLossOnSaleOfLoansAndLeases,,,,,29000.000,,34000.000
GainLossOnSaleOfProperties,,,-448000.000,,,,
GainLossOnSaleOfPropertyPlantEquipment,,,2000.000,,,,-1000.000
