,2011-06-30,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,52500.000,,74025.000,,,,72231.000,,,,
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,,,80262.000,,,,,,,,,,
AmortizationOfDebtDiscountPremium,,,,,,,,,,,,,9344.000
AmortizationOfIntangibleAssets,,,,,,,,,,,8455.000,,59183.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,43182500.000,,51795500.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,,,,,,,,,-128760.000
CashPeriodIncreaseDecrease,,,143584.000,,-117288.000,,,,714941.000,,,,
CostOfGoodsAndServicesSold,0.000,0.000,0.000,,,,,,,0.000,0.000,,
CostOfGoodsSoldAmortization,,,0.000,,,,,,,,,,
CostsIncurredDevelopmentCosts,,,,,,,,,,,,,16987.000
DebtInstrumentConvertibleBeneficialConversionFeature,,,,,,,,,,,,,150000.000
Depreciation,,,1255.000,,2511.000,,,,1613.000,,,,5574.000
DilutiveSecurities,,,,0.000,0.000,,,,,,,,
EarningsPerShareBasicAndDiluted,-0.010,0.000,-0.010,-0.010,-0.010,-0.010,-0.010,-0.010,-0.010,-0.030,-0.010,-0.010,-0.010
ExtinguishmentOfDebtGainLossNetOfTax,,230229.000,,,,,,,,,,,
FairValueAssumptionsExpectedDividendRate,,,,,,,,,,,,,0.000
FairValueAssumptionsExpectedVolatilityRate,,,,,,,,,,,,,1.000
GainLossOnDispositionOfAssets,,,,,,,,,,,,,19316.000
GainLossOnSaleOfPropertyPlantEquipment,,,,,,,,,,,,,19316.000
GainsLossesOnExtinguishmentOfDebt,,,,,,22541.000,50594.000,,,4547.000,0.000,,
GainsLossesOnSalesOfAssets,,,,,,,,,,,,,-19316.000
GrossProfit,0.000,0.000,0.000,,,,,,,0.000,0.000,,
ImpairmentOfLongLivedAssetsHeldForUse,,,,0.000,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-281816.000,-121350.000,-363215.000,-409905.000,-460130.000,-575883.000,-656728.000,-825722.000,-834408.000,-990731.000,-1040700.000,-1340905.000,
IncomeTaxExpenseBenefit,0.000,0.000,800.000,,800.000,,,,,0.000,0.000,,
IncreaseDecreaseInAccountsPayable,,,5414.000,,-63691.000,,,,-7680.000,,,,29205.000
IncreaseDecreaseInAccruedLiabilities,,,49850.000,,29171.000,,,,30916.000,,,,-40012.000
IncreaseDecreaseInDueFromEmployeeCurrent,,,-16500.000,,,,,,,,,,
IncreaseDecreaseInOtherCurrentAssets,,,,,,,,,-2200.000,,,,-16459.000
IncreaseDecreaseInPrepaidExpense,,,-16575.000,,-6136.000,,,,26346.000,,,,
InterestExpense,2495.000,1942.000,801.000,316.000,,174.000,251.000,,380.000,11.000,2583.000,-1.000,1226.000
