,2013-12-31,2014-12-31,2015-12-31
AccretionOfDiscount,,0.000,
AdjustmentOfWarrantsGrantedForServices,,,35884.000
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,,1499000.000,418184.000
AmortizationOfDebtDiscountPremium,,,310200.000
AmortizationOfFinancingCosts,,,46068.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,6459324.000,13240655.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-3383.000,-9398.000,-12536.000
ConversionOfStockAmountIssued1,,0.000,
ConversionOfStockSharesIssued1,,233333.000,
CurrentFederalTaxExpenseBenefit,,0.000,
CurrentForeignTaxExpenseBenefit,,0.000,
CurrentStateAndLocalTaxExpenseBenefit,,0.000,
DebtInstrumentIncreaseAccruedInterest,,0.000,
DeferredFederalIncomeTaxExpenseBenefit,,-82000.000,-226000.000
DeferredForeignIncomeTaxExpenseBenefit,,-1045000.000,-358000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,-24000.000,-62000.000
Depreciation,,455.000,860.000
EarningsPerShareBasicAndDiluted,-0.000,-0.180,-0.100
EffectiveIncomeTaxRateContinuingOperations,,0.000,0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.340,0.340
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,0.284,0.258
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,,0.070,0.077
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseShareBasedCompensationCost,,0.059,0.006
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,0.006,0.025
EffectiveIncomeTaxRateReconciliationTaxSettlements,,0.067,0.000
FairValueAdjustmentOfWarrants,,2318700.000,51500.000
FairValueAssetsMeasuredOnRecurringBasisChangeInUnrealizedGainLoss,,2739.000,-259750.000
FairValueAssumptionsExpectedDividendRate,,0.000,0.000
ForeignCurrencyTransactionLossBeforeTax,,32000.000,2000.000
GeneralAndAdministrativeExpense,1268.000,,
IncomeLossFromContinuingOperations,,-4054740.000,-2320475.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,-240000.000,-517169.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-25627.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,,-3817479.000,-1986936.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,-4057479.000,-2504105.000
IncomeTaxExpenseBenefit,,0.000,
IncreaseDecreaseInAccruedLiabilities,2244.000,28484.000,323853.000
IncreaseDecreaseInDerivativeLiabilities,,2739.000,-208250.000
IncreaseDecreaseInOtherCurrentAssets,,-37263.000,108662.000
IncreaseDecreaseInPrepaidExpense,,75424.000,-3542.000
IncrementalCommonSharesAttributableToCallOptionsAndWarrants,,,2043835.000
InterestExpense,,0.000,35612.000
NetCashProvidedByUsedInFinancingActivities,20000.000,3112846.000,1988074.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,20000.000,3112846.000,1988074.000
NetCashProvidedByUsedInInvestingActivities,,-2582.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-2582.000,
NetCashProvidedByUsedInOperatingActivities,-23383.000,3120000.000,-2001000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-23383.000,-3119662.000,-2000610.000
NetIncomeLoss,-25627.000,-4057479.000,-2504105.000
NonoperatingIncomeExpense,,-2739.000,-183630.000
OfficersCompensation,,0.000,
OperatingExpenses,25627.000,4054740.000,2320475.000
PaymentsOfDebtIssuanceCosts,,,39426.000
PaymentsToAcquirePropertyPlantAndEquipment,,2582.000,
ProceedsFromConvertibleDebt,,0.000,450000.000
ProceedsFromIssuanceOfCommonStock,20000.000,0.000,71400.000
ProceedsFromIssuanceOfDebt,,,990000.000
ProceedsFromNotesPayable,,,1577500.000
ProceedsFromRelatedPartyDebt,,100000.000,450000.000
ProfessionalFees,24359.000,,
RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,,1012464.000,829970.000
ResearchAndDevelopmentExpense,,806157.000,392925.000
SalesRevenueServicesNet,,0.000,
SellingGeneralAndAdministrativeExpense,,2236119.000,1097580.000
ShareBasedCompensation,,944300.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeitedInPeriod,,0.000,
