,2013-01-31,2013-07-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31
CashAndCashEquivalentsPeriodIncreaseDecrease,-43.000,,0.000,,,,0.000,,,,0.000,,,,
DebtInstrumentDecreaseForgiveness,,,18377.000,,,,,,,,,,,,
Depreciation,,,,0.000,0.000,,0.000,,,,0.000,,,,
DepreciationDepletionAndAmortization,293.000,0.000,0.000,,,,,,,,,,,,
EarningsPerShareBasicAndDiluted,-0.000,-0.000,-0.000,0.000,-0.000,0.000,-0.000,-0.000,-0.000,0.000,0.000,-0.000,0.000,0.000,-0.000
GeneralAndAdministrativeExpense,123.000,8483.000,1728.000,1384.000,1400.000,300.000,1554.000,1400.000,1400.000,2800.000,1204.000,1100.000,1000.000,20191.000,3860.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,-19887.000,-6495.000,-5956.000,-10694.000,-10175.000,-5387.000,-4400.000,-13428.000,-11288.000,-6045.000,-4000.000,-20538.000,-153470.000
IncomeTaxExpenseBenefit,,,0.000,0.000,0.000,,0.000,,,,,,,,
IncomeTaxesPaid,,,0.000,,,,0.000,,,,0.000,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-4045.000,,17925.000,,,,726.000,,,,706.000,,,,143750.000
IncreaseDecreaseInAccruedInterestReceivableNet,,,,,,,,,,,,,,,1356.000
InterestPaid,,,,,,,0.000,,,,0.000,,,,
InterestPaidNet,,,0.000,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,7875.000,,1962.000,,,,9449.000,,,,10582.000,,,,11076.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,7875.000,,1962.000,,,,9449.000,,,,10582.000,,,,11076.000
NetCashProvidedByUsedInInvestingActivities,,,0.000,,,,0.000,,,,0.000,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,0.000,,,,0.000,,,,0.000,,,,
NetCashProvidedByUsedInOperatingActivities,-7918.000,,-1962.000,,,,-9449.000,,,,-10582.000,,,,-11076.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-7918.000,,-1962.000,,,,-9449.000,,,,-10582.000,,,,-11076.000
NetIncomeLoss,-4166.000,-10584.000,-19887.000,-6495.000,-5956.000,-10694.000,-10175.000,-5387.000,-4400.000,-13428.000,-11288.000,-6045.000,-4000.000,-20538.000,-153470.000
OperatingExpenses,4166.000,10584.000,19887.000,6495.000,5956.000,10694.000,10175.000,5387.000,4400.000,13428.000,11288.000,6045.000,4000.000,20538.000,154826.000
OperatingIncomeLoss,,,-19887.000,-6495.000,-5956.000,-10694.000,-10175.000,-5387.000,-4400.000,-13428.000,-11288.000,-6045.000,-4000.000,-20538.000,-154826.000
OtherNonoperatingExpense,,,0.000,0.000,0.000,,0.000,,,,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,,0.000,,,,0.000,,,,0.000,,,,
ProceedsFromIssuanceOfCommonStock,,,0.000,,,,0.000,,,,0.000,,,,
ProceedsFromNotesPayable,7875.000,,1962.000,,,,,,,,,,,,
ProceedsFromRelatedPartyDebt,,,,,,,9449.000,,,,10582.000,,,,11076.000
ProfessionalFees,3750.000,2101.000,18159.000,5111.000,4556.000,10394.000,8621.000,3987.000,3000.000,10628.000,10084.000,4945.000,3000.000,347.000,150966.000
Revenues,,0.000,0.000,0.000,0.000,,0.000,,,,,,,,
SalesRevenueNet,,0.000,0.000,0.000,0.000,,0.000,,,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,9000000.000,11745652.000,11900000.000,11900000.000,11900000.000,-23800000.000,11900000.000,11900000.000,11900000.000,-23800000.000,11900000.000,11900000.000,11900000.000,11900000.000,47717391.000
