,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,7918000.000,7949000.000,8389000.000,7770000.000,7750000.000,7446000.000,8267000.000,20363000.000,10423000.000,7498000.000,9833000.000,10112000.000,14208000.000,10182000.000,10723000.000,13829000.000,12311000.000,16057000.000,12421000.000,17495000.000,10623000.000,15728000.000,12043000.000,15387000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,10811000.000,,,,11772000.000,,,,12510000.000,,,,13285000.000,,,,13975000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,2630000.000,3334000.000,3579000.000,3320000.000,3373000.000,4144000.000,3458000.000,3353000.000,519000.000,584000.000,-926000.000,296000.000,1982000.000,1719000.000,1818000.000,3183000.000,1149000.000,3090000.000,2175000.000,4300000.000,6495000.000,5018000.000,-1348000.000,-1119000.000
AdditionalPaidInCapitalCommonStock,27174000.000,27211000.000,29313000.000,29343000.000,29370000.000,29386000.000,32223000.000,32258000.000,32499000.000,32514000.000,36400000.000,36922000.000,36936000.000,36961000.000,40473000.000,40564000.000,40568000.000,40618000.000,45372000.000,46312000.000,46763000.000,47295000.000,51968000.000,52025000.000
AdvancesFromFederalHomeLoanBanks,,,,,,,35700000.000,,,,35700000.000,,,,35653000.000,,,,35000000.000,,,,35000000.000,
AllowanceForCreditLossesChangeInMethodOfCalculatingImpairment,,,,,,148000.000,,,,,,,,,,,,,,,,,,
AssetBackedSecuritiesAtCarryingValue,,,,,,,,,,,,,,,212900000.000,192000000.000,,,,,,,,
Assets,577445000.000,580208000.000,598240000.000,619549000.000,660467000.000,644218000.000,614067000.000,650635000.000,641886000.000,630053000.000,828755000.000,825373000.000,836011000.000,851863000.000,863470000.000,872108000.000,889714000.000,866915000.000,878376000.000,892454000.000,896322000.000,907684000.000,911382000.000,923017000.000
AssetsSoldUnderAgreementsToRepurchaseCarryingAmounts,,,,,,,,,,,,,,,,,9042.000,12378.000,11974.000,13122.000,11527.000,12525.000,12483.000,13491.000
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,,,,,,,,,,315399000.000,333109000.000,346078000.000,332276000.000,356488000.000,347570000.000,350029000.000,366846000.000,356277000.000,366487000.000,,
AvailableForSaleEquitySecuritiesAmortizedCostBasis,,,,,,,,,,,,,,,,,,,,,,,458000.000,376000.000
AvailableForSaleSecurities,185754000.000,185004000.000,198214000.000,217353000.000,254154000.000,239018000.000,213300000.000,231986000.000,238476000.000,232873000.000,300246000.000,301892000.000,318515000.000,335809000.000,348931000.000,337296000.000,358273000.000,352436000.000,353438000.000,373633000.000,366550000.000,374426000.000,385563000.000,396920000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,,,,,,,,10311000.000,8169000.000,2038000.000,1958000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,,,,,,,,38000.000,230000.000,4208000.000,3753000.000
AvailableForSaleSecuritiesAmortizedCost,,,,,248812000.000,232453000.000,207826000.000,226682000.000,237673000.000,231967000.000,301739000.000,301445000.000,315399000.000,333109000.000,346078000.000,332276000.000,356488000.000,347570000.000,350029000.000,366846000.000,356277000.000,366487000.000,387733000.000,398715000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,,,,,,,,,,,,,,,,,,,,,17000.000,0.000,0.000,0.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAccumulatedLoss,,,,,,,,,,,,,,,,,,,,,38000.000,230000.000,4208000.000,3753000.000
