,2011-11-30,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31
AccountsPayableAndAccruedLiabilitiesCurrent,1200.000,0.000,3500.000,650.000,2874.000,3769.000,7270.000,4445.000
AccruedLiabilitiesCurrent,,,,6.000,25.000,88.000,125.000,200.000
AdditionalPaidInCapitalCommonStock,8100.000,8100.000,11565.000,11565.000,14535.000,14535.000,14535.000,14535.000
Assets,3897.000,186.000,1916.000,1088.000,3390.000,2692.000,2223.000,2914.000
AssetsCurrent,3897.000,186.000,1916.000,1088.000,3390.000,2692.000,2223.000,2914.000
CashAndCashEquivalentsAtCarryingValue,3897.000,186.000,1916.000,1088.000,3390.000,2692.000,2223.000,2914.000
CashFDICInsuredAmount,,,,,,,250000.000,250000.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,480000000.000,480000000.000,480000000.000,480000000.000,480000000.000,480000000.000,480000000.000,480000000.000
CommonStockSharesIssued,9000000.000,9000000.000,9350000.000,9350000.000,9650000.000,9650000.000,9650000.000,9650000.000
CommonStockSharesOutstanding,9000000.000,9000000.000,9350000.000,9350000.000,9650000.000,9650000.000,9650000.000,9650000.000
CommonStockValue,900.000,900.000,935.000,935.000,965.000,965.000,965.000,965.000
DeferredTaxAssetsGross,,,,5876.000,7023.000,7669.000,,
DeferredTaxAssetsLiabilitiesNet,,,,,,,0.000,10230.000
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,15068.000,18009.000,19665.000,23672.000,26231.000
EquityIssuanceDollarAmountPerShare,,,0.010,,,,,
Liabilities,1200.000,0.000,3500.000,3656.000,5899.000,6857.000,10395.000,13645.000
LiabilitiesAndStockholdersEquity,3897.000,186.000,1916.000,1088.000,3390.000,2692.000,2223.000,2914.000
NotesPayableCurrent,,,,3000.000,3000.000,3000.000,3000.000,9000.000
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
RetainedEarningsAccumulatedDeficit,-6303.000,-8814.000,-14084.000,-15068.000,-18009.000,-19665.000,-23672.000,-26231.000
StockholdersEquity,2697.000,186.000,-1584.000,-2568.000,-2509.000,-4165.000,-8172.000,-10731.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2697.000,186.000,-1584.000,-2568.000,-2509.000,-4165.000,-8172.000,-10731.000
