,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,1671000.000,1711000.000,744000.000,420000.000,347000.000,1101000.000,285000.000,717000.000,567000.000,229000.000,690000.000,410000.000,994000.000
AccruedEmployeeBenefitsCurrent,322000.000,664000.000,819000.000,,,,,,,,,,
AccruedLiabilitiesCurrent,958000.000,1684000.000,1635000.000,975000.000,1045000.000,782000.000,1120000.000,569000.000,582000.000,508000.000,677000.000,1650000.000,950000.000
AccruedLiabilitiesCurrentAndNoncurrent,,,1679000.000,1019000.000,1086000.000,819000.000,1166000.000,609000.000,615000.000,534000.000,695000.000,1679000.000,1011000.000
AccruedProfessionalFeesCurrent,4000.000,6000.000,0.000,0.000,,,,83000.000,33000.000,164000.000,168000.000,106000.000,266000.000
AccruedRentCurrentAndNoncurrent,,,44000.000,57000.000,55000.000,53000.000,56000.000,53000.000,49000.000,46000.000,48000.000,59000.000,82000.000
AccruedRentNoncurrent,,,44000.000,44000.000,41000.000,37000.000,46000.000,40000.000,33000.000,26000.000,18000.000,29000.000,61000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,58000.000,,,,204000.000,,,,320000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,-14000.000,10000.000,-27000.000,-10000.000,-1000.000,4000.000,-50000.000,18000.000,33000.000,12000.000,-31000.000,-32000.000
AdditionalPaidInCapital,68990000.000,128307000.000,129579000.000,130521000.000,131610000.000,132824000.000,133830000.000,135021000.000,135783000.000,136795000.000,137810000.000,138810000.000,158763000.000
Assets,61120000.000,113079000.000,107331000.000,101920000.000,95593000.000,90606000.000,84673000.000,79619000.000,73069000.000,68936000.000,65197000.000,61576000.000,74048000.000
AssetsCurrent,61093000.000,112970000.000,107115000.000,101504000.000,95180000.000,90179000.000,84035000.000,73755000.000,69435000.000,62052000.000,61366000.000,58037000.000,68412000.000
AvailableForSaleSecurities,24015000.000,103100000.000,98103000.000,88058000.000,89171000.000,74914000.000,79047000.000,57641000.000,,,,51120000.000,
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,4000.000,26000.000,44000.000,40000.000,23000.000,,,,3000.000,
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,31000.000,36000.000,45000.000,36000.000,73000.000,,,,34000.000,
AvailableForSaleSecuritiesAmortizedCost,24015000.000,103114000.000,98093000.000,88085000.000,89181000.000,74915000.000,79043000.000,57691000.000,,,,51151000.000,
AvailableForSaleSecuritiesCurrent,,,,88058000.000,,,,53051000.000,,,,,
AvailableForSaleSecuritiesDebtMaturitiesNextRollingTwelveMonthsAmortizedCostBasis,,,,,,,,53094000.000,,,,50096000.000,
AvailableForSaleSecuritiesDebtMaturitiesRollingYearTwoThroughFiveAmortizedCostBasis,,,,,,,,4597000.000,,,,1055000.000,
AvailableForSaleSecuritiesDebtMaturitiesRollingYearTwoThroughFiveFairValue,,,,,,,,4590000.000,,,,1052000.000,
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,,,,,,,53051000.000,,,,50068000.000,
AvailableForSaleSecuritiesDebtSecuritiesCurrent,,,,,,,,,58962000.000,45110000.000,47168000.000,50068000.000,45272000.000
AvailableForSaleSecuritiesDebtSecuritiesNoncurrent,,,,,,,,,1903000.000,5120000.000,2005000.000,1052000.000,3005000.000
CashAndCashEquivalentsAtCarryingValue,36513000.000,9338000.000,8324000.000,12969000.000,5418000.000,14822000.000,4539000.000,19992000.000,9611000.000,16043000.000,13311000.000,6687000.000,19866000.000
CashCashEquivalentsAndShortTermInvestments,,112438000.000,106427000.000,101027000.000,94589000.000,89736000.000,83586000.000,,70476000.000,66273000.000,62484000.000,,68143000.000
CommonStockCapitalSharesReservedForFutureIssuance,,,,4100713.000,,,,3988835.000,,,,3105819.000,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,,,,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesOutstanding,,,,,,,,19836360.000,,,,19916290.000,
CommonStockValue,2000.000,2000.000,2000.000,2000.000,2000.000,2000.000,2000.000,2000.000,2000.000,2000.000,2000.000,2000.000,2000.000
DeferredCompensationArrangementWithIndividualCommonStockReservedForFutureIssuance,,,,,,,,146248.000,,,,105819.000,
DeferredCompensationSharebasedArrangementsLiabilityCurrentAndNoncurrent,,,,,138000.000,24000.000,97000.000,0.000,83000.000,14000.000,56000.000,,71000.000
DeferredTaxAssetsGross,,,,13213000.000,,,,25137000.000,,,,35034000.000,
DeferredTaxAssetsNetCurrent,,,,0.000,,,,0.000,,,,0.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,,10047000.000,,,,19173000.000,,,,27093000.000,
DeferredTaxAssetsOther,,,,1000.000,,,,2000.000,,,,14000.000,
DeferredTaxAssetsPropertyPlantAndEquipment,,,,4000.000,,,,-38000.000,,,,2738000.000,
DeferredTaxAssetsTaxCreditCarryforwardsResearch,,,,597000.000,,,,1591000.000,,,,2173000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,2101000.000,,,,3643000.000,,,,2296000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,463000.000,,,,766000.000,,,,720000.000,
DeferredTaxAssetsValuationAllowance,,,,13213000.000,,,,25137000.000,,,,35034000.000,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,,,,31472000.000,,,,,,,,,
EmployeeRelatedLiabilitiesCurrent,,,,1457000.000,762000.000,948000.000,1568000.000,1922000.000,746000.000,952000.000,1280000.000,1807000.000,903000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,,,,,,,,8254000.000,,,,5179455.000,
IncomeTaxExaminationPenaltiesAndInterestAccrued,,,,,,,,,,,,0.000,
Liabilities,2629000.000,3395000.000,2423000.000,2896000.000,2195000.000,2868000.000,3019000.000,3248000.000,1928000.000,1715000.000,2665000.000,3896000.000,2908000.000
LiabilitiesAndStockholdersEquity,61120000.000,113079000.000,107331000.000,101920000.000,95593000.000,90606000.000,84673000.000,79619000.000,73069000.000,68936000.000,65197000.000,61576000.000,74048000.000
LiabilitiesCurrent,,,2379000.000,2852000.000,2154000.000,2831000.000,2973000.000,3208000.000,1895000.000,1689000.000,2647000.000,3867000.000,2847000.000
LiabilitiesNoncurrent,,,44000.000,,41000.000,37000.000,46000.000,,33000.000,26000.000,18000.000,29000.000,61000.000
MarketableSecuritiesNoncurrent,,,,,,,,4590000.000,,,,,
OperatingLeasesFutureMinimumPaymentsDue,,770000.000,756000.000,744000.000,809000.000,1116000.000,1047000.000,1134000.000,1005000.000,869000.000,2820000.000,2807000.000,3385000.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,247000.000,247000.000,259000.000,,,,548000.000,,,,670000.000,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,1000.000,75000.000,82000.000,2000.000,2000.000,2000.000,,459000.000,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,3000.000,1000.000,98000.000,103000.000,79000.000,80000.000,80000.000,486000.000,448000.000,678000.000
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,209000.000,209000.000,216000.000,241000.000,336000.000,341000.000,103000.000,103000.000,103000.000,497000.000,513000.000,756000.000
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,255000.000,255000.000,266000.000,327000.000,414000.000,417000.000,402000.000,404000.000,404000.000,661000.000,523000.000,760000.000
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,,,,,,,,194000.000,
