,2011-12-31,2012-12-31
AdjustmentsToAdditionalPaidInCapitalOther,18000.000,
CashPeriodIncreaseDecrease,255.000,-255.000
ConcentrationRiskPercentage1,,0.990
CostOfGoodsAndServicesSold,235339.000,7030.000
EarningsPerShareBasicAndDiluted,-0.030,-0.010
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.350
GrossProfit,23906.000,64222.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-630666.000,-106787.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,37375.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,-37375.000
IncreaseDecreaseInAccountsPayable,-12381.000,3199.000
IncreaseDecreaseInAccountsReceivable,18437.000,4045.000
IncreaseDecreaseInAccruedLiabilities,252517.000,25864.000
IncreaseDecreaseInInventories,51306.000,4519.000
IncreaseDecreaseInPrepaidExpense,-436.000,9146.000
InterestExpense,28928.000,30489.000
InventoryWriteDown,167130.000,29743.000
NetCashProvidedByUsedInFinancingActivities,151114.000,35871.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,151114.000,35871.000
NetCashProvidedByUsedInOperatingActivities,-150859.000,-36126.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-150859.000,-36126.000
NetIncomeLoss,-630666.000,-106787.000
NonoperatingIncomeExpense,-28928.000,-30489.000
NotesReduction,,395178.000
OperatingExpenses,625644.000,140520.000
OperatingIncomeLoss,-601738.000,-76298.000
ProceedsFromContributedCapital,18000.000,18000.000
ProceedsFromRelatedPartyDebt,221411.000,46476.000
ProceedsFromRepaymentsOfBankOverdrafts,-33.000,
ProductionRelatedImpairmentsOrCharges,,27122.000
ProvisionForDoubtfulAccounts,3234.000,-3234.000
RepaymentsOfRelatedPartyDebt,88264.000,28605.000
Revenues,259245.000,71252.000
SalesRevenueNet,259245.000,71252.000
SellingGeneralAndAdministrativeExpense,458514.000,110777.000
StockholdersEquityOther,,323096.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,18781000.000
