,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
AllocatedShareBasedCompensationExpense,,,,,,,,,,,,,3330000.000,7646000.000,3375000.000,5684000.000,5286000.000,789000.000
AllocatedShareBasedCompensationExpenseNetOfTax,,,,,,,,,,,,,2031000.000,4665000.000,2058000.000,3608000.000,3261000.000,487000.000
AmortizationOfIntangibleAssets,,,,,,,,,600000.000,600000.000,600000.000,600000.000,600000.000,600000.000,600000.000,600000.000,600000.000,600000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,2004579.000,2070672.000,,1932324.000,1721576000.000,1818992.000,-1723525321.000,1141137.000,1119661.000,930616.000,-2280373.000,899241.000,499469.000,157000.000,-1094639.000,287050.000,408097.000
CashAndCashEquivalentsPeriodIncreaseDecrease,1255000.000,,,,-35164000.000,,,,-25253000.000,,,,-78770000.000,,,,-394000.000,
CommonStockDividendsPerShareDeclared,,,,,,,,,,,,,0.100,0.100,0.200,0.100,0.150,0.300
ComprehensiveIncomeNetOfTax,,31587000.000,29441000.000,,29397000.000,43148000.000,29189000.000,-15213000.000,17547000.000,45717000.000,33913000.000,188906000.000,14069000.000,54220000.000,45951000.000,-62079000.000,20669000.000,46159000.000
CostOfPropertyRepairsAndMaintenance,,,,,,,,,,,34014000.000,,,,,,,
CostsAndExpenses,,,,,,,,,,,1330346000.000,,,,,,,
DeferredIncomeTaxExpenseBenefit,,,,,,,,,,,,,1709000.000,,,,648000.000,
DefinedBenefitPlanContributionsByEmployer,,,,,,,,,8300000.000,,,,29500000.000,,,,5700000.000,
DefinedBenefitPlansEstimatedFutureEmployerContributionsInCurrentFiscalYear,,,,,,,,,,,,,60000000.000,,,,30000000.000,
DefinedContributionPlanCostRecognized,,,,,12900000.000,12700000.000,12000000.000,13200000.000,13300000.000,13900000.000,14100000.000,14000000.000,13600000.000,14100000.000,14100000.000,14500000.000,14400000.000,14600000.000
