,2012-02-29,2012-05-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30
AllocatedShareBasedCompensationExpense,,,,,,,,,50730.000,,
AmortizationOfDebtDiscountPremium,,,,,,,81482.000,99264.000,123289.000,-714633.000,304012.000
AmortizationOfFinancingCostsAndDiscounts,,,,,,,81482.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,,,,,,,-38125.000
CashPeriodIncreaseDecrease,,,-14823.000,,,,-1960.000,,,,
CostOfGoodsAndServicesSold,,,17955.000,19424.000,26772.000,,,,,,
CostOfRevenue,,,,,,,,,11275.000,,
CurrentFederalTaxExpenseBenefit,,0.000,,,,,,,,,
DebtConversionConvertedInstrumentAmount1,,,,,,,,,,,320020.000
DerivativeGainOnDerivative,,,,,,,74738.000,163669.000,143232.000,-1235821.000,
Dividends,,,57147.000,,,,,,,,
EarningsPerShareBasic,,,,,-0.010,,,,0.000,,
EarningsPerShareBasicAndDiluted,-0.000,0.000,-0.030,-0.050,,,-0.010,-0.020,,,-0.000
EarningsPerShareDiluted,,,,,,,,,0.000,,
EffectiveIncomeTaxRateContinuingOperations,,,0.340,,,,,,,,
FederalIncomeTaxExpenseBenefitContinuingOperations,,,48762.000,,,,,,,,
FinancialServicesCosts,0.000,0.000,,,,,,,,,
GainLossOnDerivativeInstrumentsNetPretax,,,,,,,,,,,386023.000
GainsLossesOnExtinguishmentOfDebt,,,,,,,,-18571.000,-176006.000,,-70849.000
GeneralAndAdministrativeExpense,1000.000,915.000,52391.000,444450.000,194506.000,-302017.000,105018.000,7002.000,78934.000,70597.000,175488.000
GrossProfit,,,-13955.000,-6594.000,-8873.000,-27231.000,,3374.000,1564.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-2530.000,-2445.000,,,,,-203617.000,-1059456.000,258510.000,-383221.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,,,,-855984.000
IncomeTaxExpenseBenefit,,,,,,,,,,,0.000
IncomeTaxesPaid,,,,,,,,,,,0.000
IncreaseDecreaseDueFromOfficersAndStockholders,,,-2100.000,,,,,,,,
IncreaseDecreaseInAccountsPayable,,,43792.000,,,,49692.000,,,,23689.000
IncreaseDecreaseInAccountsReceivable,,,-4000.000,,,,,,,,
IncreaseDecreaseInAccruedInterestReceivableNet,,,,,,,,,,,0.000
IncreaseDecreaseInAccruedLiabilities,,,-66206.000,,,,1333.000,,,,19237.000
IncreaseDecreaseInCustomerDeposits,,,12500.000,,,,,,,,
IncreaseDecreaseInNotesPayableCurrent,,,21900.000,,,,,,,,
IncreaseDecreaseInNotesPayableRelatedParties,,,51800.000,,,,5250.000,,,,
IncreaseDecreaseInNotesPayableRelatedPartiesCurrent,,,,,,,11555.000,,,,
IncreaseDecreaseInNotesReceivableRelatedParties,,,-26679.000,,,,38889.000,,,,
IncreaseDecreaseInNotesReceivableRelatedPartiesCurrent,,,,,,,,,,,0.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,,,,,,,,,-3034.000
IncreaseDecreaseInPrepaidExpense,,,,,,,402624.000,,,,
InterestAndOtherIncome,,,,,,,,,757.000,,
InterestExpense,30.000,30.000,-536.000,-5332.000,9847.000,17409.000,11807.000,24205.000,22449.000,-156733.000,15727.000
InterestPaid,,,,,,,,,,,0.000
InvestmentIncomeInterest,,,,,,,,,,,0.000
