,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30
AccountsPayableCurrent,2083519.000,2204355.000,2232821.000,2244712.000,2248726.000
AccruedLiabilitiesCurrent,13173.000,13525.000,13903.000,14991.000,16101.000
AdditionalPaidInCapital,1072383.000,1095716.000,1095716.000,1152507.000,1189964.000
AdvancesToAffiliate,0.000,0.000,0.000,0.000,
Assets,72462.000,49750.000,10516.000,4186.000,16171.000
AssetsCurrent,72462.000,49750.000,10516.000,4186.000,16171.000
Cash,72462.000,49750.000,10516.000,4186.000,16171.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,-10000.000,0.000,,,
CommonStockSharesAuthorized,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000
CommonStockSharesIssued,178398807.000,180072719.000,180072719.000,183730613.000,186244518.000
CommonStockSharesOutstanding,,180072719.000,,,186244518.000
CommonStockSharesSubscribedButUnissued,173912.000,0.000,,,
CommonStockValue,17840.000,18008.000,18008.000,18374.000,18625.000
ConvertibleNotesPayableCurrent,,,,,45000.000
DueFromAffiliateCurrent,,,,,0.000
DueFromAffiliates,,,,,0.000
Liabilities,2116692.000,2237880.000,2281724.000,2294703.000,2329827.000
LiabilitiesAndStockholdersEquity,72462.000,49750.000,10516.000,4186.000,16171.000
LiabilitiesCurrent,2116692.000,2237880.000,2281724.000,2294703.000,2329827.000
NotesAndLoansPayable,,,,,30000.000
NotesPayableCurrent,,,15000.000,15000.000,
OtherAssetsCurrent,0.000,,,,
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,0.000,0.000,,0.000,0.000
RetainedEarningsAccumulatedDeficit,-3144453.000,-3301854.000,-3384932.000,-3461398.000,-3522245.000
StockholdersEquity,-2044230.000,-2188130.000,-2271208.000,-2290517.000,-2313656.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-2044230.000,-2188130.000,-2271208.000,-2290517.000,-2313656.000
