,2014-09-24,2015-04-01,2015-07-01,2015-09-30,2015-12-30,2016-03-30,2016-06-29,2016-09-28,2016-12-28,2017-03-29
AmortizationOfAboveAndBelowMarketLeases,,53000.000,,,,26000.000,,,,-26000.000
AmortizationOfFinancingCosts,,76000.000,,,,76000.000,,,,76000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,5865.000,,,,24189.000,473836.000,451325.000,-480645.000,468705.000
AssetImpairmentCharges,,,,,,,,2400000.000,,
CapitalExpendituresIncurredButNotYetPaid,,1770000.000,,,,2548000.000,,,,3161000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-2912000.000,,,,2763000.000,,,,4484000.000
CostOfServicesDirectLabor,20137000.000,21582000.000,21089000.000,20822000.000,20738000.000,24507000.000,24361000.000,24455000.000,24148000.000,26833000.000
CostOfServicesDirectMaterials,25881000.000,27123000.000,27055000.000,26371000.000,25368000.000,26768000.000,27032000.000,26960000.000,26458000.000,27072000.000
DebtInstrumentBasisSpreadOnVariableRate1,,0.010,,,,0.010,,,,
DeferredIncomeTaxExpenseBenefit,,4715000.000,,,,3701000.000,,,,3400000.000
Depreciation,2900000.000,3100000.000,3200000.000,3300000.000,3500000.000,3800000.000,4000000.000,4100000.000,4200000.000,4300000.000
DepreciationAndAmortization,2924000.000,3146000.000,3200000.000,3278000.000,3468000.000,3758000.000,3964000.000,4074000.000,4257000.000,4317000.000
EarningsPerShareBasic,0.760,0.180,0.190,0.120,0.140,0.140,0.190,0.140,0.010,0.130
EarningsPerShareDiluted,0.700,0.170,0.180,0.120,0.150,0.140,0.190,0.130,0.010,0.120
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,,,,,,,,0.000
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,,,,,,-29000.000,,,,0.000
FranchiseRevenue,5696000.000,5693000.000,5879000.000,5884000.000,5561000.000,5985000.000,6597000.000,6078000.000,5995000.000,6322000.000
FranchisorCosts,901000.000,855000.000,840000.000,925000.000,836000.000,924000.000,1239000.000,797000.000,863000.000,817000.000
GainLossOnDispositionOfAssets1,,-81000.000,,,,-199000.000,-267000.000,-58000.000,-150000.000,-225000.000
GainLossOnSaleOfBusiness,2658000.000,,,,,,33000.000,-5000.000,,
GainLossOnSaleOfPropertyPlantEquipment,-118000.000,-81000.000,-85000.000,-261000.000,-44000.000,-199000.000,,,,
GainOnBusinessInterruptionInsuranceRecovery,,,,,,289000.000,600000.000,,,
GainsLossesOnExtinguishmentOfDebt,-5082000.000,,,,,,,,,
GeneralAndAdministrativeExpense,7509000.000,7485000.000,6405000.000,6316000.000,8791000.000,9237000.000,8287000.000,8252000.000,8885000.000,9733000.000
GeneralInsuranceExpense,,,,,,48000.000,,,,0.000
ImpairmentOfLongLivedAssetsHeldForUse,,7000.000,,,,35000.000,,,,22000.000
IncomeLossFromContinuingOperations,13621000.000,12967000.000,13582000.000,12527000.000,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-35540000.000,11505000.000,12292000.000,11171000.000,9943000.000,9204000.000,12606000.000,8041000.000,1271000.000,8344000.000
IncomeTaxExpenseBenefit,-61389000.000,4714000.000,5062000.000,6505000.000,4576000.000,3761000.000,5339000.000,2830000.000,853000.000,3467000.000
IncomeTaxesPaid,,0.000,,,,,,,,100000.000
