,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccountsPayableAndAccruedLiabilities,,,76831.000,,,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,585199.000,54018.000,,63504.000,70592.000,,,,,,,,,
AccountsPayableAndOtherAccruedLiabilitiesCurrent,,,,,,89251.000,92695.000,45629.000,56554.000,66928.000,133790.000,114249.000,128914.000,143417.000
AccruedLiabilitiesAndOtherLiabilities,,,,,,192441.000,353895.000,469695.000,567859.000,584878.000,635235.000,708075.000,724421.000,805182.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,2622.000,2806.000,-2990.000,3170.000,3258.000,,,,,,,,,
AdditionalPaidInCapital,,,17320667.000,18272565.000,18301069.000,18182927.000,18187865.000,18200759.000,18200959.000,18207159.000,18210360.000,18217483.000,18219982.000,18575285.000
AdditionalPaidInCapitalCommonStock,16251180.000,16428771.000,,,,,,,,,,,,
Assets,13185.000,132917.000,9971.000,140204.000,257391.000,226785.000,268844.000,511749.000,399862.000,298194.000,307929.000,290342.000,66959.000,71528.000
AssetsCurrent,12474.000,25740.000,2978.000,133391.000,150666.000,17710.000,13649.000,236749.000,124862.000,23194.000,27989.000,10649.000,9397.000,17038.000
Cash,12474.000,,,,,17710.000,13649.000,236749.000,124862.000,23194.000,27989.000,10649.000,9397.000,17038.000
CashAndCashEquivalentsAtCarryingValue,12474.000,25740.000,2978.000,133391.000,150666.000,17710.000,13649.000,236749.000,124862.000,23194.000,27989.000,10649.000,9397.000,17038.000
CashEquivalentsAtCarryingValue,,,2978.000,133391.000,150666.000,,,,,,,,,
CommonStockAdditionalSeriesParOrStatedValuePerShare,,,0.010,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.010,0.010,,0.010,0.010,0.010,0.010,0.010,,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,700000000.000,700000000.000,700000000.000,700000000.000,700000000.000,700000000.000,80000000.000,80000000.000,80000000.000,80000000.000,80000000.000,80000000.000,80000000.000,80000000.000
CommonStockSharesIssued,64728747.000,91009800.000,1820196.000,21216413.000,21312413.000,21642400.000,22887413.000,22887413.000,22907400.000,24527400.000,24727413.000,25133563.000,25208563.000,42223563.000
CommonStockSharesOutstanding,57682747.000,83959800.000,1679196.000,21075413.000,21171413.000,21506000.000,22746413.000,22746413.000,22766400.000,24386400.000,24586413.000,24992563.000,25067563.000,49323563.000
CommonStockValue,677329.000,910098.000,18202.000,212125.000,213124.000,216424.000,228874.000,228874.000,229074.000,245274.000,247274.000,251336.000,252086.000,425236.000
ConvertibleLongTermNotesPayable,,,187588.000,,,,,,,,,,,
ConvertibleNotesPayableCurrent,111500.000,130000.000,,161893.000,393980.000,,,,,,,,,
DebtInstrumentInterestRateEffectivePercentage,,,,,0.080,,,,,,,,,
DebtInstrumentUnamortizedDiscountPremiumNet,,,,132405.000,132405.000,,,,,,,,,
DepositsAssets,,,,,100000.000,,,,,,,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,11064079.000,11396081.000,-11581457.000,11960244.000,12116899.000,-12189954.000,-12520870.000,-11973764.000,-12197140.000,-12493901.000,-12841586.000,,,-14250923.000
DueToRelatedPartiesCurrent,,577055.000,,,,,,,,,,,,
DueToRelatedPartiesCurrentAndNoncurrent,,,70734.000,,,,,,,,,,,
FlightEquipmentAccumulatedDepreciation,,,,,,3408.000,-12711.000,-15294.000,-20104.000,-3333.000,-3393.000,-3640.000,-6709.000,-9781.000
FlightEquipmentNet,,,,,,5833.000,3333.000,3333.000,3333.000,3333.000,8333.000,8333.000,64271.000,64271.000
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,,100000.000,,,,,,,,,,,,
LiabilitiesAndStockholdersEquity,13185.000,132917.000,9971.000,140204.000,257391.000,-226785.000,268844.000,511749.000,399862.000,298194.000,307929.000,290342.000,66959.000,71528.000
LiabilitiesCurrent,772699.000,814073.000,876503.000,389702.000,634041.000,784432.000,996919.000,679824.000,790913.000,963606.000,1315825.000,1644562.000,1707869.000,1945874.000
NotesPayableCurrent,,,,,,,,,,205000.000,,,,
NotesPayableRelatedPartiesClassifiedCurrent,76000.000,53000.000,541350.000,15500.000,10500.000,15500.000,,,,,,,,
NotesPayableRelatedPartiesCurrentAndNoncurrent,,,,,,,70000.000,64500.000,66500.000,106800.000,121800.000,104800.000,10000.000,
OilAndGasPropertyFullCostMethodGross,,,,6650.000,6650.000,,,,,,,,,
OilAndGasPropertyFullCostMethodNet,,6650.000,6650.000,,,206650.000,264573.000,286961.000,291771.000,275000.000,,,,
OperatingLossCarryforwards,,,,,,,,,,,4542277.000,,,
OtherAssetsNoncurrent,,100000.000,,,,,,,,,,,,
PreferredStockAdditionalSeriesParOrStatedValuePerShare,,,0.010,,,,,,,,,,,
PreferredStockParOrStatedValuePerShare,0.010,0.010,,0.010,0.010,0.010,0.010,0.010,,0.010,0.010,0.010,0.010,0.010
PreferredStockSharesAuthorized,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000
PreferredStockSharesIssued,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
