,2011-01-01,2011-04-02,2011-07-02,2011-10-01,2011-12-31,2012-03-31,2012-06-30,2012-09-29,2012-12-29,2013-03-30,2013-06-29,2013-09-28,2013-12-28,2014-03-29,2014-06-28,2014-09-27,2015-01-03,2015-04-04,2015-07-04,2015-10-03,2016-01-02,2016-04-02,2016-07-02,2016-10-01
AccountsPayableCurrent,4593694000.000,4033900000.000,4263033000.000,4459300000.000,4893437000.000,4625686000.000,4408717000.000,4411990000.000,6065159000.000,5119289000.000,5315754000.000,5060364000.000,6175604000.000,5217255000.000,5704082000.000,5706528000.000,6522369000.000,5558643000.000,5464524000.000,5622480000.000,6353511000.000,5696355000.000,6066228000.000,6024197000.000
AccountsReceivableNetCurrent,4138629000.000,3741617000.000,3591589000.000,3735526000.000,4465329000.000,3880991000.000,3689677000.000,3784098000.000,5457299000.000,4509372000.000,4388926000.000,4385030000.000,5454832000.000,4550176000.000,4881336000.000,4858259000.000,6115328000.000,5015639000.000,4921884000.000,4938021000.000,5663754000.000,4693351000.000,5131473000.000,5270505000.000
AccruedLiabilitiesCurrent,536218000.000,495242000.000,513189000.000,425169000.000,524010000.000,394484000.000,422176000.000,441024000.000,585404000.000,552013000.000,580772000.000,569031000.000,710040000.000,571752000.000,530818000.000,530419000.000,542038000.000,501854000.000,565012000.000,585950000.000,620501000.000,574902000.000,652992000.000,639727000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,588329000.000,,,,632103000.000,,,,691262000.000,,,,712458000.000,,,,750906000.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,168013000.000,238089000.000,263526000.000,147094000.000,113666000.000,162855000.000,82097000.000,130399000.000,144882000.000,126221000.000,79206000.000,107392000.000,111570000.000,106596000.000,111141000.000,73353000.000,10501000.000,-30613000.000,-54756000.000,-117951000.000,-157387000.000,-115589000.000,-126255000.000,-135214000.000
AdditionalPaidInCapitalCommonStock,1259406000.000,1279307000.000,1292394000.000,1306399000.000,1316596000.000,1335482000.000,1346362000.000,1354123000.000,1361650000.000,1363987000.000,1372715000.000,1402224000.000,1413949000.000,1427720000.000,1435919000.000,1449068000.000,1461705000.000,1467335000.000,1470551000.000,1484306000.000,1503043000.000,1514475000.000,1508703000.000,1515925000.000
AllowanceForDoubtfulAccountsReceivableCurrent,75794000.000,70250000.000,71175000.000,66205000.000,60236000.000,62515000.000,59904000.000,61962000.000,78034000.000,75544000.000,73764000.000,72695000.000,69553000.000,70643000.000,70973000.000,75945000.000,70716000.000,65066000.000,69273000.000,65478000.000,59437000.000,61970000.000,66747000.000,65654000.000
Assets,9084032000.000,8661666000.000,8919218000.000,8667403000.000,9146516000.000,8928046000.000,8752841000.000,9194586000.000,11480448000.000,10657359000.000,10593832000.000,10481679000.000,11791195000.000,10894367000.000,11550707000.000,11561855000.000,12831443000.000,11773664000.000,11413909000.000,11461749000.000,12307260000.000,11702835000.000,12259681000.000,12293941000.000
AssetsCurrent,8590088000.000,8141563000.000,8386626000.000,8158039000.000,8618402000.000,8400676000.000,8201590000.000,8642104000.000,10166379000.000,9370438000.000,9320925000.000,9188647000.000,10375571000.000,9471241000.000,10129934000.000,10171026000.000,11485523000.000,10387916000.000,10131313000.000,10179214000.000,10531850000.000,9845036000.000,10320233000.000,10354952000.000
BusinessAcquisitionContingentConsiderationAtFairValue,,,2062000.000,,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionContingentConsiderationPotentialCashPayment,,,1040000.000,,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityCashPaid,,,1066000.000,,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityOtherNoncashConsideration,,,5000000.000,,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,,4168000.000,,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAmortizableIntangibleAssets,,,4142000.000,,183557000.000,,,,445385000.000,,,,,,,,,,,,,,,
BusinessCombinationAcquisitionOfLessThan100PercentNoncontrollingInterestFairValue,,,,,,,,,,,,,,,,,17666.000,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibles,,,,,,,,,,,,,496789000.000,,,,488753000.000,,,,537308000.000,,,
CashAndCashEquivalentsAtCarryingValue,1155551000.000,1018882000.000,1366772000.000,1002290000.000,891403000.000,991159000.000,981244000.000,1156076000.000,595147000.000,562630000.000,726892000.000,501626000.000,674390000.000,424511000.000,470691000.000,497820000.000,692777000.000,509883000.000,766492000.000,945317000.000,935267000.000,1124184000.000,878881000.000,689076000.000
CashFlowHedgesDerivativeInstrumentsAtFairValueNet,,,-7198000.000,-56000.000,0.000,-158000.000,81000.000,-175000.000,,398000.000,283000.000,,,,,,,,,,,,,
DebtCurrent,105274000.000,130363000.000,120207000.000,122950000.000,92428000.000,88286000.000,143437000.000,159979000.000,111268000.000,158640000.000,84222000.000,77161000.000,48772000.000,167289000.000,106622000.000,143558000.000,372026000.000,158589000.000,86204000.000,127245000.000,134103000.000,127345000.000,223422000.000,534213000.000
DebtInstrumentInterestRateStatedPercentage,,,0.052,0.052,,,,,,,,,,,,,,,,,,,,
DeferredTaxAssetsGross,,,,415333000.000,418248000.000,367288000.000,361075000.000,367696000.000,542141000.000,,,,628359000.000,,,,662054000.000,,,,646481000.000,,,
DeferredTaxAssetsInventory,,,,,27046000.000,,,,31999000.000,,,,32627000.000,,,,39290000.000,,,,31181000.000,,,
DeferredTaxAssetsLiabilitiesNet,,,,,177872000.000,,,,55975000.000,,,,83373000.000,,,,107411000.000,,,,117143000.000,,,
DeferredTaxAssetsNet,,,,176563000.000,232227000.000,175882000.000,174659000.000,176523000.000,301046000.000,,,,313047000.000,,,,319116000.000,,,,301626000.000,,,
DeferredTaxAssetsNetCurrent,,,,,61484000.000,,,,106986000.000,,,,83001000.000,,,,97084000.000,,,,,,,
DeferredTaxAssetsNetNoncurrent,,,,,116388000.000,,,,,,,,372000.000,,,,10327000.000,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,149134000.000,,,,223790000.000,,,,293514000.000,,,,308071000.000,,,,301522000.000,,,
DeferredTaxAssetsOperatingLossCarryforwardsNotSubjectToExpiration,,,,,26402000.000,,,,12249000.000,,,,22001000.000,,,,24605000.000,,,,32105000.000,,,
DeferredTaxAssetsOther,,,,,19713000.000,,,,17700000.000,,,,33308000.000,,,,26298000.000,,,,34945000.000,,,
DeferredTaxAssetsTaxCreditCarryforwards,,,,,76319000.000,,,,94732000.000,,,,134573000.000,,,,144821000.000,,,,146157000.000,,,
DeferredTaxAssetsTaxCreditCarryforwardsForeign,,,,,74589000.000,,,,92401000.000,,,,134342000.000,,,,144599000.000,,,,144379000.000,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,55138000.000,,,,60292000.000,,,,51764000.000,,,,60650000.000,,,,60894000.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsReserves,,,,,20045000.000,,,,26478000.000,,,,27545000.000,,,,32097000.000,,,,26647000.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsRestructuringCharges,,,,,4576000.000,,,,4410000.000,,,,3138000.000,,,,1169000.000,,,,2329000.000,,,
DeferredTaxAssetsValuationAllowance,,,,,186021000.000,,,,241095000.000,,,,315312000.000,,,,342938000.000,,,,344855000.000,,,
DeferredTaxLiabilities,,,,,54355000.000,,,,245071000.000,,,,229674000.000,,,,211705000.000,,,,184483000.000,,,
DeferredTaxLiabilitiesNoncurrent,,,,,,,,,51011000.000,,,,,,,,,,,,,,,
DeferredTaxLiabilitiesOther,,,,,16456000.000,,,,17272000.000,,,,15250000.000,,,,12337000.000,,,,16712000.000,,,
DeferredTaxLiabilitiesUndistributedForeignEarnings,,,,,1900000000.000,,,,,,,,,,,,,,,,,,,
DerivativeFairValueOfDerivativeNet,,,-15114000.000,17236000.000,6713000.000,-1880000.000,-1221000.000,-6223000.000,,3349000.000,19292000.000,-5395000.000,,,,,,,,,,,,
DividendsPayableAmountPerShare,,,,,,,,,,,,,,,,,,,,,0.100,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,29973000.000,,,,,,,,,,,,,,,,,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,,,,,,,,,,,,,4803000.000,,,,5706000.000,,,,6013000.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,,,,,,,,,159750000.000,,,,120141000.000,,,,80246000.000,,,,83567000.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,,,,46660000.000,,,,57038000.000,,,,56286000.000,,,,68133000.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,,,,,38035000.000,,,,47259000.000,,,,32713000.000,,,,43903000.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,,,,,38121000.000,,,,48094000.000,,,,46713000.000,,,,50205000.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,,,,,43383000.000,,,,48189000.000,,,,51220000.000,,,,62426000.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,,,,,46533000.000,,,,54702000.000,,,,51511000.000,,,,66440000.000,,,
FiniteLivedIntangibleAssetsGross,,,185150000.000,183196000.000,,184490000.000,183358000.000,183865000.000,,443309000.000,440797000.000,458443000.000,,496937000.000,506663000.000,502710000.000,,521282000.000,526292000.000,446751000.000,,608660000.000,667424000.000,650716000.000
FiniteLivedIntangibleAssetsNet,,,81177000.000,76678000.000,73330000.000,71107000.000,67521000.000,65374000.000,372482000.000,359082000.000,344940000.000,,375423000.000,,,,318689000.000,,,,374674000.000,,,
ForeignCurrencyExchangeRateTranslation,,,,1.854,,,,,,,,,,,,,,,,,,,,
Goodwill,,,,,0.000,,,,428401000.000,428401000.000,428401000.000,439866000.000,527526000.000,527526000.000,532037000.000,530051000.000,532483000.000,553802000.000,555927000.000,543366000.000,843001000.000,859157000.000,952254000.000,946289000.000
IntangibleAssetsNetExcludingGoodwill,81992000.000,83838000.000,81177000.000,76678000.000,73330000.000,71107000.000,67521000.000,65374000.000,372482000.000,359082000.000,344940000.000,350169000.000,375423000.000,365351000.000,354567000.000,343202000.000,,340161000.000,328678000.000,326734000.000,,436532000.000,435873000.000,429035000.000
InventoryNet,2914525000.000,3026955000.000,3076075000.000,3101838000.000,2942164000.000,3180233000.000,3194271000.000,3338513000.000,3591543000.000,3809463000.000,3698659000.000,3766749000.000,3724447000.000,3896389000.000,4205002000.000,4253181000.000,4145012000.000,4252845000.000,3796176000.000,3668590000.000,3457016000.000,3565022000.000,3731176000.000,3839219000.000
LettersOfCreditOutstandingAmount,,,,,,,,,,,,14608000.000,,,,,,,,,,,,
Liabilities,5842850000.000,5266042000.000,5499234000.000,5401507000.000,5873739000.000,5491801000.000,5374383000.000,5706737000.000,7869195000.000,7007445000.000,6911949000.000,6660895000.000,7841570000.000,6909554000.000,7501277000.000,7464827000.000,8665617000.000,7599935000.000,7337215000.000,7546083000.000,8339474000.000,7679901000.000,8195712000.000,8153149000.000
LiabilitiesAndStockholdersEquity,9084032000.000,8661666000.000,8919218000.000,8667403000.000,9146516000.000,8928046000.000,8752841000.000,9194586000.000,11480448000.000,10657359000.000,10593832000.000,10481679000.000,11791195000.000,10894367000.000,11550707000.000,11561855000.000,12831443000.000,11773664000.000,11413909000.000,11461749000.000,12307260000.000,11702835000.000,12259681000.000,12293941000.000
LiabilitiesCurrent,5235186000.000,4659505000.000,4896429000.000,5007419000.000,5509875000.000,5108456000.000,4974330000.000,5012993000.000,6761831000.000,5829942000.000,5980748000.000,5706556000.000,6934416000.000,5956296000.000,6341522000.000,6380505000.000,7436433000.000,6219086000.000,6115740000.000,6335675000.000,7108115000.000,6398602000.000,6942642000.000,7198137000.000
LineOfCreditFacilityAmountOutstanding,,,,,,,,,345000000.000,,,0.000,,,,,,,,,,,,
LongTermDebtNoncurrent,531127000.000,526626000.000,522414000.000,316531000.000,300000000.000,300000000.000,320470000.000,610693000.000,943275000.000,1043315000.000,800362000.000,813403000.000,797454000.000,848499000.000,1053602000.000,984603000.000,1096889000.000,1256978000.000,1097102000.000,1097189000.000,1097273000.000,1091060000.000,1091437000.000,792576000.000
NoncurrentAssets,,,,,,408905000.000,411808000.000,418727000.000,853806000.000,836254000.000,819392000.000,830575000.000,864122000.000,855639000.000,842579000.000,815811000.000,751119000.000,779451000.000,662434000.000,683399000.000,756088000.000,823028000.000,817757000.000,813645000.000
NotionalAmountOfCashFlowHedgeInstruments,,,200194000.000,11352000.000,0.000,30538000.000,25662000.000,6675000.000,,30934000.000,20602000.000,,,,,,,,,,,,,
NotionalAmountOfDerivatives,,,1261542000.000,877292000.000,1126695000.000,1048360000.000,1129177000.000,,,,,,,,,,,,,,,,,
NotionalAmountOfOtherDerivativesNotDesignatedAsHedgingInstruments,,,1061348000.000,865940000.000,1126695000.000,1017822000.000,1103515000.000,929152000.000,1425008000.000,1895830000.000,1322060000.000,,,,,,,,,,,,,
