,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30
CashAndCashEquivalentsPeriodIncreaseDecrease,-14334.000,,,,-406.000,
CostsAndExpenses,10931.000,15304.000,6062.000,,,
EarningsPerShareBasicAndDiluted,,,0.000,,-0.000,-0.000
GeneralAndAdministrativeExpense,10931.000,15304.000,6062.000,28797.000,31706.000,19425.000
IncreaseDecreaseInAccountsPayable,,,,,11000.000,
IncreaseDecreaseInAccruedLiabilities,,,,,786.000,
IncreaseDecreaseInNotesPayableRelatedParties,597.000,,,,,
IncreaseDecreaseInPrepaidExpense,-4000.000,,,,-250.000,
InterestExpense,,,,,736.000,960.000
NetCashProvidedByUsedInFinancingActivities,597.000,,,,20000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,597.000,,,,20000.000,
NetCashProvidedByUsedInOperatingActivities,-14931.000,,,,-20406.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-14931.000,,,,-20406.000,
NetIncomeLoss,-10931.000,-15304.000,-6062.000,-43797.000,-32442.000,-385.000
OperatingExpenses,,,,,31706.000,19425.000
ProceedsFromNotesPayable,,,,,20000.000,
ProfitLoss,-10931.000,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,8430000.000,8430000.000,8430000.000,-16860000.000,126450000.000,126450000.000
