,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccretionAmortizationOfDiscountsAndPremiumsInvestments,-1165000.000,,,,-1134000.000,,,,-1006000.000,,,,-1604000.000,,,,-994000.000,,,,-200000.000,,,,,
AmortizationOfFinancingCostsAndDiscounts,4471000.000,,,,2924000.000,,,,3083000.000,,,,3265000.000,,,,2005000.000,,,,100000.000,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,5548000.000,7922000.000,,11711000.000,11761000.000,11026000.000,-22636000.000,11026000.000,10485000.000,10088000.000,-20389000.000,9705000.000,9925000.000,15589000.000,-25946000.000,5612000.000,3699000.000,3026000.000,-8537000.000,4100000.000,6500000.000,5300000.000,-10700000.000,1800000.000,4500000.000
CapitalExpendituresIncurredButNotYetPaid,2332000.000,,,,9083000.000,,,,799000.000,,,,6907000.000,,,,355000.000,,,,3300000.000,,,,6500000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,36801000.000,,,,-6010000.000,,,,108096000.000,,,,134905000.000,,,,28812000.000,,,,15000000.000,,,,99600000.000,
ComprehensiveIncomeNetOfTax,,,,,72105000.000,70944000.000,79499000.000,77822000.000,60319000.000,79712000.000,64737000.000,-28434000.000,135066000.000,112867000.000,-27540000.000,116130000.000,-21550000.000,100924000.000,462425000.000,106173000.000,236100000.000,211200000.000,159700000.000,110300000.000,178700000.000,-55900000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,72702000.000,82281000.000,,,,,,,,,,,,,,,,,,,,,,,
CostOfGoodsSold,19754000.000,21162000.000,22676000.000,25312000.000,24031000.000,29633000.000,27968000.000,37665000.000,29313000.000,32320000.000,30716000.000,38778000.000,30600000.000,38709000.000,40803000.000,15771000.000,20778000.000,16058000.000,6891000.000,25309000.000,700000.000,20000000.000,23600000.000,28400000.000,14300000.000,18900000.000
CostOfServices,1717000.000,,,,,,,,,,,,,,,,,,,,,,,,,
CostmethodInvestmentsOtherThanTemporaryImpairment,,,,,,,,,,,,,,,,,,,,,,,,,,46500000.000
CostsAndExpenses,128736000.000,69258000.000,98765000.000,128642000.000,97477000.000,119990000.000,161749000.000,115214000.000,151099000.000,158302000.000,197576000.000,317508000.000,73263000.000,146482000.000,362186000.000,167788000.000,342330000.000,175456000.000,,,5300000.000,127400000.000,169600000.000,234800000.000,106900000.000,356100000.000
DeferredIncomeTaxExpenseBenefit,10436000.000,,,,33176000.000,,,,,,,,,,,,,,,,,,,,,
DepreciationDepletionAndAmortization,5809000.000,,,,6648000.000,,,,8165000.000,,,,7565000.000,,,,8330000.000,,,,7700000.000,,,,7900000.000,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,3783000.000,,,,,,,,,,,,,,,,,,,,,,,
EarningsPerShareBasic,0.280,1.270,1.450,0.810,1.320,1.370,1.520,1.630,1.240,1.600,1.250,-0.600,2.730,2.350,-0.530,2.510,-0.360,2.150,10.200,2.180,5.190,4.650,3.750,2.700,4.010,-1.250
EarningsPerShareDiluted,0.260,1.180,1.380,0.850,1.290,1.340,1.460,1.620,1.190,1.520,1.170,-0.600,2.430,2.100,-0.530,2.280,-0.360,1.910,9.240,1.930,4.840,4.390,3.500,2.520,3.890,-1.250
EffectOfExchangeRateOnCashAndCashEquivalents,833000.000,,,,268000.000,,,,,,,,,,,,,,,,,,,,,
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,,,,,,,,,-931000.000,,,,-154000.000,,,,-3117000.000,,,,400000.000,,,,,
EffectiveIncomeTaxRateContinuingOperations,,,,,,,,,,,,,,,,,,,,,,,,,0.320,
EmployeeServiceShareBasedCompensationCashReceivedFromExerciseOfStockOptions,,9748000.000,224000.000,,1810000.000,1304000.000,6575000.000,4601000.000,4258000.000,5838000.000,9799000.000,6725000.000,8434000.000,13736000.000,17220000.000,10778000.000,10132000.000,14314000.000,8574000.000,6291000.000,2600000.000,2400000.000,,,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,3976000.000,,,,318000.000,,,,962000.000,,,,5606000.000,,,,8725000.000,,,,2100000.000,,,,,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,3976000.000,,,,318000.000,,,,962000.000,,,,5606000.000,,,,8725000.000,,,,2100000.000,,,,,
FiniteLivedIntangibleAssetsFutureAmortizationExpense,,,,,12519000.000,,,,,,,,,,,,,,,,,,,,,
FutureAmortizationExpenseAfterYearFive,,,,,5122000.000,,,,,,,,,,,,,,,,,,,,,
FutureAmortizationExpenseYearFive,,,,,850000.000,,,,,,,,,,,,,,,,,,,,,
FutureAmortizationExpenseYearFour,,,,,1058000.000,,,,,,,,,,,,,,,,,,,,,
FutureAmortizationExpenseYearOne,,,,,1981000.000,,,,,,,,,,,,,,,,,,,,,
FutureAmortizationExpenseYearThree,,,,,1591000.000,,,,,,,,,,,,,,,,,,,,,
FutureAmortizationExpenseYearTwo,,,,,1917000.000,,,,,,,,,,,,,,,,,,,,,
GainLossOnDispositionOfIntangibleAssets,,,,,,,,,,,,,,,,,,,350000000.000,,,,,,,
