,2012-04-30,2012-07-31,2013-01-31,2013-04-30,2013-07-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-614.000,,
EarningsPerShareBasicAndDiluted,-0.000,-0.010,-0.000,-0.000,-0.000
GeneralAndAdministrativeExpense,14528.000,23958.000,4707.000,13653.000,6386.000
IncreaseDecreaseInAccruedLiabilities,,,-1432.000,,
IncreaseDecreaseInPrepaidExpense,,,-525.000,,
NetCashProvidedByUsedInFinancingActivities,,,5000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,5000.000,,
NetCashProvidedByUsedInOperatingActivities,,,-5614.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-5614.000,,
NetIncomeLoss,-14528.000,-23958.000,-4707.000,-13653.000,-6386.000
PartnersCapitalAccountContributions,,,5000.000,,
ProceedsFromPartnershipContribution,,,5000.000,,
Revenues,0.000,0.000,,,
SalesRevenueNet,0.000,0.000,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,3739000.000,3739000.000,3739000.000,3739000.000,3739000.000
