,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,,2684542.000,2182781.000,,,,,,,,,,,,,
AccountsPayableCurrent,253652.000,,,,,,,,,,,,,,,
AccountsReceivableNetCurrent,364792.000,763810.000,957391.000,,,,,,,,,,,,,
AccruedLiabilities,188135.000,,,,,,,,,,,,,,,
AdditionalPaidInCapital,10129831.000,17747451.000,19026330.000,,,,,,,,,,,,,
Assets,6610037.000,19208435.000,17983766.000,,,,,,,,,,,,,
AssetsCurrent,4952711.000,4182488.000,3041682.000,,,,,,,,,,,,,
BusinessAcquisitionContingentConsiderationAtFairValue,,1624289.000,444893.000,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,3511390.000,2227973.000,1015954.000,,,,,,,,,,,,,
ClassOfWarrantOrRightOutstanding,,,,2250000.000,2250000.000,14302875.000,12802875.000,13667365.000,13667365.000,14014587.000,14014587.000,,14754587.000,8728149.000,6857962.000,6820462.000
CommonStockSharesAuthorized,,,,,39610042.000,50972542.000,50972542.000,51081238.000,51081238.000,51581238.000,51581238.000,,,,,
CommonStockSharesIssued,,37610042.000,39610042.000,,,,11362500.000,,,,,94476238.000,94476238.000,99907488.000,125050578.000,126240542.000
CommonStockSharesOutstanding,24610042.000,37610042.000,39610042.000,,,,,,,,,,,,,12624054.000
CommonStockValue,9046206.000,16469621.000,17589957.000,,,,,,,,,,,,,
CustomerRefundLiabilityCurrent,0.000,0.000,,,,,,,,,,,,,,
DeferredRevenue,8393.000,,,,,,,,,,,,,,,
DeferredTaxAssetsNetCurrent,38760.000,180160.000,167017.000,,,,,,,,,,,,,
DeferredTaxLiabilitiesNoncurrent,,1524200.000,1330700.000,,,,,,,,,,,,,
DerivativeLiabilitiesCurrent,,2543.000,0.000,,,,,,,,,,,,,
Goodwill,,3408741.000,3408741.000,,,,,,,,,,,,,
IntangibleAssetsNetExcludingGoodwill,,10409744.000,10338366.000,,,,,,,,,,,,,
InventoryNet,900908.000,870630.000,785832.000,,,,,,,,,,,,,
Liabilities,465244.000,5835574.000,3958374.000,,,,,,,,,,,,,
LiabilitiesAndStockholdersEquity,6610037.000,19208435.000,17983766.000,,,,,,,,,,,,,
LiabilitiesCurrent,450180.000,4311374.000,2627674.000,,,,,,,,,,,,,
LoansAndLeasesReceivableOther,15814.000,15814.000,15814.000,,,,,,,,,,,,,
OtherAssetsNoncurrent,159212.000,,,,,,,,,,,,,,,
OtherLongTermDebtNoncurrent,15064.000,0.000,,,,,,,,,,,,,,
PrepaidExpenseAndOtherAssetsCurrent,121047.000,124101.000,99674.000,,,,,,,,,,,,,
PropertyPlantAndEquipmentNet,1498114.000,1207462.000,1194977.000,,,,,,,,,,,,,
RetainedEarningsAccumulatedDeficit,-3985038.000,-4374590.000,-5000938.000,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAuthorized,,,,3961004.000,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,,,,286250.000,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,3202952.000,3212952.000,3480452.000,4183752.000,4350752.000,3824835.000,5109330.000,5139070.000,5639070.000,4834991.000,7864307.000,8436791.000,8407325.000
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfExercisableOptions,,,,,1169619.000,,,,2260253.000,,,,2713921.000,,,
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfOutstandingOptions,,,,3961004.000,3212952.000,,,,3824835.000,,,,4834991.000,,,
StockholdersEquity,6144793.000,13372861.000,14025392.000,,,,,,,,,,,,,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,6144793.000,13372861.000,14025392.000,,,,,,,,,,,,,
