,2016-09-30,2017-03-31
AmortizationOfFinancingCostsAndDiscounts,2872000.000,2976000.000
AmortizationOfIntangibleAssets,9175000.000,15180000.000
AssetRetirementObligationAccretionExpense,,540000.000
AssetRetirementObligationCashPaidToSettle,,1884000.000
AssetRetirementObligationForeignCurrencyTranslationGainLoss,,277000.000
AssetRetirementObligationLiabilitiesIncurred,,2800000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-33289000.000
ComprehensiveIncomeNetOfTax,28987000.000,7751000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,198000.000,6000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,29185000.000,7757000.000
CostOfRevenue,208190000.000,246562000.000
CostsAndExpenses,284967000.000,353465000.000
DeferredIncomeTaxExpenseBenefit,,-4060000.000
DepreciationAmortizationAndAccretionNet,,44301000.000
EarningsPerShareBasic,0.610,-0.020
EarningsPerShareDiluted,0.600,-0.020
EffectOfExchangeRateOnCashAndCashEquivalents,,-1301000.000
EffectiveIncomeTaxRateContinuingOperations,0.234,0.768
GainLossOnDispositionOfAssets,-469000.000,-3194000.000
GoodwillAcquiredDuringPeriod,,344948000.000
GoodwillForeignCurrencyTranslationGainLoss,,-5198000.000
GrossProfit,120144000.000,111010000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,35866000.000,-3846000.000
IncomeTaxExpenseBenefit,8388000.000,-2952000.000
IncomeTaxesPaidNet,,299000.000
IncreaseDecreaseInAccountsAndNotesReceivable,,-215000.000
IncreaseDecreaseInAccountsPayable,,-24206000.000
IncreaseDecreaseInAccruedLiabilities,,9906000.000
IncreaseDecreaseInInventories,,1037000.000
IncreaseDecreaseInOtherOperatingAssets,,14894000.000
IncreaseDecreaseInOtherOperatingLiabilities,,-3325000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,2726000.000
IncrementalCommonSharesAttributableToNonvestedSharesWithForfeitableDividends,576635.000,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,20557.000,
InterestExpenseDebtExcludingAmortization,4269000.000,6557000.000
InterestIncomeExpenseNonoperatingNet,-4269000.000,-6557000.000
InterestPaid,,8277000.000
NetCashProvidedByUsedInFinancingActivities,,483201000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,483201000.000
NetCashProvidedByUsedInInvestingActivities,,-525638000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-525638000.000
NetCashProvidedByUsedInOperatingActivities,,10449000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,10449000.000
NetIncomeLoss,27490000.000,-901000.000
NetIncomeLossAttributableToNoncontrollingInterest,-12000.000,7000.000
NetIncomeLossAvailableToCommonStockholdersBasic,27481000.000,-901000.000
NetIncomeLossAvailableToCommonStockholdersDiluted,27481000.000,-901000.000
NonoperatingIncomeExpense,-7501000.000,-7953000.000
OperatingExpenses,76777000.000,106903000.000
OperatingIncomeLoss,43367000.000,4107000.000
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,8452000.000,1405000.000
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesTax,4590000.000,1360000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,-6745000.000,7246000.000
OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,-564000.000,-1383000.000
OtherComprehensiveIncomeLossNetOfTax,1707000.000,8651000.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,1497000.000,8652000.000
OtherCostOfOperatingRevenue,12453000.000,14635000.000
OtherNonoperatingIncomeExpense,-360000.000,1580000.000
OtherOperatingActivitiesCashFlowStatement,,-1198000.000
OtherSalesRevenueNet,13546000.000,15784000.000
PaymentsForRestructuring,,1016000.000
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,,7602000.000
PaymentsToAcquireBusinessesNetOfCashAcquired,,487077000.000
PaymentsToAcquirePropertyPlantAndEquipment,,38561000.000
ProceedsFromLinesOfCredit,,624199000.000
ProceedsFromStockOptionsExercised,,3000.000
ProfitLoss,27478000.000,-894000.000
RepaymentsOfLinesOfCredit,,133399000.000
RestructuringAndRelatedCostIncurredCost,,8243000.000
RestructuringCharges,,8243000.000
Revenues,328334000.000,357572000.000
SalesRevenueNet,328334000.000,357572000.000
SalesRevenueServicesNet,314788000.000,341788000.000
SellingGeneralAndAdministrativeExpense,40194000.000,41949000.000
ShareBasedCompensation,6642000.000,2197000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardAcceleratedCompensationCost,,1500000.000
UndistributedEarningsLossAllocatedToParticipatingSecuritiesBasic,9000.000,
WeightedAverageNumberOfDilutedSharesOutstanding,45850061.000,45490461.000
WeightedAverageNumberOfSharesOutstandingBasic,45252869.000,45490461.000
