,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30
AccountsAndOtherReceivablesNetCurrent,,,,,,,,,,,,,,,,705.000
AccountsPayable,,1274.000,0.000,609.000,,,,,,,,,,,,
AccountsPayableAndAccruedLiabilities,,,,,3581.000,,,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,3520.000,5345.000,38377.000,104133.000,165489.000,70883.000,84268.000,129731.000,177004.000
AccountsPayableCurrent,,,,,,2793.000,4218.000,,,,,,,,,
AccountsPayableRelatedPartiesCurrent,,,,,,,,,,,,,90175.000,37901.000,,63699.000
AccountsReceivableNetCurrent,,,,,,,,,,,154.000,,46.000,16919.000,,
AccountsReceivableRelatedPartiesCurrent,,,,,,,,,,,,,,,17190.000,17222.000
AccruedLiabilitiesCurrent,,,,,,,,,,,,388.000,2553.000,6998.000,,
AdditionalPaidInCapital,,20865.000,20865.000,20865.000,20865.000,,,20865.000,20865.000,43068.000,128499.000,203445.000,622365.000,872435.000,966775.000,1119118.000
AdditionalPaidInCapitalPreferredStock,,,,,,20865.000,20865.000,,,,,,,,,
Assets,985.000,19768.000,14638.000,3333.000,1333.000,0.000,0.000,,,14677.000,41252.000,66963.000,355647.000,417983.000,201355.000,18332.000
AssetsCurrent,985.000,19768.000,14638.000,3333.000,1333.000,,,,,14677.000,25502.000,37187.000,312192.000,363278.000,200650.000,18332.000
Cash,,,,,,,,,,3108.000,12168.000,2247.000,1271.000,1547.000,656.000,405.000
CashAndCashEquivalentsAtCarryingValue,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,,
CashEquivalentsAtCarryingValue,985.000,12435.000,9305.000,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,,,,,,,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,,,,,,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000
CommonStockSharesIssued,,,,,,2535000.000,2535000.000,2535000.000,2535000.000,2535000.000,5092400.000,5144400.000,5358500.000,5552490.000,5703816.000,6309635.000
CommonStockSharesOutstanding,,,,,,535000.000,2535000.000,2535000.000,2535000.000,,,,,,,6309635.000
CommonStockValue,2000.000,2535.000,2535.000,2535.000,2535.000,2535.000,2535.000,2535.000,2535.000,2535.000,5092.000,5144.000,5359.000,5553.000,5705.000,6310.000
ConvertibleLongTermNotesPayable,,,,,,,,,,,,,,,37227.000,
ConvertibleNotesPayableCurrent,,,,,,,,,,,,63250.000,63250.000,84178.000,239085.000,416975.000
DebtInstrumentCarryingAmount,,,,,,,,,,,,,,,276312.000,619300.000
DebtInstrumentFairValue,,,,,,,,,,,10000.000,,,,,
DebtInstrumentFeeAmount,,,,,,,,,,,,,,,,47500.000
DebtInstrumentInterestRateEffectivePercentage,,,,,,,,,,,,,,,,29550.000
DebtInstrumentUnamortizedDiscount,,,,,,,,,,,,,,342072.000,328700.000,202325.000
DeferredTaxAssetsCapitalLossCarryforwards,,,,,,,,,,,,138008.000,,,,
DeferredTaxAssetsGross,,,,,,,,,,,,,,,,645315.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,,,,406000.000,,,,623354.000
DeferredTaxAssetsOther,,,,,,,,,,,,,,,,21961.000
DeferredTaxAssetsValuationAllowance,,,,,,,,,,,,138008.000,,,,645315.000
DerivativeFairValueOfDerivativeLiability,,,,,,,,,,,,,,182776.000,717796.000,
DerivativeLiabilities,,,,,,,,,,,,,,444783.000,717796.000,1313012.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-5415.000,-10106.000,-13962.000,-20676.000,-28293.000,,,41027.000,45603.000,76349.000,203115.000,405906.000,583975.000,,,
DueToOfficersOrStockholdersCurrent,,,,,,,,,,4960.000,2130.000,,,,,
DueToRelatedParties,4400.000,5200.000,5200.000,,,,,,,,,,,,,
DueToRelatedPartiesCurrent,,,,,,,,14107.000,16858.000,,,6927.000,32935.000,4892.000,12709.000,
DueToRelatedPartiesNoncurrent,,,,,,8315.000,9608.000,,,,,,,,,
EmployeeRelatedLiabilitiesCurrent,,,,,,,,,,,,9912.000,32073.000,3647.000,,
IndefiniteLivedLicenseAgreements,,,,,,,,,,,15750.000,29250.000,42750.000,54000.000,,
InventoryNet,,,,,,,,,,11569.000,13180.000,25900.000,20758.000,,2680.000,
Liabilities,4400.000,6474.000,5200.000,609.000,6226.000,11108.000,13826.000,17627.000,22203.000,45423.000,110764.000,264266.000,311869.000,694167.000,1170482.000,2105721.000
LiabilitiesAndStockholdersEquity,985.000,19768.000,14638.000,3333.000,1333.000,0.000,0.000,,,14677.000,41252.000,66963.000,355647.000,417983.000,201355.000,18332.000
LiabilitiesCurrent,4400.000,6474.000,5200.000,,,,,17627.000,22203.000,45423.000,110764.000,264266.000,311869.000,694167.000,1133255.000,2105721.000
LoansAndLeasesReceivableCommercial,,,,,,,,,,,,,,,12798.000,
LoansAndLeasesReceivableRelatedParties,,,,,,,,,,,,,,150000.000,167326.000,
LoansPayable,,,,,,,,,,2086.000,,,,,,
LoansPayableCurrent,,,,,,,,,,,,18300.000,20000.000,27500.000,33934.000,
NotesPayableCurrent,,,,,,,,,,,,,,,,135031.000
OperatingLossCarryforwards,,,,,,,,41027.000,45603.000,,,,,,,
OtherAssetsCurrent,,,,,,,,,,,,526.000,705.000,705.000,705.000,
OtherLiabilitiesCurrent,,,,,,,,,,,2641.000,,,,,
PreferredStockParOrStatedValuePerShare,,,,,,,,,,,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,,,,,,,,,,,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,,,,,,,,,,,12000.000,,,,,
PreferredStockValue,,,,,,,,,,,12.000,,,,,
PrepaidExpense,,7333.000,5333.000,3333.000,1333.000,,,,,,,,,,,
PrepaidExpenseCurrent,,,,,,,,,,,,9040.000,6575.000,,,
RelatedPartyDebtNoncurrent,,,,,2645.000,,,,,,,,,,,
RetainedEarningsAccumulatedDeficit,,,,,,-34508.000,-37226.000,,,,,,,-1154201.000,-1941636.000,-3212817.000
SaleOfStockPricePerShare,,,,,,,,,,,1.250,1.250,1.250,,,
ShortTermBorrowings,,,,,,,,,,,1500.000,,,,,
StockholdersEquity,-3415.000,13294.000,9438.000,2724.000,-4893.000,,,-17627.000,-22203.000,-30746.000,-69512.000,-197303.000,43778.000,-276184.000,-969127.000,-2087389.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-3415.000,13294.000,9438.000,2724.000,-4893.000,-11108.000,-13826.000,,,-30746.000,-69512.000,-197303.000,43778.000,-276184.000,-969127.000,-2087389.000
TimeSharingTransactionsMaturitiesOfNotesReceivableFutureYears,,,,,,,,,,,,,,,674955.000,
WeightedAverageNumberOfSharesOutstandingBasicAndDiluted,,,,,,2535000.000,2535000.000,,,,,,,,,
