,2011-07-02,2011-10-01,2012-03-31,2012-06-30,2013-03-30,2013-06-29,2013-09-28,2013-12-28,2014-03-29,2014-06-28,2014-09-27,2015-04-04,2015-07-04,2015-10-03,2016-01-02,2016-04-02,2016-07-02,2016-10-01,2016-12-31,2017-04-01
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,,,,,,,,549000.000,,,,,,,,
AdvertisingExpense,,,,4600000.000,4300000.000,4571000.000,4000000.000,3748000.000,4390000.000,5013000.000,4458000.000,4977000.000,,,,,,,,
AllocatedShareBasedCompensationExpense,643000.000,623000.000,,,,,,,,,687000.000,510000.000,,,,,,,,
AmortizationOfFinancingCosts,,,39000.000,,20000.000,,,,20000.000,,,20000.000,,,,20000.000,,,,22000.000
AmortizationOfIntangibleAssets,1363000.000,338000.000,340000.000,341000.000,106000.000,107000.000,86000.000,82000.000,84000.000,126000.000,106000.000,115000.000,115000.000,115000.000,119000.000,120000.000,121000.000,120000.000,121000.000,112000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,7858507.000,7625000.000,11407000.000,10819000.000,-20072000.000,7588000.000,10979000.000,10709000.000,10817000.000,11111000.000,11186000.000,-22134000.000,4669000.000,3142000.000,6279000.000,-7778000.000,3257000.000
AvailableForSaleSecuritiesGrossRealizedLosses,,,,,0.000,,,,8000.000,,,,,,,,,,,
CapitalExpendituresIncurredButNotYetPaid,,,1717000.000,,1294000.000,,,,659000.000,,,700000.000,,,,849000.000,,,,694000.000
CapitalLeaseObligationsIncurred,,,,,,,,,,,,,,,,111000.000,,,,0.000
CapitalizedComputerSoftwareAdditions,,,,85000.000,81000.000,68000.000,40000.000,31000.000,39000.000,37000.000,65000.000,39000.000,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-1501000.000,,267000.000,,,,574000.000,,,264000.000,,,,-995000.000,,,,555000.000
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths,,,,,,,,,,,-70000.000,,,,,,,,,
ComprehensiveIncomeNetOfTax,,,-736000.000,-1695000.000,-3349000.000,-9534000.000,-1391000.000,-1298000.000,209000.000,-2214000.000,-2519000.000,-70000.000,-787000.000,-20000.000,-324000.000,1247000.000,926000.000,-118000.000,-1207000.000,255000.000
CostOfGoodsAndServicesSold,55854000.000,54248000.000,60808000.000,56378000.000,45667000.000,48876000.000,43817000.000,42260000.000,47327000.000,56527000.000,49551000.000,54910000.000,55594000.000,49606000.000,47547000.000,56214000.000,54301000.000,51101000.000,49673000.000,57046000.000
DeferredIncomeTaxExpenseBenefit,,,126000.000,,31000.000,,,,13000.000,,,-67000.000,,,,-178000.000,,,,0.000
DefinedBenefitPlanActualReturnOnPlanAssets,,,,,,,,,8000.000,,,,,,,,,,,
DefinedBenefitPlanBenefitsPaid,,,,,,,,,226000.000,,,,,,,,,,,
DefinedContributionPlanEmployerDiscretionaryContributionAmount,,,,92000.000,78000.000,77000.000,68000.000,43000.000,70000.000,68000.000,,70000.000,,,,,,,,
DefinedContributionPlanEmployerMatchingContributionPercent,,,,,0.060,,,,0.060,,,0.060,,,,,,,,
Depreciation,,,,4000000.000,,,,,,,,1934000.000,,,,1851000.000,,,,1633000.000
DepreciationDepletionAndAmortization,,,3747000.000,,3638000.000,3626000.000,2472000.000,2439000.000,2368000.000,2252000.000,2213000.000,1934000.000,1822000.000,1862000.000,1892000.000,1851000.000,1853000.000,1897000.000,1909000.000,
DerivativeInstrumentsGainLossRecognizedInIncomeIneffectivePortionAndAmountExcludedFromEffectivenessTestingNet,,,,,,,,,,0.000,0.000,,,,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,,,,,,,,,,,,,,,,,,,-558000.000
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,,,,,,,,,,,,,,,,,,,1000.000
DividendsCommonStock,,,,,,,,,,,,0.000,,,,,,,,
EarningsPerShareBasic,-0.080,-0.170,,,,,,,0.000,,,0.000,,,,,0.030,0.000,,
EarningsPerShareBasicAndDiluted,,,-0.030,-0.060,-0.110,-0.290,-0.040,-0.040,,-0.070,-0.080,,-0.020,0.000,,0.030,,,,
EarningsPerShareDiluted,-0.080,-0.170,,,,,,,0.000,,,0.000,,,,0.030,0.020,0.000,-0.040,
EffectOfExchangeRateOnCashAndCashEquivalents,,,32000.000,,-3000.000,,,,3000.000,,,-11000.000,,,,-2000.000,,,,-12000.000
EffectiveIncomeTaxRateContinuingOperations,,,,-0.082,-0.006,-0.007,-0.001,0.011,0.137,-0.010,-0.006,0.141,0.253,0.413,-0.556,-0.177,0.090,-0.019,0.354,0.032
GainLossOnDispositionOfAssets,,,-4000.000,,,,,,,,,13000.000,,,,0.000,,,,8000.000
GainsLossesOnExtinguishmentOfDebt,,,,-360000.000,,,,,,,,,,,,,,,,
GeneralAndAdministrativeExpense,8407000.000,9096000.000,5870000.000,4714000.000,4687000.000,4678000.000,4261000.000,3941000.000,4147000.000,4623000.000,3762000.000,4181000.000,4484000.000,4292000.000,3552000.000,4485000.000,4626000.000,4434000.000,4362000.000,4801000.000
GrossProfit,28414000.000,24345000.000,26628000.000,24341000.000,19738000.000,19013000.000,17907000.000,17475000.000,20701000.000,20420000.000,18414000.000,21478000.000,20868000.000,21042000.000,20046000.000,24592000.000,23754000.000,22414000.000,21522000.000,23787000.000
ImpairmentOfIntangibleAssetsExcludingGoodwill,,,,,,,,,,0.000,0.000,,,,,,,,,
ImpairmentOfIntangibleAssetsIndefinitelivedExcludingGoodwill,,,,,,1245000.000,,,,,,,,,,,,,,
ImpairmentOfInvestments,,,,,0.000,,,,0.000,,,0.000,,,,,,,,
ImpairmentOfLongLivedAssetsHeldForUse,,,,,,4832000.000,,,,0.000,0.000,,,,,,,,,
IncomeLossFromContinuingOperations,,,,,,,,,,,,,,,,,,,,816000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,-1398000.000,,233000.000,-2159000.000,-2479000.000,-368000.000,-1369000.000,-491000.000,-1007000.000,841000.000,625000.000,-367000.000,-1901000.000,843000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-2369000.000,-5306000.000,-664000.000,-1568000.000,-3322000.000,-9498000.000,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsPerBasicShare,,,,,,,,,,,,,,,,,,,,0.020
IncomeLossFromContinuingOperationsPerDilutedShare,,,,,,,,,,,,,,,,,,,,0.020
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,,,,,,,,,,,,,,,,,,-559000.000
IncomeTaxExpenseBenefit,195000.000,2000.000,124000.000,128000.000,21000.000,69000.000,1000.000,-48000.000,32000.000,21000.000,15000.000,-52000.000,-347000.000,-203000.000,-209000.000,-149000.000,-56000.000,-7000.000,13000.000,27000.000
IncomeTaxesPaid,,,,,,,,,5000.000,,,,,,,,,,,
IncomeTaxesPaidNet,,,,,,,,,,,,,,,,-7000.000,,,,-15000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-9303000.000,,-6243000.000,,,,2792000.000,,,2497000.000,,,,2492000.000,,,,10662000.000
IncreaseDecreaseInAccountsReceivable,,,1267000.000,,-391000.000,,,,-147000.000,,,405000.000,,,,225000.000,,,,-105000.000
IncreaseDecreaseInBookOverdrafts,,,-1000.000,,,,,,,,,,,,,,,,,
IncreaseDecreaseInInventories,,,-6138000.000,,-5094000.000,,,,-374000.000,,,-15000.000,,,,-4279000.000,,,,6282000.000
IncreaseDecreaseInOtherCurrentAssets,,,-29000.000,,-867000.000,,,,-282000.000,,,506000.000,,,,630000.000,,,,161000.000
IncreaseDecreaseInOtherCurrentLiabilities,,,-18000.000,,-35000.000,,,,1702000.000,,,904000.000,,,,601000.000,,,,-67000.000
IncreaseDecreaseInOtherNoncurrentAssets,,,,,-23000.000,,,,-63000.000,,,7000.000,,,,-49000.000,,,,-135000.000
IncreaseDecreaseInOtherNoncurrentLiabilities,,,149000.000,,370000.000,,,,-280000.000,,,-131000.000,,,,78000.000,,,,59000.000
InterestExpense,,291000.000,209000.000,181000.000,187000.000,228000.000,287000.000,270000.000,259000.000,238000.000,287000.000,373000.000,272000.000,277000.000,294000.000,347000.000,251000.000,291000.000,349000.000,378000.000
InterestIncomeExpenseNet,-185000.000,,,,,,,,,,,,,,,,,,,
InterestPaid,,,218000.000,,112000.000,,,,255000.000,,,303000.000,,,,315000.000,,,,337000.000
IssuanceOfStockAndWarrantsForServicesOrClaims,,,,,,,,,,,,,,,,2000.000,,,,2000.000
LeaseAndRentalExpense,,,,600000.000,600000.000,569000.000,496000.000,485000.000,462000.000,612000.000,457000.000,365000.000,399000.000,395000.000,396000.000,402000.000,402000.000,437000.000,429000.000,427000.000
LineOfCreditFacilityPeriodicPaymentPrincipal,,,,,0.000,,,,0.000,,,0.000,,,,,,,,
MarketingExpense,14366000.000,14002000.000,13450000.000,12978000.000,11191000.000,11186000.000,9385000.000,9283000.000,10115000.000,10963000.000,10278000.000,10852000.000,11148000.000,10684000.000,10595000.000,11490000.000,11046000.000,10788000.000,10231000.000,10314000.000
NetCashProvidedByUsedInFinancingActivities,,,-4000.000,,1660000.000,,,,-6013000.000,,,-2027000.000,,,,-9843000.000,,,,-5768000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-4000.000,,1660000.000,,,,-6013000.000,,,-2027000.000,,,,-9843000.000,,,,-5768000.000
NetCashProvidedByUsedInInvestingActivities,,,-1309000.000,,-2729000.000,,,,-1558000.000,,,-2248000.000,,,,-1401000.000,,,,-1223000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-1309000.000,,-2729000.000,,,,-1558000.000,,,-2248000.000,,,,-1401000.000,,,,-1223000.000
NetCashProvidedByUsedInOperatingActivities,,,-220000.000,,1339000.000,,,,8142000.000,,,4550000.000,,,,10251000.000,,,,7558000.000
