,2015-06-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,8560.000,20674.000,34562.000,50795.000,46551.000,127776.000,203529.000
AccountsPayableInterestBearingInterestRate,0.020,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,-1824.000
AdditionalPaidInCapital,67637.000,146578.000,161563.000,236488.000,379071.000,1087261.000,1278597.000
Assets,65929.000,90092.000,54237.000,92293.000,349985.000,1032420.000,1062655.000
AssetsCurrent,57963.000,77326.000,41471.000,79983.000,338131.000,1021022.000,1051713.000
Cash,14539.000,47479.000,4057.000,2194.000,111700.000,10511.000,38086.000
CashAndCashEquivalentsAtCarryingValue,14539.000,47479.000,4057.000,2194.000,111700.000,10511.000,38086.000
CashAvailableForDistributions,100000.000,,,,,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000
CommonStockSharesIssued,6130000.000,6720000.000,6870000.000,7620000.000,8987000.000,,23811407.000
CommonStockSharesOutstanding,6130000.000,6720000.000,6870000.000,7620000.000,8987000.000,21333629.000,23811407.000
CommonStockValue,613.000,672.000,687.000,762.000,899.000,,2381.000
ConstructionInProgressGross,,2163.000,6338.000,15769.000,182121.000,431501.000,571404.000
ConstructionPayableCurrent,,,2163.000,2163.000,2163.000,,
ConvertibleDebt,,,,,305000.000,,
ConvertibleDebtCurrent,,,,,83716.000,,
ConvertibleNotesPayable,,,,,,610000.000,598300.000
ConvertibleNotesPayableCurrent,,,,,,429906.000,
DebtInstrumentUnamortizedDiscount,,,,,-221284.000,-180094.000,-16861.000
DeferredRevenue,10406.000,,1630.000,11462.000,2518.000,,11141.000
DeferredTaxAssetsNet,,0.000,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,80000.000,,,,374365.000,
DeferredTaxAssetsOther,,82785.000,,,,374365.000,
DeferredTaxAssetsValuationAllowance,,-82785.000,,,,-374365.000,
DepositLiabilitiesAccruedInterest,1523.000,102510.000,3003.000,3496.000,3989.000,,
DueToRelatedPartiesCurrent,3888.000,3888.000,3888.000,3888.000,3888.000,3888.000,3888.000
InterestReceivable,,2510.000,,,,4482.000,4975.000
Liabilities,,266270.000,288530.000,321341.000,824469.000,1546937.000,1769804.000
LiabilitiesAndStockholdersEquity,65929.000,90092.000,54237.000,92293.000,349985.000,1032420.000,1062655.000
LiabilitiesCurrent,22854.000,163760.000,185527.000,217845.000,720480.000,1442455.000,1664829.000
NotesPayable,100000.000,,100000.000,100000.000,100000.000,,
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,,0.000
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseCurrentAndNoncurrent,43424.000,27684.000,31076.000,62020.000,44310.000,47593.000,55231.000
PropertyPlantAndEquipmentGross,,,,12766.000,,12766.000,12766.000
PropertyPlantAndEquipmentNet,7966.000,12766.000,12766.000,12310.000,11854.000,11398.000,10942.000
PropertyPlantAndEquipmentOther,,0.000,0.000,0.000,,,
PropertyPlantAndEquipmentOtherAccumulatedDepreciation,,0.000,0.000,-456.000,,-1368.000,
PropertyPlantAndEquipmentOtherNet,,12766.000,12766.000,12310.000,,11398.000,10942.000
RetainedEarningsAccumulatedDeficit,-126698.000,-323428.000,-396543.000,-467298.000,-855454.000,-1604911.000,-1989127.000
ShortTermBankLoansAndNotesPayable,,139198.000,145447.000,151700.000,100000.000,100000.000,354030.000
StockholdersEquity,-58448.000,-176178.000,-234293.000,-230048.000,-475484.000,-515517.000,-708149.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,-176178.000,-234293.000,-229048.000,-474484.000,-514517.000,-707149.000
