,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,161676000.000,153262000.000,160399000.000,132253000.000,169461000.000,200592000.000,216138000.000,198364000.000,224211000.000,244565000.000,301644000.000,244208000.000,266061000.000,287219000.000,289426000.000,291248000.000,304883000.000,308884000.000,332492000.000,312808000.000,345422000.000,367096000.000,385545000.000
AccountsPayableCurrentAndNoncurrent,,,51173000.000,,,,58654000.000,,,,59299000.000,,,,56776000.000,,,,19883000.000,,,,23284000.000
AccountsReceivableRelatedParties,,,,,,,,,,,,100000.000,,,,,,,,,,,
AccruedProfessionalFeesCurrentAndNoncurrent,,,13221000.000,,,,,,,,,,,,,,,,,,,,
AccruedRentCurrentAndNoncurrent,,,8765000.000,,,,13667000.000,,,,,,,,,,,,,,,,
AccruedSalariesCurrentAndNoncurrent,,,42559000.000,,,,52942000.000,,,,73135000.000,,,,66816000.000,,,,61468000.000,,,,63741000.000
AccumulatedAmortizationDeferredFinanceCosts,16652000.000,17925000.000,19197000.000,1912000.000,2661000.000,3782000.000,4903000.000,6024000.000,5604000.000,6671000.000,7751000.000,8831000.000,9911000.000,10991000.000,11724000.000,12457000.000,13190000.000,13922000.000,15129000.000,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,292384000.000,299984000.000,305143000.000,312232000.000,319342000.000,326547000.000,324684000.000,275186000.000,281832000.000,288411000.000,263321000.000,275059000.000,286702000.000,300823000.000,288834000.000,288538000.000,304879000.000,320897000.000,328880000.000,346871000.000,365049000.000,378764000.000,355919000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-1751000.000,-1287000.000,-850000.000,-441000.000,0.000,0.000,0.000,,,-250000.000,115000.000,1177000.000,1532000.000,1296000.000,937000.000,1254000.000,851000.000,595000.000,553000.000,603000.000,379000.000,444000.000,315000.000
AdditionalPaidInCapitalCommonStock,1123739000.000,1130275000.000,1137723000.000,1186002000.000,1209293000.000,1216756000.000,1228075000.000,1242618000.000,1260977000.000,1274947000.000,1292374000.000,1318823000.000,1336310000.000,1346701000.000,1355085000.000,1367426000.000,1390594000.000,1401441000.000,1418298000.000,1422794000.000,1427941000.000,1435037000.000,1445256000.000
AllowanceForDoubtfulAccountsReceivable,656000.000,515000.000,716000.000,672000.000,575000.000,791000.000,587000.000,544000.000,521000.000,567000.000,,633000.000,1252000.000,1237000.000,,,,,,,,,
AllowanceForDoubtfulOtherReceivablesCurrent,,,8833000.000,8608000.000,8373000.000,6918000.000,6675000.000,6838000.000,5979000.000,7200000.000,,7390000.000,7865000.000,9383000.000,,,,,,,,,
AlternativeExcessNetCapital,,,,,,,51100000.000,,,,,,,,,,,,,,,,
AlternativeNetCapitalRequirement1,,,,,,,,,,,,,,,6500000.000,6500000.000,6400000.000,6500000.000,6600000.000,5900000.000,6000000.000,,
Assets,3662789000.000,3650877000.000,3816326000.000,3765475000.000,3599411000.000,3676577000.000,3988524000.000,3806210000.000,3923634000.000,3914088000.000,4042831000.000,3928696000.000,3893467000.000,3918167000.000,4050993000.000,4058719000.000,4042520000.000,3979358000.000,4521061000.000,4572372000.000,4607984000.000,4609756000.000,4834926000.000
AssetsUnderManagementCarryingAmount,,,50000000000.000,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionContingentConsiderationAtFairValue,,,-14842000.000,,,8430000.000,-8430000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionContingentConsiderationPotentialCashPayment,,,,,,,35887000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityCashPaid,,,41977000.000,,,33784000.000,33784000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,,,,,,52114000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAmortizableIntangibleAssets,,,19350000.000,,,,5400000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquiredLiabilitiesAssumedNet,,,59069000.000,,,52114000.000,52114000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsReceivables,,,770000.000,,,3548000.000,3548000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilities,,,5911000.000,,,4870000.000,4870000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationDeferredIncomeTaxesAssetLiabilityNet,,,,,,-3630000.000,-2166000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,,,40720000.000,,,38901000.000,37437000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationIntangibleAssetsOtherThanGoodwill,,,,,,5400000.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationNoncurrentAssets,,,3950000.000,,,,10455000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationOtherAssets,,,,,,2310000.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationPropertyPlantAndEquipment,,,,,,10455000.000,,,,,,,,,,,,,,,,,
BusinessCombinationContingentConsiderationLiability,,,,,,,,,,,39436000.000,,,,527000.000,,,,,,,,
CapitalizedComputerSoftwareGross,,,239219000.000,,,,272310000.000,,,,232448000.000,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,681471000.000,663189000.000,720772000.000,688818000.000,481056000.000,445971000.000,466261000.000,436032000.000,584871000.000,585740000.000,516584000.000,470305000.000,438576000.000,459494000.000,412332000.000,484694000.000,547320000.000,410036000.000,724529000.000,775368000.000,745766000.000,787364000.000,747709000.000
CashAndSecuritiesSegregatedUnderFederalAndOtherRegulations,225888000.000,267845000.000,382905000.000,340444000.000,321937000.000,393583000.000,577433000.000,399933000.000,440118000.000,428043000.000,512351000.000,461312000.000,408225000.000,418507000.000,568930000.000,516350000.000,399875000.000,470721000.000,671339000.000,686457000.000,647379000.000,597114000.000,768219000.000
CollateralSecuritiesRepledgedDeliveredOrUsed,,,,,,,,,,,,,,,,,,,,219900000.000,212900000.000,202900000.000,219100000.000
CommissionsAndFloorBrokerageReceivables,,,85486000.000,,,,97395000.000,,,,112575000.000,,,,122207000.000,,,,115413000.000,,,,116218000.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,600000000.000,600000000.000,600000000.000,600000000.000,600000000.000,600000000.000,600000000.000,600000000.000,600000000.000,600000000.000,600000000.000,600000000.000,600000000.000,600000000.000,600000000.000,600000000.000,600000000.000,600000000.000,600000000.000,600000000.000,600000000.000,600000000.000,600000000.000
CommonStockSharesIssued,110125404.000,110366555.000,110531939.000,114066252.000,115329081.000,115431259.000,115713741.000,116072065.000,116513596.000,116854124.000,117112465.000,117691335.000,118031114.000,118124141.000,118234552.000,118490826.000,119046228.000,119238650.000,119572352.000,119691739.000,119726825.000,119766574.000,119917854.000
CommonStockSharesOutstanding,0.000,107748926.000,,,,,,,,,,,,,,,,,,,,,
CommonStockValue,110000.000,110000.000,110000.000,114000.000,115000.000,115000.000,116000.000,116000.000,116000.000,117000.000,117000.000,118000.000,118000.000,118000.000,118000.000,118000.000,119000.000,119000.000,119000.000,120000.000,120000.000,120000.000,120000.000
CumulativeDividends,,,,,222600000.000,,,,,,,,,,,,,,,,,,
CustomerSecuritiesForWhichEntityHasRightToSellOrRepledgeFairValue,,,350200000.000,327500000.000,343500000.000,353400000.000,375800000.000,363400000.000,331000000.000,343700000.000,367700000.000,368900000.000,383200000.000,379800000.000,353200000.000,349800000.000,354500000.000,344600000.000,334500000.000,307900000.000,298100000.000,284000000.000,306700000.000
CustomerSecuritiesForWhichEntityHasRightToSellOrRepledgeFairValueOfSecuritiesSoldOrRepledged,,,32700000.000,37500000.000,44400000.000,42300000.000,41500000.000,38200000.000,,,28600000.000,28800000.000,31300000.000,31900000.000,32300000.000,31400000.000,31400000.000,29400000.000,31900000.000,32700000.000,34500000.000,35600000.000,37600000.000
DebtInstrumentCarryingAmount,,,,,,,,,,,,,,,,,,,2215037000.000,2210618000.000,2206198000.000,2201780000.000,2197360000.000
DebtInstrumentFairValue,,,1328200000.000,,,,1320400000.000,,,,1533300000.000,,,,,,,,,,,,
DeferredCompensationArrangementWithIndividualRecordedLiability,,,20200000.000,,,,26993000.000,,,,45461000.000,,,,72763000.000,,,,98828000.000,,,,133632000.000
DeferredCompensationLiabilityCurrentAndNoncurrent,,,20166000.000,,,,,,,,,,,,,,,,,,,,
DeferredFinanceCostsNet,21165000.000,19893000.000,18620000.000,24618000.000,23497000.000,22375000.000,21254000.000,20133000.000,18427000.000,17361000.000,16281000.000,15201000.000,14121000.000,13040000.000,13241000.000,12508000.000,11775000.000,11042000.000,26797000.000,25575000.000,24355000.000,23139000.000,21924000.000
DeferredIncomeTaxLiabilities,,,,,,,,,,,,,,,169247000.000,,,,162146000.000,,,,211661000.000
DeferredIncomeTaxLiabilitiesNet,,,,,,,,,,,,,,,,,64990000.000,64633000.000,36303000.000,36263000.000,36062000.000,36038000.000,25614000.000
DeferredRentCredit,,,,,,,,,,,35156000.000,,,,48629000.000,,,,45003000.000,,,,43817000.000
DeferredRevenueCurrent,64078000.000,56449000.000,59537000.000,65551000.000,58778000.000,56872000.000,61808000.000,68510000.000,65500000.000,63474000.000,73739000.000,79317000.000,71000000.000,68817000.000,64482000.000,80262000.000,82991000.000,71847000.000,65480000.000,76726000.000,78549000.000,72959000.000,62785000.000
DeferredTaxAssetsDerivativeInstruments,,,528000.000,,,,0.000,,,,,,,,,,,,,,,,
DeferredTaxAssetsGross,,,58514000.000,,,,64025000.000,,,,75983000.000,,,,,,,,,,,,
DeferredTaxAssetsLiabilitiesNet,-125959000.000,-129990000.000,-127766000.000,-115718000.000,-124083000.000,-119626000.000,-118240000.000,-109856000.000,-106658000.000,-108390000.000,-89369000.000,-90044000.000,-90267000.000,-90119000.000,-66181000.000,-64583000.000,,,,,,,
DeferredTaxAssetsNet,,,57076000.000,,,,62416000.000,,,,75983000.000,,,,103066000.000,,,,125843000.000,,,,186047000.000
DeferredTaxAssetsOperatingLossCarryforwards,,,712000.000,,,,2667000.000,,,,1594000.000,,,,999000.000,,,,404000.000,,,,-10000.000
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,11005000.000,,,,11739000.000,,,,8447000.000,,,,8500000.000,,,,8387000.000,,,,9345000.000
DeferredTaxAssetsOther,,,2323000.000,,,,982000.000,,,,1788000.000,,,,4339000.000,,,,11867000.000,,,,956000.000
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsSeverancePayments,,,24374000.000,,,,27343000.000,,,,39265000.000,,,,55731000.000,,,,66750000.000,,,,75907000.000
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,12377000.000,,,,15581000.000,,,,19442000.000,,,,24537000.000,,,,26774000.000,,,,31715000.000
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,3689000.000,,,,2779000.000,,,,3110000.000,,,,4192000.000,,,,5316000.000,,,,7520000.000
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsDeferredRent,,,3506000.000,,,,2934000.000,,,,2337000.000,,,,4768000.000,,,,4755000.000,,,,49544000.000
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsSelfInsurance,,,,,,,,,,,,,,,,,,,1590000.000,,,,1689000.000
DeferredTaxAssetsValuationAllowance,,,1438000.000,,,,1609000.000,,,,0.000,,,,,,,,,,,,
DeferredTaxLiabilities,,,184842000.000,,,,180656000.000,,,,165352000.000,,,,,,,,36303000.000,,,,25614000.000
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,,173602000.000,,,,161181000.000,,,,144392000.000,,,,136140000.000,,,,128646000.000,,,,122482000.000
DeferredTaxLiabilitiesOther,,,,,,,,,,,72000.000,,,,598000.000,,,,375000.000,,,,219000.000
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,11240000.000,,,,19475000.000,,,,20888000.000,,,,32509000.000,,,,33125000.000,,,,88960000.000
DepositsReceivedForSecuritiesLoanedAtCarryingValue,,,14302000.000,,,,19314000.000,,,,0.000,,,,,,,,,,,,
DerivativeFixedInterestRate,,,0.049,0.049,,,,,,,,,,,,,,,,,,,
DerivativeLiabilities,2836000.000,2068000.000,,,,,,,,,,,,,,,,,,,,,
DerivativeVariableInterestRate,,,0.006,0.005,,,,,,,,,,,,,,,,,,,
DevelopmentInProcess,,,,,,,,,,,,,,,,,,,59940000.000,,,,0.000
DividendsPayableCurrentAndNoncurrent,,,,220590000.000,,,,0.000,,,,,,,,,,,,,,,
DraftsPayable,137787000.000,137294000.000,187575000.000,157350000.000,149930000.000,166011000.000,203132000.000,137621000.000,155513000.000,178151000.000,194971000.000,180648000.000,152164000.000,135095000.000,180099000.000,170212000.000,133579000.000,144307000.000,189083000.000,182460000.000,157518000.000,161444000.000,198839000.000
EquityMethodInvestmentOwnershipPercentage,,,0.500,,,,0.500,,,,,,,,,,,,,,,,
ExcessNetCapitalAt1500Percent,,,,,,121700000.000,,,,,,,,,,,,,,,,,
FairValueOfSecuritiesReceivedAsCollateralThatCanBeResoldOrRepledged,,,,290000000.000,299100000.000,311100000.000,334300000.000,325200000.000,306200000.000,318200000.000,339100000.000,340100000.000,351900000.000,347900000.000,320900000.000,318400000.000,323100000.000,315200000.000,302600000.000,275200000.000,263600000.000,248400000.000,269100000.000
FinancialInstrumentsSoldNotYetPurchasedAtFairValue,4061000.000,156000.000,161000.000,342000.000,,,366000.000,,232000.000,318000.000,211000.000,536000.000,80000.000,18000.000,302000.000,77000.000,1735000.000,226000.000,268000.000,279000.000,131000.000,85000.000,183000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,191949000.000,201858000.000,198139000.000,207971000.000,217919000.000,227890000.000,237681000.000,237055000.000,246823000.000,256555000.000,266285000.000,276002000.000,285698000.000,295332000.000,305154000.000,314137000.000,323673000.000,333207000.000,342740000.000,352263000.000,361773000.000,371276000.000,380775000.000
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,,,,,310630000.000,310629000.000,273878000.000,273877000.000,273877000.000,273877000.000,239576000.000,,,,207559000.000,,,,173065000.000,,,,138864000.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,19762000.000,9791000.000,39006000.000,29230000.000,,,38680000.000,,,,38288000.000,,,,38035000.000,,,,37218000.000
FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,,,,,,,,,19462000.000,9731000.000,,,,,,,,,,,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,37619000.000,37619000.000,36752000.000,36752000.000,36752000.000,36752000.000,34301000.000,,,,34768000.000,,,,34358000.000,,,,34201000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,37774000.000,37775000.000,37619000.000,37619000.000,37619000.000,37619000.000,36752000.000,,,,34833000.000,,,,34750000.000,,,,34358000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,38680000.000,38680000.000,37774000.000,37775000.000,37775000.000,37775000.000,37619000.000,,,,37276000.000,,,,34786000.000,,,,34750000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,39006000.000,39006000.000,38680000.000,38680000.000,38680000.000,38680000.000,37775000.000,,,,38161000.000,,,,37218000.000,,,,34786000.000
FiniteLivedIntangibleAssetsGross,,,695990000.000,695990000.000,701390000.000,701390000.000,701390000.000,690988000.000,690988000.000,690989000.000,690988000.000,,,,696039000.000,,,,694952000.000,,,,694952000.000
FiniteLivedIntangibleAssetsNet,,,497851000.000,488019000.000,483471000.000,473500000.000,463709000.000,453933000.000,444165000.000,434434000.000,424703000.000,,,,390885000.000,,,,352212000.000,,,,314177000.000
FurnitureAndFixturesGross,,,15932000.000,,,,18624000.000,,,,37868000.000,,,,,,,,,,,,
Goodwill,1329234000.000,1334086000.000,1334086000.000,1334086000.000,1362153000.000,1372987000.000,1371523000.000,1371523000.000,1371523000.000,1361361000.000,1361361000.000,1361361000.000,1361361000.000,1365838000.000,1365838000.000,1365838000.000,1365838000.000,1365838000.000,1365838000.000,1365838000.000,1365838000.000,1365838000.000,1365838000.000
HeldToMaturitySecurities,11651000.000,10131000.000,11167000.000,9152000.000,10154000.000,7676000.000,10202000.000,11683000.000,8669000.000,6761000.000,6853000.000,4847000.000,3346000.000,9345000.000,8594000.000,9350000.000,8599000.000,10847000.000,9847000.000,7847000.000,10866000.000,9864000.000,8862000.000
IncomeTaxReceivable,,,0.000,90000.000,6906000.000,1517000.000,5215000.000,0.000,0.000,9030000.000,0.000,,20855000.000,25404000.000,84000.000,0.000,9355000.000,17370000.000,0.000,,,2305000.000,
IncomeTaxesReceivable,18060000.000,8088000.000,,,,,,,,,,,,,,,,,,,,,
IntangibleAssetsNetExcludingGoodwill,558488000.000,547652000.000,537670000.000,527838000.000,523290000.000,513319000.000,503528000.000,493752000.000,483984000.000,474253000.000,464522000.000,454806000.000,445109000.000,440526000.000,430704000.000,420633000.000,411097000.000,401563000.000,392031000.000,382507000.000,372997000.000,363495000.000,353996000.000
