,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsAndNotesReceivableNet,982000.000,970000.000,900000.000,895000.000,767000.000,1316000.000,880000.000,768000.000,580000.000,573000.000,585000.000,501000.000,591000.000,534000.000,564000.000,609000.000,532000.000,499000.000,533000.000,476000.000,471000.000,284000.000,,
AccountsPayableRelatedPartiesCurrentAndNoncurrent,42000.000,63000.000,76000.000,68000.000,25000.000,40000.000,69000.000,68000.000,52000.000,81000.000,35000.000,68000.000,43000.000,42000.000,175000.000,82000.000,53000.000,47000.000,4000.000,54000.000,,39000.000,24000.000,74000.000
AccountsReceivableNet,,,,,,,,,,,,,,,,,,,,,,,105000.000,105000.000
AllowanceForDoubtfulAccountsReceivable,87000.000,144000.000,70000.000,14000.000,13000.000,5000.000,55000.000,55000.000,29000.000,39000.000,3000.000,3000.000,1000.000,3000.000,7000.000,3000.000,28000.000,0.000,1000.000,1000.000,,,2000.000,
Assets,43208000.000,41293000.000,39442000.000,38255000.000,36400000.000,34761000.000,33191000.000,31087000.000,29397000.000,27953000.000,25979000.000,24920000.000,23426000.000,22281000.000,20971000.000,19193000.000,17447000.000,15981000.000,13971000.000,12083000.000,10578000.000,9966000.000,7798000.000,5354000.000
CapitalLeasesFutureMinimumPaymentsReceivable,,,,,19388000.000,18272000.000,17118000.000,15968000.000,14827000.000,13704000.000,12584000.000,11472000.000,10366000.000,9253000.000,8140000.000,7027000.000,5913000.000,4800000.000,3687000.000,2574000.000,1460000.000,539000.000,1000.000,
CapitalLeasesFutureMinimumPaymentsReceivableCurrent,,,,,,,,4450000.000,4450000.000,4450000.000,4450000.000,4450000.000,4453000.000,4453000.000,4453000.000,3340000.000,3686000.000,3686000.000,3686000.000,2573000.000,,,1000.000,
CapitalLeasesFutureMinimumPaymentsReceivableInFourYears,,,,,3684000.000,3684000.000,3684000.000,,,,,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsReceivableInThreeYears,,,,,4450000.000,4450000.000,4450000.000,3684000.000,3684000.000,3684000.000,3684000.000,,1000.000,1000.000,1000.000,1000.000,,,,,,,,
CapitalLeasesFutureMinimumPaymentsReceivableInTwoYears,,,,,4450000.000,4450000.000,4450000.000,4450000.000,4450000.000,4450000.000,4450000.000,3684000.000,3686000.000,3686000.000,3686000.000,3686000.000,1000.000,1000.000,1000.000,1000.000,,,,
