,2011-01-02,2012-01-01,2012-12-30,2013-12-29,2014-12-28,2016-01-03,2017-01-01
AccretionExpense,,8120000.000,7973000.000,5942000.000,1187000.000,1204000.000,1220000.000
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,,,,,8546000.000,46718000.000,3257000.000
AdjustmentsToAdditionalPaidInCapitalIncomeTaxDeficiencyFromShareBasedCompensation,,1923000.000,-2906000.000,3431000.000,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,17688000.000,11473000.000,19613000.000,28243000.000,23231000.000,18141000.000
AdvertisingExpense,,,103147000.000,94498000.000,73454000.000,64312000.000,41064000.000
AllocatedShareBasedCompensationExpense,,,,,28243000.000,22956000.000,18141000.000
AllocatedShareBasedCompensationExpenseNetOfTax,,10652000.000,7187000.000,12318000.000,17814000.000,14576000.000,11621000.000
AmortizationOfFinancingCosts,,,4241000.000,2487000.000,2438000.000,5426000.000,7653000.000
AmortizationOfIntangibleAssets,,,32713000.000,55516000.000,42300000.000,54686000.000,48824000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,19294000.000,23406000.000,10823000.000,4946000.000,2323000.000,1558000.000
AssetImpairmentCharges,,,,15879000.000,10985000.000,25001000.000,16241000.000
CapitalExpendituresIncurredButNotYetPaid,,,22109000.000,41713000.000,45409000.000,31468000.000,11325000.000
CapitalLeaseObligationsIncurred,,,16280000.000,10767000.000,22255000.000,57226000.000,104119000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-37277000.000,-21870000.000,126791000.000,-312876000.000,,
CashAndCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,,,,,-307598000.000,72136000.000,-131020000.000
CashDividendsPaidToParentCompanyByConsolidatedSubsidiaries,,,0.000,170000000.000,210000000.000,,
CommonStockDividendsPerShareCashPaid,,0.080,0.100,0.180,0.210,0.225,0.245
ComprehensiveIncomeNetOfTax,,,12962000.000,29169000.000,100477000.000,121613000.000,
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,-126000.000,0.000,0.000,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,2960000.000,15346000.000,29043000.000,100477000.000,121613000.000,137206000.000
