,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
AccountsAndOtherReceivablesNetCurrent,,,,,,55445.000,76069.000,57533.000,64144.000,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,1553810.000,1594206.000,1638566.000,1509108.000,1485018.000,1433341.000,,,303001.000,,,,,,,
AccountsPayableAndAccruedLiabilitiesNoncurrent,581753.000,691774.000,801796.000,909427.000,1025896.000,466034.000,511406.000,577791.000,,,,,,,,
AccountsPayableCurrent,,,,,,,1408276.000,1182902.000,1408253.000,1098832.000,1049572.000,912252.000,1149055.000,993307.000,1094905.000,1227563.000
AccountsPayableInterestBearingInterestRate,,,,,0.090,0.090,,,,,,,,,,
AccountsPayableRelatedPartiesCurrent,,,,,,,,,,,,,225000.000,225000.000,,
AccountsReceivableNetCurrent,,,,,,,,,,,,,5354.000,,,
AccruedLiabilitiesCurrent,,,,,,,325335.000,399050.000,192034.000,172991.000,179508.000,174000.000,169898.000,351264.000,277728.000,285886.000
AccruedSalariesCurrent,,,,,,,,,,,,,50493.000,,,
AccumulatedAmortizationOfNoncurrentDeferredFinanceCosts,,,,,1695362.000,1695362.000,134713.000,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,103114.000,96707.000,163128.000,174632.000,201138.000,187436.000,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,,,66780.000,-55279.000,-105796.000,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-166406.000,33994.000,108787.000,28416.000,156729.000,113652.000,34440.000,101239.000,-20839.000,-71356.000,-76588.000,-8440.000,-115203.000,78988.000,39913.000,-66135.000
AdditionalPaidInCapital,2571221.000,2571221.000,2571221.000,2571221.000,2890971.000,7509374.000,7557147.000,8732602.000,10066688.000,12431924.000,12431924.000,12479914.000,12504825.000,12603087.000,12603087.000,12603087.000
Assets,1446926.000,1135582.000,850914.000,734870.000,828131.000,576734.000,275738.000,156621.000,128446.000,22992.000,4370.000,54103.000,138285.000,27921.000,288142.000,341625.000
AssetsCurrent,751038.000,666297.000,606417.000,639636.000,746653.000,511279.000,251430.000,143817.000,128446.000,22992.000,4370.000,54103.000,138285.000,27921.000,288142.000,341625.000
AssetsNoncurrent,695888.000,469285.000,244497.000,95234.000,81478.000,65455.000,24308.000,12804.000,,,,,,,,
CapitalizedComputerSoftwareGross,,,,,,,,,,,,,,102818.000,,
Cash,7748.000,5498.000,8163.000,8917.000,493703.000,259133.000,128271.000,24229.000,4883.000,6173.000,,,,,,
CashAndCashEquivalentsAtCarryingValue,7748.000,5498.000,8163.000,8917.000,493703.000,259133.000,128271.000,24229.000,4883.000,6173.000,1070.000,1969.000,9900.000,2854.000,6051.000,6245.000
CashFDICInsuredAmount,,,,,100000.000,250000.000,250000.000,100000.000,100000.000,250000.000,,,,250000.000,,
CommercialPaperAtCarryingValue,,,,,,1000000.000,400000.000,500000.000,500000.000,566000.000,,,,,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,300000000.000
CommonStockSharesIssued,78599287.000,78599287.000,78599287.000,78599287.000,81099287.000,101169293.000,101469293.000,134465321.000,137117265.000,143525892.000,143525892.000,143625892.000,143625892.000,143625892.000,143625892.000,143625892.000
CommonStockSharesOutstanding,78599287.000,78599287.000,78599287.000,78599287.000,81099287.000,101169293.000,101469293.000,134465321.000,137117265.000,143525892.000,143525892.000,143625892.000,143625892.000,143625892.000,143625892.000,143525892.000
CommonStockValue,7860.000,7860.000,7860.000,7860.000,8110.000,10117.000,10147.000,13446.000,13711.000,14354.000,14354.000,14364.000,14364.000,14364.000,14364.000,14364.000
ConvertibleLongTermNotesPayable,4850000.000,4850000.000,4850000.000,4850000.000,4850000.000,2000000.000,2000000.000,2000000.000,,,,,,,,
ConvertibleNotesPayableCurrent,,,,,,,,,1000000.000,,,,,,,
DebtCurrent,,,,,244655.000,295633.000,295633.000,295633.000,295633.000,295633.000,,,,,,
DebtInstrumentConvertibleCarryingAmountOfTheEquityComponent,,,,,,2850000.000,2850000.000,4035000.000,5035000.000,2000000.000,,,,,,
