,2011-11-14,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,174483.000,,,,,,,,,,,,,
AccountsPayableCurrent,,,,8756.000,14241.000,14418.000,14538.000,14627.000,14717.000,14592.000,14610.000,566770.000,,,,,,,,,1382335.000,27.000
AccountsReceivableNetCurrent,,,,2659916.000,4033576.000,3077534.000,3662408.000,594046.000,,,,,3267810.000,2180907.000,2711796.000,2728726.000,3645907.000,4460158.000,4711400.000,5101893.000,7798031.000,6317837.000
AccruedLiabilitiesCurrent,,5329.000,2360.000,165099.000,163549.000,191187.000,154821.000,164414.000,174483.000,189939.000,206375.000,222416.000,154261.000,143356.000,140842.000,135623.000,192550.000,182962.000,199009.000,177367.000,414141.000,282403.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,102266.000,123251.000,143451.000,165407.000,186733.000,209301.000,-227815.000,248427.000,268758.000,289266.000,310753.000,331374.000,329755.000,416521.000,487290.000,362961.000,390837.000,401535.000,430901.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,349007.000,373062.000,453198.000,671631.000,867869.000,1036323.000,724567.000,768649.000,768340.000,787787.000,937626.000,943055.000,-195141.000,-1989695.000,-1683369.000,-3112900.000,-2822954.000,-4145398.000,-4007691.000
AdditionalPaidInCapital,,69980.000,48470.000,7113611.000,7113611.000,7113611.000,17011131.000,17011131.000,17011131.000,17011131.000,17011131.000,17011131.000,17011131.000,17011131.000,32187299.000,37911576.000,37592346.000,37592347.000,38781666.000,38781666.000,38791666.000,38791666.000
AdvancesOnInventoryPurchases,,,,2823193.000,5282712.000,1891376.000,676682.000,178947.000,,,,,,,,,,,,,,
Assets,,11150.000,0.000,12277204.000,15300429.000,19084961.000,36011161.000,38194396.000,38337695.000,37808388.000,37713313.000,38161363.000,40276350.000,42850018.000,60831067.000,60640455.000,64516018.000,67652217.000,69728653.000,73176410.000,73854552.000,76136120.000
AssetsCurrent,,,,11851951.000,14870502.000,18175877.000,33018970.000,35206817.000,35377268.000,34895699.000,34819530.000,35290076.000,37714910.000,40650141.000,58499403.000,57107167.000,55720659.000,55408676.000,51075613.000,49165875.000,50000759.000,52041708.000
AssetsNoncurrent,,,,,,,,,,,,,,2022317.000,1657014.000,1665059.000,7050778.000,10541777.000,18146995.000,23535612.000,23423794.000,23680967.000
CapitalizedComputerSoftwareGross,,,,,,,25856.000,26016.000,26176.000,25952.000,25984.000,25984.000,26000.000,26096.000,48144.000,46286.000,45432.000,53451.000,51886.000,51692.000,49649.000,50035.000
Cash,,11150.000,0.000,5859028.000,5215738.000,12925136.000,28250704.000,34103698.000,35146245.000,34666654.000,34637591.000,34566031.000,,,,,,,,46282021.000,,
CashAndCashEquivalentsAtCarryingValue,,,,,,,,,,,,,34447100.000,38466461.000,55784833.000,54378441.000,52074752.000,50948518.000,46282021.000,43903921.000,42085769.000,45308902.000
CashAndCashEquivalentsFairValueDisclosure,,,,,,,,,,,,,,,,,,48600000.000,46200000.000,46200000.000,27700000.000,30200000.000
CommitmentsAndContingencies,,,,,,,,,,,,,,,,,,,,1766305.000,,
CommonStockParOrStatedValuePerShare,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000
CommonStockSharesIssued,,2390013.000,23900130.000,23900130.000,23900130.000,23900130.000,38380130.000,38380130.000,38380130.000,38380130.000,38380130.000,38380130.000,38380130.000,38380130.000,58510130.000,58510130.000,58510130.000,58510130.000,73510130.000,73510130.000,73510130.000,73510130.000
CommonStockSharesOutstanding,,2390013.000,23900130.000,23900130.000,23900130.000,23900130.000,38380130.000,38380130.000,38380130.000,38380130.000,38380130.000,38380130.000,38380130.000,38380130.000,58510130.000,58510130.000,58510130.000,58510130.000,73510130.000,73510130.000,73510130.000,73510130.000
CommonStockValue,,2390.000,23900.000,23900.000,23900.000,23900.000,38380.000,38380.000,38380.000,38380.000,38380.000,38380.000,38380.000,38380.000,58510.000,58510.000,58510.000,58510.000,73510.000,73510.000,73510.000,73510.000
CustomerAdvancesCurrent,,,,73022.000,,,,,,,,,,,,,,,,,,
DeferredTaxAssetsGrossCurrent,,,,,,,,,,,,,,,,,,,,,,113900.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,,30275.000,52677.000,70424.000,,,,,,,,,,
DepositsAssetsNoncurrent,,,,,,,,,,,,27206.000,14223.000,,,,,,,,,
DividendsPayableCurrent,,,,,,,,,,,,,,,,,,,,186122.000,,319177.000
DueFromRelatedPartiesNoncurrent,,,,,,,,,,,,,,,,,,,,,23349800.000,23531539.000
DueToRelatedPartiesCurrent,,,,,,,62172.000,77738.000,143222.000,147166.000,147317.000,147317.000,241561.000,275192.000,294525.000,302187.000,335655.000,362319.000,354913.000,408996.000,434324.000,728549.000
DueToRelatedPartiesCurrentAndNoncurrent,,,,,,,,,143222.000,,,,,,,,,,,,,
EmployeeRelatedLiabilitiesCurrent,,,,46863.000,36101.000,56944.000,74383.000,29547.000,21628.000,20869.000,20724.000,20968.000,22687.000,23087.000,38695.000,43546.000,47891.000,47023.000,67044.000,56848.000,54708.000,56134.000
FiniteLivedComputerSoftwareGross,,,,,25328.000,25472.000,,,,,,,,,,,,,,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,2123.000,4309.000,6504.000,8725.000,10813.000,12992.000,15157.000,17333.000,19572.000,22372.000,25365.000,28683.000,38336.000,38907.000,40448.000,40469.000,42417.000
FiniteLivedIntangibleAssetsGross,,,,,25328.000,25472.000,25856.000,26016.000,,,,,,,,,,,,,,
ForeignCurrencyExchangeRateTranslation1,,,,0.158,0.158,,,,0.164,0.162,0.162,0.162,0.163,0.163,0.163,0.157,,,,,,
IntangibleAssetsNetExcludingGoodwill,,,,,25328.000,23349.000,21547.000,19512.000,17451.000,15139.000,12992.000,10827.000,8667.000,6524.000,25772.000,20921.000,16749.000,15115.000,12979.000,11244.000,9180.000,7618.000
InterestReceivableCurrent,,,,,,,,,,,,,,,,,,,,,100176.000,403823.000
InventoryNet,,,,313310.000,265665.000,271712.000,192665.000,189711.000,165407.000,163991.000,152257.000,704417.000,,2773.000,2774.000,,,,76878.000,138042.000,1785.000,1964.000
InventoryValuationReserves,,,,,0.000,0.000,,,,,,,,,,,,,,,,
InvestmentOwnedAtCost,,,,,,,,,,,,,,,,,5780000.000,5780000.000,5780000.000,5700000.000,,
InvestmentOwnedUnderlyingFaceAmountAtMarketValue,,,,,,,,,,,,,,,,,,34370000.000,34370000.000,33880000.000,,
Investments,,,,,,,,,,,,,,,,,5852430.000,9739865.000,17780799.000,23360531.000,,
Liabilities,,35509.000,37509.000,879596.000,1007614.000,378985.000,443833.000,333006.000,387769.000,411485.000,433823.000,1008125.000,590757.000,571788.000,624725.000,633409.000,753093.000,777846.000,873221.000,0.000,2567145.000,1747204.000
LiabilitiesAndStockholdersEquity,,11150.000,0.000,12277204.000,15300429.000,19084961.000,36011161.000,38194396.000,38337695.000,37808388.000,37713313.000,38161363.000,40276350.000,42850018.000,60831067.000,60640455.000,64516018.000,67652217.000,69728653.000,73176410.000,73854552.000,76136120.000
LiabilitiesCurrent,,,,879596.000,1007614.000,378985.000,443833.000,333006.000,387769.000,411485.000,433823.000,1008125.000,590757.000,571788.000,624725.000,633409.000,753093.000,777846.000,873221.000,1766305.000,2567145.000,1747204.000
LiabilityForUncertainTaxPositionsCurrent,,,,,,0.000,,,,,,,,,,,,,,,,
MinorityInterest,,,,567826.000,712184.000,932088.000,1282927.000,1393818.000,1394515.000,1370472.000,1363224.000,1356151.000,1481776.000,1609248.000,1746128.000,14380766.000,18795971.000,20187390.000,20902190.000,21830425.000,21978002.000,23232047.000
MinorityInterestOwnershipPercentageByParent,,,,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.400,,,,,,
NotesPayableCurrent,,30180.000,35149.000,,,,,,,,,,,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDue,,,,1111666.000,1109750.000,1068174.000,1071481.000,104917.000,76635.000,,,,,,,,,,,153000.000,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,48323.000,190462.000,143659.000,96375.000,28614.000,76635.000,,,,,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,176657.000,176993.000,177999.000,179118.000,,,,,,,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,176657.000,176993.000,177999.000,179118.000,,,,,,,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,176657.000,176993.000,177999.000,179118.000,,,,,,,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,180058.000,181818.000,182852.000,184001.000,76303.000,,,,,,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,353314.000,206491.000,207666.000,253751.000,,,,,,,,,,,,,,,
