,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccruedLiabilitiesCurrent,19031.000,21787.000,26106.000,24157.000,23173.000,27088.000,33303.000,38140.000,7397.000,3897.000,10565.000,10817.000,10088.000,5877.000,9972.000,13332.000,7083.000,11918.000
AdditionalPaidInCapital,10798384.000,10798384.000,10805884.000,10833384.000,,,,,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,,,,,10833384.000,10833384.000,10833384.000,10833384.000,10993481.000,10993481.000,10993481.000,10993481.000,10993481.000,11048481.000,11048481.000,11048481.000,11048481.000,11048481.000
Assets,18156.000,12670.000,,27997.000,19763.000,16177.000,,5950.000,89590.000,63791.000,,,,,,,,
AssetsCurrent,18156.000,12670.000,9725.000,27997.000,19763.000,16177.000,7863.000,5950.000,89590.000,63791.000,51832.000,27084.000,8255.000,94258.000,80824.000,60184.000,31482.000,12178.000
Cash,,,,,,,7863.000,,,,47165.000,24292.000,,,,,,
CashAndCashEquivalentsAtCarryingValue,18156.000,12670.000,9725.000,27997.000,19763.000,16177.000,7863.000,5950.000,79090.000,55166.000,47165.000,24292.000,6088.000,87091.000,75532.000,56767.000,29315.000,9678.000
CommitmentsAndContingencies,,,,,,,,,,,0.000,,,,,0.000,0.000,0.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,1244902.000,1244902.000,1244902.000,1244902.000,1244902.000,1244902.000,1244902.000,1244902.000,2071644.000,2071644.000,2071644.000,2071644.000,2071644.000,2071644.000,2071544.000,2071544.000,2071544.000,2071544.000
CommonStockSharesOutstanding,1244902.000,1244902.000,1244902.000,1244902.000,1244902.000,1244902.000,1244902.000,1244902.000,2071644.000,2071644.000,2071644.000,2071644.000,2071644.000,2071644.000,2071544.000,2071544.000,2071544.000,2071544.000
CommonStockValue,1245.000,1245.000,1245.000,1245.000,1245.000,1245.000,1245.000,1245.000,2072.000,2072.000,2072.000,2072.000,2072.000,2072.000,2072.000,2072.000,2072.000,2072.000
ConvertibleLongTermNotesPayable,,,,,,,,,,,,,,62140.000,71695.000,81040.000,90490.000,100045.000
DeferredTaxAssetsNet,,,,,,,0.000,,,,0.000,,,,0.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,389000.000,,,,448000.000,,,,485000.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,,389000.000,,,,448000.000,,,,485000.000,,,
Liabilities,19031.000,21787.000,,24157.000,23173.000,27088.000,,38140.000,7397.000,3897.000,,,,68017.000,,,,
LiabilitiesAndStockholdersEquity,18156.000,12670.000,9725.000,27997.000,19763.000,16177.000,7863.000,5950.000,89590.000,63791.000,51832.000,27084.000,8255.000,94258.000,80824.000,60184.000,31482.000,12178.000
LiabilitiesCurrent,19031.000,21787.000,26106.000,24157.000,23173.000,27088.000,33303.000,38140.000,7397.000,3897.000,10565.000,10817.000,10088.000,5877.000,81667.000,94372.000,97573.000,111963.000
LiabilitiesNoncurrent,,,,,,,249628.000,,,,249628.000,,,,,,,
OperatingLossCarryforwards,,,,,,,1113000.000,,,,1179000.000,,,,1276000.000,,,
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000
PreferredStockSharesIssued,0.000,0.000,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,,,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseCurrent,,,,,,,,,10500.000,8625.000,4667.000,2792.000,2167.000,7167.000,5292.000,3417.000,2167.000,2500.000
RetainedEarningsAccumulatedDeficit,-10800504.000,-10808746.000,-10823510.000,-10830789.000,-10838039.000,-10845540.000,-10860069.000,-10866819.000,-10913360.000,-10935659.000,-10954286.000,-10979286.000,-10997386.000,-11024312.000,-11051396.000,-11084741.000,-11116644.000,-11150338.000
StockholdersEquity,-875.000,-9117.000,-16381.000,3840.000,-3410.000,-10911.000,-25440.000,-32190.000,82193.000,59894.000,41267.000,16267.000,-1833.000,26241.000,-843.000,-34188.000,-66091.000,-99785.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-875.000,-9117.000,,3840.000,-3410.000,-10911.000,,-32190.000,82193.000,59894.000,,,,26241.000,,,,
