,2011-10-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31
AccountsPayableAndAccruedLiabilitiesCurrent,5801.000,6301.000,7801.000,7850.000,10510.000,34676.000,22336.000,40036.000,17141.000,55122.000,122402.000
AdditionalPaidInCapital,47800.000,43400.000,43400.000,43400.000,43400.000,1197108.000,1247659.000,1298284.000,1359630.000,1642353.000,1794533.000
Assets,15384.000,5884.000,4714.000,7930.000,5369.000,1225261.000,1073131.000,982225.000,209331.000,176752.000,6897.000
AssetsCurrent,,5884.000,4714.000,7930.000,5369.000,303970.000,149118.000,58212.000,35318.000,2739.000,1897.000
Cash,,,,,,53970.000,148429.000,54212.000,27007.000,2739.000,1897.000
CashAndCashEquivalentsAtCarryingValue,15384.000,5884.000,4714.000,7930.000,5369.000,,148429.000,54212.000,27007.000,2739.000,1897.000
CommonStockParOrStatedValuePerShare,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,50000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000
CommonStockSharesIssued,2200000.000,66000000.000,66000000.000,66000000.000,66000000.000,68000000.000,68750000.000,68750000.000,71542799.000,73939612.000,75171243.000
CommonStockSharesOutstanding,2200000.000,66000000.000,66000000.000,66000000.000,66000000.000,68000000.000,68750000.000,68750000.000,71542799.000,73939612.000,75171243.000
CommonStockValue,2200.000,6600.000,6600.000,6600.000,6600.000,6800.000,6875.000,6875.000,7154.000,7394.000,7517.000
ConvertibleNotesPayable,,,,,,,,,15938.000,,
ConvertibleNotesPayableCurrent,,,,,,,,,,,111564.000
DeferredTaxAssetsGrossNoncurrent,,,,,32331.000,,,,,,
DeferredTaxAssetsNet,,,,,,,,,0.000,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,204711.000,,
DeferredTaxAssetsValuationAllowance,,,,,,,,,-204711.000,,
DeferredTaxAssetsValuationAllowanceNoncurrent,,,,,-32331.000,,,,,,
DerivativeLiabilities,,,,,,,,,214050.000,137770.000,498.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-71117.000,,,,,,,-462921.000,-1504533.000,-1829588.000,
DueToOfficersOrStockholdersCurrent,30700.000,,,,,99951.000,99951.000,99951.000,99951.000,99951.000,99951.000
DueToRelatedPartiesCurrent,,30700.000,30700.000,39951.000,39951.000,,,,,,
Liabilities,36501.000,,,,,,,,,,
LiabilitiesAndStockholdersEquity,15384.000,5884.000,4714.000,7930.000,5369.000,1225261.000,1073131.000,982225.000,209331.000,176752.000,6897.000
LiabilitiesCurrent,,37001.000,38501.000,47801.000,50461.000,134627.000,122287.000,139987.000,347080.000,356593.000,334415.000
MineralPropertiesNet,,,,,,921291.000,924013.000,924013.000,174013.000,174013.000,5000.000
OperatingLossCarryforwards,,,,,95092.000,,,,,,
OtherAssets,,,,,,921291.000,924013.000,924013.000,174013.000,174013.000,5000.000
PreferredStockParOrStatedValuePerShare,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000
PreferredStockSharesIssued,,,,0.000,0.000,,,,0.000,,
PreferredStockSharesOutstanding,,,,0.000,0.000,,,,0.000,,
PreferredStockValue,,0.000,,,,0.000,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseCurrent,0.000,,,,,,,4000.000,,0.000,0.000
PrepaidExpenseCurrentAndNoncurrent,,,,,,,,,8311.000,,
RetainedEarningsAccumulatedDeficit,,-81117.000,-83787.000,-89871.000,-95092.000,-113274.000,-303690.000,,,,-2129568.000
StockholdersEquity,-21117.000,-31117.000,-33787.000,-39871.000,-45092.000,1090634.000,950844.000,842238.000,-137749.000,-179841.000,-327518.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-21117.000,,,,,,,,,,
StockholdersEquityNoteSubscriptionsReceivable,,,,,,250000.000,689.000,,,,
