,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,9366.000,,,,,,,,,,,,,,,,,,128425.000
AccountsPayableOtherCurrent,43750.000,18750.000,18750.000,0.000,702900.000,0.000,,,,13600.000,13600.000,13600.000,13600.000,13600.000,13600.000,13600.000,13600.000,13600.000,
AccountsReceivableNetCurrent,,,,,127705.000,168949.000,100000.000,37099.000,70565.000,45055.000,7576.000,0.000,0.000,,,,,,2152.000
AccruedLiabilitiesCurrent,,,,,,151196.000,167716.000,132576.000,126430.000,159255.000,178395.000,160948.000,161370.000,152896.000,165263.000,142052.000,148165.000,130416.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,5096.000,11055.000,,,,,,,,,,,,,,,,,
AdditionalPaidInCapital,292795.000,292795.000,292795.000,434861.000,510709.000,1426035.000,1426035.000,1684239.000,1754099.000,1875955.000,1875955.000,1895446.000,1947896.000,1957635.000,2508274.000,2569122.000,2609056.000,2783310.000,2882381.000
AssetRetirementObligation,,,,,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,,,,10000.000,10000.000,44206.000
AssetRetirementObligationCurrent,,,,,,,,,,,,,,10000.000,10000.000,10000.000,,,55395.000
Assets,229193.000,179188.000,168034.000,152602.000,924731.000,1187689.000,1102760.000,1050714.000,1047606.000,1075371.000,597552.000,383503.000,360195.000,300248.000,330826.000,324464.000,293842.000,451991.000,500783.000
AssetsCurrent,52657.000,8611.000,22161.000,25479.000,203081.000,185580.000,100651.000,358588.000,309996.000,189562.000,385118.000,171069.000,142762.000,82815.000,88393.000,43831.000,13209.000,21358.000,24404.000
CapitalLeaseObligationsCurrent,,,,,,,,,,,,,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,
Cash,42641.000,8611.000,845.000,25479.000,75376.000,16631.000,651.000,46013.000,239431.000,144506.000,42042.000,171069.000,142762.000,82815.000,84835.000,40273.000,13209.000,11358.000,6228.000
CommitmentsAndContingencies,,,,,,,,,,,,,0.000,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,,,,,,,,,,,,,-501754.000,-501754.000,-72750.000,-60000.000,-25000.000,-37900.000,
CommonStockSharesAuthorized,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,13106500.000,13106500.000,13106500.000,13391200.000,13543200.000,14079400.000,14079400.000,14131400.000,14271400.000,14415400.000,14415400.000,14415400.000,14515400.000,14515400.000,15938908.000,16149908.000,16289908.000,16844908.000,17168908.000
CommonStockSharesOutstanding,13106500.000,13106500.000,13106500.000,13391200.000,13543200.000,14079400.000,14079400.000,14131400.000,14271400.000,14415400.000,14415400.000,14415400.000,14515400.000,14515400.000,15938908.000,16149908.000,16289908.000,16844908.000,17168908.000
CommonStockSharesSubscriptions,,,,,,,25000.000,,,,,,,,,,,,25000.000
CommonStockValue,13107.000,13107.000,13107.000,13391.000,13543.000,14079.000,14079.000,14131.000,14271.000,14415.000,14415.000,14415.000,14515.000,14515.000,15939.000,16150.000,16290.000,16845.000,17169.000
DebtInstrumentUnamortizedDiscount,,,,,,647762.000,647762.000,647762.000,,,,,,,,,,,
DeferredTaxAssetsNet,,,,,,,,,,,,,0.000,,,,0.000,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,,,,,840000.000,,,,920000.000,,
DeferredTaxAssetsValuationAllowance,,,,,,,,,,,,,840000.000,,,,920000.000,,
DepositAssets,,,,,,,,,,,,,,,,,,10000.000,10000.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,,,,,,,,,,1277409.000,,,,,,,,,
