,2011-06-30,2011-09-30,2012-03-31
AdjustmentsToAdditionalPaidInCapitalOther,,,360837.000
CashPeriodIncreaseDecrease,,,-483899.000
EarningsPerShareBasicAndDiluted,0.000,0.000,-0.020
GeneralAndAdministrativeExpense,110243.000,82774.000,374118.000
IncreaseDecreaseInAccountsPayable,,,-21448.000
IncreaseDecreaseInAccruedLiabilities,,,6134.000
IncreaseDecreaseInDueToAffiliates,,,-16669.000
IncreaseDecreaseInPrepaidExpense,,,77798.000
InvestmentIncomeInterest,21382.000,25760.000,13279.000
NetCashProvidedByUsedInInvestingActivities,,,-13279.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-13279.000
NetCashProvidedByUsedInOperatingActivities,,,-470620.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-470620.000
NetIncomeLoss,-88861.000,-57014.000,-360839.000
OperatingIncomeLoss,-110243.000,-82774.000,-374118.000
