,2011-04-01,2012-03-30,2012-06-29,2012-09-28,2012-12-28,2013-03-29,2013-06-28,2013-09-27,2013-12-27,2014-03-28,2014-07-04,2014-10-03,2015-01-02,2015-04-03,2015-07-03,2015-10-02,2016-01-01,2016-04-01,2016-07-01,2016-09-30,2016-12-30,2017-03-31
AccountsPayableCurrent,517000000.000,478000000.000,465000000.000,386000000.000,373000000.000,373000000.000,316000000.000,306000000.000,304000000.000,394000000.000,378000000.000,380000000.000,339000000.000,422000000.000,412000000.000,436000000.000,211000000.000,341000000.000,368000000.000,281000000.000,367000000.000,410000000.000
AccountsReceivableBilledForLongTermContractsOrPrograms,,,144000000.000,87000000.000,,,,,,,,,,,,,,,,,,
AccruedIncomeTaxesCurrent,18000000.000,11000000.000,,,,41000000.000,,,,-52000000.000,,,,23000000.000,,,,22000000.000,,,,21000000.000
AccruedIncomeTaxesNoncurrent,,1000000.000,,,,0.000,,,,,,,,,,,,,,,,
AccruedLiabilitiesCurrent,1291000000.000,1339000000.000,1264000000.000,1276000000.000,1275000000.000,1425000000.000,1255000000.000,1052000000.000,1250000000.000,1094000000.000,1001000000.000,908000000.000,1186000000.000,1239000000.000,1060000000.000,1028000000.000,800000000.000,720000000.000,778000000.000,787000000.000,844000000.000,998000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,3853000000.000,3703000000.000,3662000000.000,3624000000.000,3649000000.000,3467000000.000,3443000000.000,3521000000.000,3510000000.000,3620000000.000,3658000000.000,3682000000.000,3689000000.000,3461000000.000,3599000000.000,3567000000.000,2828000000.000,2894000000.000,2930000000.000,2976000000.000,2842000000.000,2816000000.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,-974000000.000,-1253000000.000,-1240000000.000,-1199000000.000,-1186000000.000,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,284000000.000,160000000.000,33000000.000,71000000.000,74000000.000,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-690000000.000,-1093000000.000,-1207000000.000,-1128000000.000,-1112000000.000,-1354000000.000,-1424000000.000,-1397000000.000,-1001000000.000,-898000000.000,311000000.000,181000000.000,141000000.000,21000000.000,75000000.000,-61000000.000,-106000000.000,-111000000.000,-169000000.000,-115000000.000,-286000000.000,-162000000.000
AdditionalPaidInCapital,2120000000.000,2168000000.000,2173000000.000,2181000000.000,2171000000.000,2167000000.000,2158000000.000,2211000000.000,2221000000.000,2304000000.000,2383000000.000,2339000000.000,2381000000.000,2286000000.000,2282000000.000,2312000000.000,2461000000.000,2439000000.000,2487000000.000,2515000000.000,2539000000.000,2565000000.000
AllowanceForDoubtfulAccountsReceivableCurrent,46000000.000,51000000.000,49000000.000,43000000.000,42000000.000,48000000.000,41000000.000,43000000.000,48000000.000,48000000.000,47000000.000,43000000.000,42000000.000,41000000.000,43000000.000,41000000.000,27000000.000,31000000.000,33000000.000,32000000.000,23000000.000,26000000.000
Assets,16120000000.000,11189000000.000,,,11260000000.000,11251000000.000,10866000000.000,10773000000.000,11226000000.000,11389000000.000,11420000000.000,10573000000.000,10653000000.000,10201000000.000,10116000000.000,10013000000.000,7989000000.000,7736000000.000,8857000000.000,8819000000.000,8302000000.000,8663000000.000
AssetsCurrent,7557000000.000,4883000000.000,4799000000.000,5468000000.000,5618000000.000,5673000000.000,5360000000.000,5327000000.000,5408000000.000,5628000000.000,5649000000.000,5076000000.000,5186000000.000,4905000000.000,4796000000.000,4445000000.000,3861000000.000,3412000000.000,3404000000.000,3326000000.000,3048000000.000,3247000000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,,,,,,0.000,0.000,,,,
BusinessAcquisitionContingentConsiderationPotentialCashPayment,,,,,,,,,137000000.000,,,,,,,,,,,,,
CapitalLeaseObligationsCurrent,,-161000000.000,,,,182000000.000,,,,-178000000.000,,,,138000000.000,,,,72000000.000,65000000.000,49000000.000,36000000.000,37000000.000
CapitalLeaseObligationsNoncurrent,,413000000.000,,,,379000000.000,,,,333000000.000,,,,215000000.000,,,,69000000.000,,,,67000000.000
CapitalLeasedAssetsGross,730000000.000,940000000.000,,,,1095000000.000,,,,,,,,1043000000.000,,,,699000000.000,,,,738000000.000
CapitalLeasesFutureMinimumPaymentsDue,,755000000.000,,,,739000000.000,,,,690000000.000,,,,522000000.000,,,,150000000.000,,,,107000000.000
CapitalLeasesFutureMinimumPaymentsDueCurrent,,192000000.000,,,,221000000.000,,,,227000000.000,,,,174000000.000,,,,78000000.000,,,,37000000.000
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,47000000.000,,,,38000000.000,,,,34000000.000,,,,35000000.000,,,,5000000.000,,,,1000000.000
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,86000000.000,,,,73000000.000,,,,49000000.000,,,,41000000.000,,,,13000000.000,,,,10000000.000
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,137000000.000,,,,115000000.000,,,,99000000.000,,,,59000000.000,,,,19000000.000,,,,23000000.000
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,174000000.000,,,,195000000.000,,,,167000000.000,,,,110000000.000,,,,35000000.000,,,,36000000.000
CapitalLeasesFutureMinimumPaymentsDueThereafter,,119000000.000,,,,97000000.000,,,,114000000.000,,,,103000000.000,,,,0.000,,,,0.000
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,181000000.000,,,,178000000.000,,,,179000000.000,,,,169000000.000,,,,9000000.000,,,,3000000.000
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,574000000.000,,,,561000000.000,,,,511000000.000,,,,353000000.000,,,,141000000.000,,,,104000000.000
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,199000000.000,341000000.000,,,,465000000.000,,,,,,,,622000000.000,,,,563000000.000,,,,598000000.000
CapitalizedComputerSoftwareNet,562000000.000,649000000.000,642000000.000,634000000.000,628000000.000,611000000.000,611000000.000,603000000.000,610000000.000,650000000.000,813000000.000,794000000.000,776000000.000,751000000.000,747000000.000,774000000.000,729000000.000,712000000.000,854000000.000,,,
