,2011-11-30,2012-02-29,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28
AllocatedShareBasedCompensationExpense,,,13356.000,,,,,,,,,,,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,,,,4733334.000,3333334.000,,,4008333.000,4008333.000,,,3333333.000,3333333.000
CapitalExpendituresIncurredButNotYetPaid,,,,,,,,,,,,,,,,,,,2731152.000,,
CapitalLeaseObligationsIncurred,,,0.000,,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,,,,,,,,,,,119306.000,,,,-212219.000,,
CashPeriodIncreaseDecrease,,,826061.000,,,,350983.000,,,,192370.000,,,,,,,,,,
CostOfGoodsSold,5140878.000,3960606.000,5604017.000,4175786.000,3687258.000,5361391.000,4365545.000,3635151.000,3803454.000,6303477.000,4737213.000,4260438.000,2431250.000,6840291.000,4629316.000,3539834.000,4574839.000,8847050.000,6876443.000,7992441.000,6234807.000
CurrentIncomeTaxExpenseBenefit,,,199400.000,9900.000,17600.000,321100.000,-237000.000,,-53000.000,,152700.000,-368383.000,,,,,,,,,
DeferredIncomeTaxExpenseBenefit,,,-208900.000,,,,-253000.000,,,,152700.000,,,,,,,,,,
DeferredIncomeTaxesAndTaxCredits,,,,,,,,,,,,,,,-5285.000,,,,-18850.000,,
Depreciation,,,,,,,,,,,,,,,,,,,518576.000,,
DepreciationAndAmortization,,,334385.000,,,,337236.000,,,,343333.000,,,,388324.000,,,,527816.000,,
EarningsPerShareBasic,,,0.030,0.000,0.000,0.060,0.060,,-0.010,,0.010,,-0.010,,0.000,,,,,,
EarningsPerShareBasicAndDiluted,0.010,0.000,,,,,,-0.010,,,,-0.030,0.010,,0.000,-0.000,-0.010,0.020,0.000,0.000,0.030
EarningsPerShareDiluted,,,0.030,0.000,0.000,0.050,0.050,,-0.010,,0.010,,-0.010,,0.000,,,,,,
EntityWideRevenueMajorCustomerPercentage,,,0.730,,,,,,,,,,,,,,,,,,
EquipmentExpense,,,,,,,,,,,357500.000,,,,,,,,,,
GrossProfit,1072623.000,915250.000,1524849.000,883332.000,830195.000,2018356.000,2145372.000,726339.000,729308.000,1741290.000,1329158.000,-335361.000,1253794.000,1777139.000,940665.000,880376.000,705641.000,2222684.000,967818.000,1229270.000,2459044.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,,767367.000,126877.000,156615.000,1194351.000,1347878.000,-12724.000,-151076.000,907548.000,505373.000,-1026435.000,480544.000,1080850.000,43111.000,151086.000,-127570.000,1265062.000,8158.000,258826.000,1423033.000
IncomeTaxExpenseBenefit,,,,,,,,,,,,,143728.000,,-5285.000,33935.000,-67750.000,534655.000,-18850.000,73400.000,502150.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,61591.000,,,,29742.000,,,,69109.000,,,,1817402.000,,,,-237270.000,,
IncreaseDecreaseInAccountsReceivable,,,,,,,-178178.000,,,,966704.000,,,,349570.000,,,,-937275.000,,
IncreaseDecreaseInAccountsReceivableRelatedParties,,,,,,,,,,,-115604.000,,,,-33076.000,,,,-14492.000,,
IncreaseDecreaseInInventories,,,109796.000,,,,-212629.000,,,,-405953.000,,,,624923.000,,,,14003.000,,
IncreaseDecreaseInOtherNoncurrentAssets,,,2290.000,,,,,,,,,,,,,,,,-200.000,,
IncreaseDecreaseInOtherOperatingAssets,,,,,,,,,,,,,,,1303.000,,,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-76799.000,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInPrepaidExpense,,,,,,,-101744.000,,,,67530.000,,,,,,,,,,
IncreaseDecreaseInPrepaidExpensesOther,,,,,,,,,,,,,,,-10249.000,,,,-51935.000,,
IncreaseDecreaseInReceivables,,,329111.000,,,,,,,,,,,,,,,,,,
IncrementalCommonSharesAttributableToCallOptionsAndWarrants,,,844565.000,1336364.000,1443322.000,,1453846.000,0.000,,,1624528.000,0.000,704839.000,,,,,,,579167.000,573913.000
InterestExpense,-212544.000,-201583.000,-208843.000,-210511.000,-200668.000,-208875.000,201181.000,197094.000,236255.000,212038.000,208843.000,202574.000,,,,,,,,,
InterestExpenseOther,,,,,,,,,,,,,200151.000,,195412.000,191964.000,232105.000,242947.000,236631.000,306169.000,290087.000
InterestIncomeExpenseNet,,-196651.000,,,,,,,,,,,,,,,,,,,
InterestPaid,,,108431.000,,,,85689.000,,,,101299.000,,,,126646.000,,,,191333.000,,
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,,,-22782.000,,,,,,,,,,,,,,,,,,
