,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsAndOtherReceivablesNetCurrent,,,,,,,,,,,,,,,,,,,,,,,,,623000000.000
AccountsPayableCurrent,1305000000.000,1189000000.000,1080000000.000,1433000000.000,1050000000.000,1160000000.000,1912000000.000,2444000000.000,1985000000.000,1936000000.000,1819000000.000,2391000000.000,1892000000.000,1782000000.000,1801000000.000,2271000000.000,1920000000.000,1920000000.000,2078000000.000,2400000000.000,2086000000.000,2221000000.000,2138000000.000,2994000000.000,2203000000.000
AccountsReceivableFromSecuritization,,,,,,,,,,,,,,2118000000.000,2069000000.000,1973000000.000,2016000000.000,2046000000.000,2037000000.000,1748000000.000,1714000000.000,1943000000.000,2139000000.000,1893000000.000,
AccountsReceivableNetCurrent,,,,,,,,,,,,,,,,,,,,,,,,,1682000000.000
AccrualForEnvironmentalLossContingencies,,,,,,,85000000.000,75000000.000,71000000.000,67000000.000,64000000.000,79000000.000,81000000.000,82000000.000,105000000.000,97000000.000,96000000.000,98000000.000,97000000.000,97000000.000,104000000.000,118000000.000,119000000.000,98000000.000,98000000.000
AccruedIncomeTaxesCurrent,382000000.000,358000000.000,438000000.000,431000000.000,369000000.000,359000000.000,,,,,,,,,,,,,,,,,,,
AccumulatedDeferredInvestmentTaxCredit,361000000.000,368000000.000,377000000.000,384000000.000,381000000.000,379000000.000,462000000.000,458000000.000,454000000.000,450000000.000,446000000.000,442000000.000,438000000.000,435000000.000,431000000.000,427000000.000,424000000.000,420000000.000,416000000.000,472000000.000,493000000.000,492000000.000,486000000.000,493000000.000,537000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,18491000000.000,18607000000.000,18905000000.000,18789000000.000,-19086000000.000,19101000000.000,32318000000.000,31969000000.000,32501000000.000,32511000000.000,33136000000.000,33625000000.000,33519000000.000,33977000000.000,34545000000.000,34824000000.000,35400000000.000,35826000000.000,37479000000.000,37665000000.000,38154000000.000,38412000000.000,38812000000.000,39406000000.000,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,3000000.000,,,,,,,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,30000000.000,89000000.000,-188000000.000,-234000000.000,-174000000.000,-320000000.000,-340000000.000,-306000000.000,-289000000.000,-376000000.000,-380000000.000,-399000000.000,-377000000.000,-355000000.000,-456000000.000,-543000000.000,-672000000.000,-648000000.000,-778000000.000,-806000000.000,-766000000.000,-717000000.000,-721000000.000,-93000000.000,-85000000.000
AdditionalCollateralAggregateFairValue,10000000.000,6000000.000,4000000.000,5000000.000,11000000.000,6000000.000,259000000.000,230000000.000,202000000.000,246000000.000,200000000.000,205000000.000,26000000.000,76000000.000,86000000.000,407000000.000,326000000.000,270000000.000,296000000.000,304000000.000,430000000.000,348000000.000,171000000.000,34000000.000,40000000.000
AdditionalPaidInCapitalCommonStock,21027000000.000,21045000000.000,21061000000.000,21132000000.000,21121000000.000,21140000000.000,39249000000.000,39279000000.000,39263000000.000,39284000000.000,39317000000.000,39365000000.000,39372000000.000,39389000000.000,39388000000.000,39405000000.000,39413000000.000,37933000000.000,37953000000.000,37968000000.000,37969000000.000,37984000000.000,37997000000.000,38741000000.000,38742000000.000
AllowanceForDoubtfulAccountsPremiumsAndOtherReceivables,,,,,,,,,,,,,54000000.000,54000000.000,52000000.000,51000000.000,54000000.000,55000000.000,54000000.000,53000000.000,55000000.000,56000000.000,54000000.000,54000000.000,
AllowanceForDoubtfulAccountsReceivable,38000000.000,39000000.000,39000000.000,40000000.000,42000000.000,,43000000.000,44000000.000,42000000.000,42000000.000,42000000.000,,,,,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,37000000.000,39000000.000,35000000.000,35000000.000,37000000.000,,31000000.000,34000000.000,32000000.000,32000000.000,31000000.000,30000000.000,17000000.000,18000000.000,16000000.000,17000000.000,16000000.000,17000000.000,17000000.000,18000000.000,18000000.000,23000000.000,25000000.000,14000000.000,
AmountOfRestrictedNetAssetsForConsolidatedAndUnconsolidatedSubsidiaries,,,,,,,,10300000000.000,,,,,,,,,,,,,,,,,
AssetRetirementObligation,,,,1936000000.000,,,,5176000000.000,,,,4958000000.000,,,8499000000.000,8466000000.000,,9490000000.000,9713000000.000,10264000000.000,,,10830000000.000,10611000000.000,
AssetRetirementObligationCurrent,,,,,,,,,,,,,,,,,,,,,,,539000000.000,411000000.000,404000000.000
AssetRetirementObligationLegallyRestrictedAssetsFairValue,,,,,,,,,,,,4769000000.000,,,,5182000000.000,,,,4670000000.000,,,,5099000000.000,
AssetRetirementObligationsNoncurrent,1843000000.000,1869000000.000,1905000000.000,1936000000.000,1965000000.000,1999000000.000,4846000000.000,5169000000.000,5229000000.000,5284000000.000,5341000000.000,4950000000.000,4994000000.000,5030000000.000,8499000000.000,8466000000.000,8541000000.000,9490000000.000,9713000000.000,10264000000.000,10269000000.000,10231000000.000,10291000000.000,10200000000.000,10186000000.000
Assets,58986000000.000,59792000000.000,60776000000.000,62526000000.000,61799000000.000,63031000000.000,112008000000.000,113856000000.000,113666000000.000,114100000000.000,114590000000.000,114779000000.000,113792000000.000,115173000000.000,119656000000.000,120709000000.000,122142000000.000,118575000000.000,121033000000.000,121156000000.000,121709000000.000,122654000000.000,129686000000.000,132761000000.000,134108000000.000
AssetsCurrent,5545000000.000,5634000000.000,6273000000.000,6880000000.000,5924000000.000,6487000000.000,10106000000.000,10122000000.000,9549000000.000,9875000000.000,10418000000.000,10516000000.000,10565000000.000,11515000000.000,11575000000.000,11575000000.000,12322000000.000,9598000000.000,10195000000.000,8322000000.000,7943000000.000,8097000000.000,13534000000.000,8039000000.000,8005000000.000
AssetsFairValueDisclosure,,,,2655000000.000,2986000000.000,2889000000.000,5012000000.000,5048000000.000,5366000000.000,5363000000.000,5464000000.000,5712000000.000,5754000000.000,5946000000.000,5839000000.000,6018000000.000,5943000000.000,6005000000.000,6009000000.000,6240000000.000,6331000000.000,6506000000.000,6585000000.000,6716000000.000,6832000000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,,515000000.000,409000000.000,335000000.000,364000000.000,354000000.000,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,,,,,,,,,,,,,2341000000.000,2195000000.000,,,,,,,,,,,
AuctionRateSecuritiesNoncurrent,,,,,,,,29000000.000,28000000.000,,,,,,,,,,,,,,,,
AvailableForSaleSecurities,,,,,,,,,,,5323000000.000,5551000000.000,5611000000.000,5806000000.000,5747000000.000,5901000000.000,5881000000.000,5954000000.000,5976000000.000,6214000000.000,6298000000.000,6398000000.000,6519000000.000,6554000000.000,6744000000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,,,,,,,,,,,,2320000000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,,,,,,,,,,,,57000000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,502000000.000,401000000.000,715000000.000,584000000.000,612000000.000,604000000.000,322000000.000,484000000.000,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,11000000.000,9000000.000,51000000.000,17000000.000,6000000.000,,,,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,45000000.000,48000000.000,34000000.000,25000000.000,21000000.000,,,,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,190000000.000,,235000000.000,240000000.000,,212000000.000,363000000.000,392000000.000,398000000.000,366000000.000,434000000.000,426000000.000,499000000.000,440000000.000,457000000.000,464000000.000,488000000.000,500000000.000,635000000.000,598000000.000,559000000.000,511000000.000,529000000.000,515000000.000,514000000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,186000000.000,,292000000.000,318000000.000,,345000000.000,428000000.000,403000000.000,435000000.000,392000000.000,394000000.000,431000000.000,433000000.000,459000000.000,452000000.000,571000000.000,603000000.000,642000000.000,781000000.000,775000000.000,769000000.000,660000000.000,655000000.000,653000000.000,640000000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue,461000000.000,,383000000.000,381000000.000,,471000000.000,776000000.000,774000000.000,788000000.000,772000000.000,790000000.000,804000000.000,774000000.000,793000000.000,795000000.000,791000000.000,804000000.000,824000000.000,812000000.000,828000000.000,915000000.000,991000000.000,1015000000.000,946000000.000,986000000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,49000000.000,,115000000.000,141000000.000,,164000000.000,325000000.000,312000000.000,328000000.000,340000000.000,185000000.000,89000000.000,59000000.000,57000000.000,33000000.000,178000000.000,110000000.000,86000000.000,74000000.000,120000000.000,136000000.000,88000000.000,92000000.000,94000000.000,82000000.000
