,2012-03-31
AmortizationOfDebtDiscountPremium,84082.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-272426.000
CostsAndExpenses,562821.000
DepletionOfOilAndGasProperties,26012.000
Depreciation,126936.000
EarningsPerShareBasicAndDiluted,-0.010
ExtraordinaryItemsGross,157562.000
GainLossOnSaleOfInvestments,-349894.000
GainLossOnSaleOfOilAndGasProperty,346184.000
GeneralInsuranceExpense,17494.000
ImpairmentOfOilAndGasProperties,60000.000
IncomeLossBeforeExtraordinaryItemsAndCumulativeEffectOfChangeInAccountingPrinciple,-462451.000
IncreaseDecreaseInAccountsPayableTrade,219788.000
IncreaseDecreaseInAccountsReceivable,11920.000
InterestExpenseLongTermDebt,445618.000
InterestPaid,20841.000
LegalFees,2307.000
NetCashProvidedByUsedInFinancingActivities,1775543.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,1775543.000
NetCashProvidedByUsedInInvestingActivities,-1823992.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-1823992.000
NetCashProvidedByUsedInOperatingActivities,-223977.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-223977.000
NetIncomeLoss,-620013.000
OilAndGasProductionExpense,18999.000
OilAndGasRevenue,85923.000
OperatingIncomeLoss,-476898.000
OtherExpenses,-14447.000
OtherExtraordinaryGainLoss,-157562.000
OtherGeneralAndAdministrativeExpense,48475.000
PaymentsToAcquirePropertyPlantAndEquipment,1609919.000
PaymentsToAcquireWaterAndWasteWaterSystems,500000.000
PaymentsToExploreAndDevelopOilAndGasProperties,254073.000
ProceedsFromIssuanceOfCommonStock,150000.000
ProceedsFromNotesPayable,1700000.000
ProceedsFromSaleOfOilAndGasPropertyAndEquipment,540000.000
ProfessionalFees,15440.000
RepaymentsOfNotesPayable,74457.000
StockIssuedDuringPeriodValueNewIssues,150000.000
TravelAndEntertainmentExpense,15919.000
UnrealizedGainLossOnDerivatives,113881.000
WeightedAverageNumberOfDilutedSharesOutstanding,42894561.000
