,2011-09-30,2012-03-31,2012-06-30,2012-12-31,2013-03-31
AccountsPayableCurrent,,,,37491.000,
AdditionalPaidInCapital,,,,3062100.000,
Assets,,,,1696.000,
AssetsCurrent,,,,561.000,
CashAndCashEquivalentsAtCarryingValue,,,,561.000,
CommonStockAdditionalSeriesParOrStatedValuePerShare,,,,0.001,
CommonStockSharesAuthorized,,,,100000000.000,
CommonStockValue,,,,22929.000,
DepositsAssetsNoncurrent,,,,1135.000,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,,,,-3374614.000,
Liabilities,,,,291281.000,
LiabilitiesAndStockholdersEquity,,,,1696.000,
LiabilitiesCurrent,,,,291281.000,
NotesPayable,,,,249775.000,
PreferredStockAdditionalSeriesParOrStatedValuePerShare,,,,0.001,
PreferredStockSharesAuthorized,,,,10000000.000,
SharesIssued,,,,-289585.000,
StockholdersEquity,,,,-289585.000,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,,-289585.000,
