,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2015-03-31,2015-06-30,2016-06-30,2016-09-30,2017-03-31
AdjustmentOfWarrantsGrantedForServices,,,0.000,,,,84028.000,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,,,,,,,641637.000,,,,407036.000,,,,,,,
AdjustmentsToAdditionalPaidInCapitalEquityComponentOfConvertibleDebt,,,,,,,,,,,1727142.000,,,,,,,
AdjustmentsToAdditionalPaidInCapitalMarkToMarket,,,,,,,-188493.000,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,,,,,,,84028.000,,,,,,,,,,,
AdvertisingExpense,,,,,,,3853.000,16943.000,31002.000,7844.000,4805.000,0.000,,5000.000,10000.000,7000.000,,5000.000
AmortizationOfCapitalizedValueOfBusinessAcquiredAsset,,,,,,,,,,,,,,-1206949.000,,,,
AmortizationOfDebtDiscountPremium,3139.000,5288.000,4533.000,185392.000,243780.000,392114.000,421763.000,660334.000,794785.000,761622.000,786155.000,772139.000,749672.000,752359.000,1001924.000,1508607.000,1065142.000,794184.000
AmortizationOfDeferredLoanOriginationFeesNet,,,,,,,,,,,,,,,,-23532.000,-21471.000,-21665.000
AmortizationOfFinancingCosts,,,0.000,,,,,,,,,,,17361.000,,,,21665.000
AmortizationOfFinancingCostsAndDiscounts,,,4533.000,,,,377763.000,,,,728736.000,,,953494.000,,,,794184.000
AmortizationOfIntangibleAssets,,,0.000,,,,,,,,241389.000,,,263590.000,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,,,45863963.000,,,194495295.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-304320.000,,,,-135298.000,,,,-166778.000,,,,,,,
DebtConversionConvertedInstrumentAmount1,,,,,,,,,,,486278.000,,,-784768.000,,,,213129.000
DebtConversionConvertedInstrumentSharesIssued1,,,,,,,,,,,7613426.000,,,29796782.000,,,,35759409.000
DebtInstrumentInterestRateEffectivePercentageRateRangeMaximum,,,,,,,,,,,,,,0.100,,,,
