,2011-06-26,2011-09-25,2011-12-25,2012-03-25,2012-06-24,2012-09-23,2012-12-30,2013-03-31,2013-06-30,2013-09-29,2013-12-29,2014-03-30,2014-06-29,2014-09-28,2014-12-28,2015-03-29,2015-06-28,2015-09-27,2015-12-27,2016-03-27,2016-06-26,2016-09-25,2016-12-25,2017-03-26
AccountsPayableCurrent,11029000.000,11967000.000,13058000.000,11653000.000,10713000.000,13498000.000,10695000.000,9906000.000,11192000.000,13059000.000,8781000.000,9750000.000,8755000.000,14175000.000,13238000.000,15600000.000,14914000.000,14007000.000,16283000.000,14647000.000,14454000.000,13279000.000,15514000.000,13796000.000
AccountsReceivableNetCurrent,4998000.000,5043000.000,6403000.000,5802000.000,5567000.000,5829000.000,7728000.000,6663000.000,5878000.000,6157000.000,8181000.000,6281000.000,5647000.000,6406000.000,7079000.000,6734000.000,6211000.000,6781000.000,9617000.000,7537000.000,6065000.000,6481000.000,9587000.000,6482000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,,,4992000.000,,,,3881000.000,,,,3781000.000,,,,4623000.000,,,,4357000.000,
AccruedLiabilitiesCurrent,21067000.000,23051000.000,20183000.000,22852000.000,21766000.000,23295000.000,24724000.000,19997000.000,22568000.000,20025000.000,23651000.000,22569000.000,24674000.000,21382000.000,25975000.000,22592000.000,27279000.000,23780000.000,28869000.000,24663000.000,27435000.000,25347000.000,27351000.000,27076000.000
AccruedLiabilitiesForUnredeeemedGiftCards,,,,,7596000.000,6911000.000,12210000.000,9227000.000,8819000.000,7959000.000,12876000.000,9977000.000,9207000.000,8611000.000,12783000.000,10278000.000,9967000.000,9276000.000,14728000.000,11864000.000,12506000.000,11147000.000,18618000.000,14390000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,112729000.000,,,,126606000.000,,,,144291000.000,,,,157175000.000,,,,158430000.000,
Assets,230157000.000,236816000.000,247626000.000,246931000.000,248685000.000,257683000.000,263338000.000,252864000.000,254891000.000,254750000.000,254852000.000,245539000.000,245672000.000,246146000.000,251763000.000,252068000.000,252198000.000,252117000.000,248060000.000,241377000.000,237182000.000,237653000.000,166762000.000,158265000.000
AssetsCurrent,20876000.000,18966000.000,25177000.000,20789000.000,19121000.000,24386000.000,30957000.000,22899000.000,22074000.000,17852000.000,28207000.000,20865000.000,19308000.000,15745000.000,17889000.000,15904000.000,16309000.000,16101000.000,18968000.000,12332000.000,10832000.000,11535000.000,17283000.000,12287000.000
CashAndCashEquivalentsAtCarryingValue,7078000.000,4740000.000,10093000.000,5252000.000,3574000.000,7919000.000,13717000.000,5028000.000,5861000.000,2707000.000,7640000.000,3730000.000,5796000.000,346000.000,427000.000,357000.000,360000.000,379000.000,447000.000,320000.000,381000.000,388000.000,444000.000,377000.000
CommonStockNoParValue,0.000,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,100000000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,19312232000.000,19368344.000,19476559.000,19532052.000,19570619.000,19684284.000,19820428.000,19865894.000,19895854.000,19900583.000,19991927.000,20051403.000,20071335.000,20079592.000,20177174.000,20270065.000,20281212.000,20290695.000,20293296.000,20376207.000,20434403.000,20656917.000,21069454.000,21137799.000
CommonStockSharesOutstanding,19312232000.000,19368344.000,19476559.000,19532052.000,19570619.000,19684284.000,,,,,19358654.000,,,,15093893.000,,,,14758988.000,,,,15091594.000,
CommonStockValue,192429000.000,193074000.000,193034000.000,193710000.000,194459000.000,195322000.000,195512000.000,195997000.000,196802000.000,197543000.000,197913000.000,198211000.000,198908000.000,199511000.000,199718000.000,199637000.000,200035000.000,200399000.000,200739000.000,200794000.000,201124000.000,201717000.000,202561000.000,202814000.000
DebtCurrent,,,,,,,,,,,,,,,,,,,,,,4000000.000,,4000000.000
DeferredIncomeTaxLiabilities,,,,,,,5324000.000,,,,9039000.000,,,,11934000.000,,,,14931000.000,,,,18353000.000,
DeferredRentCreditNoncurrent,,,,,,,19762000.000,,,,20562000.000,,,,20874000.000,,,,21279000.000,,,,20667000.000,
DeferredRevenueCurrent,6483000.000,5678000.000,10863000.000,8036000.000,,,,,,,,,,,,,,,,,,,,
DeferredTaxAssetsGross,,,,,,,59696000.000,,,,65045000.000,,,,66265000.000,,,,72985000.000,,,,82546000.000,
DeferredTaxAssetsLiabilitiesNet,,,,,,,54372000.000,,,,56006000.000,,,,54331000.000,,,,58054000.000,,,,-489000.000,
DeferredTaxAssetsNet,,,,,,,,53100000.000,51700000.000,51800000.000,,55400000.000,54400000.000,54900000.000,,53900000.000,53700000.000,54100000.000,,57500000.000,57700000.000,59600000.000,,
DeferredTaxAssetsNetCurrent,2630000.000,2630000.000,2328000.000,2746000.000,3039000.000,3354000.000,2304000.000,2606000.000,1898000.000,3295000.000,2625000.000,2811000.000,3155000.000,3682000.000,3459000.000,3180000.000,3497000.000,3799000.000,3596000.000,,,,,
DeferredTaxAssetsNetNoncurrent,54737000.000,55275000.000,55811000.000,54621000.000,53038000.000,51825000.000,52068000.000,50453000.000,49807000.000,48537000.000,53381000.000,52627000.000,51286000.000,51205000.000,50872000.000,50708000.000,50188000.000,50252000.000,54458000.000,57497000.000,57686000.000,59560000.000,0.000,0.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,13000.000,,,,,,,,,,,,,,,,,
DeferredTaxAssetsOther,,,,,,,705000.000,,,,724000.000,,,,866000.000,,,,878000.000,,,,1575000.000,
DeferredTaxAssetsTaxCreditCarryforwards,,,,,,,17496000.000,,,,20007000.000,,,,23433000.000,,,,27116000.000,,,,34192000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,,5102000.000,,,,4976000.000,,,,4549000.000,,,,4253000.000,,,,619000.000,
