,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30
AccountsPayableCurrent,394825.000,415100.000,477181.000,129836.000,313854.000,463943.000,643118.000,374751.000,905086.000,1881369.000,1523152.000
AccountsReceivableNetCurrent,,,,,,4000.000,,,,,
AccruedIncomeTaxesCurrent,,,,,,,25985.000,32171.000,,,
AccruedLiabilitiesCurrent,18345.000,18345.000,20348.000,,139058.000,303213.000,444313.000,655830.000,3985771.000,4499357.000,4566010.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,6439429.000,6439429.000,6439429.000,6439429.000,,,,,,,
AdditionalPaidInCapital,7582118.000,8309929.000,8309929.000,44332503.000,21233603.000,21233603.000,20047003.000,21039002.000,21918926.000,22461293.000,23255907.000
Assets,721.000,1118.000,357.000,62173445.000,36644914.000,35180271.000,34740661.000,33449916.000,32849493.000,32347929.000,31243654.000
AssetsCurrent,,,,10372262.000,5189735.000,2728058.000,1492389.000,193344.000,584558.000,84828.000,81771.000
AssetsFairValueDisclosure,,,,,,,100000000.000,100000000.000,100000000.000,100000000.000,
CashAndCashEquivalentsAtCarryingValue,720.000,1117.000,356.000,7274693.000,2996312.000,1168272.000,678417.000,93779.000,564591.000,695.000,28267.000
CashFDICInsuredAmount,,,,,,,,,250000.000,,
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights,,,,,,,0.480,0.480,,,
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,,,,,,,10312500.000,10312500.000,,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000
CommonStockSharesIssued,76138859.000,76425248.000,76425248.000,80682390.000,80682390.000,80682390.000,80682390.000,80682390.000,80782390.000,81048806.000,81848806.000
CommonStockSharesOutstanding,76138859.000,76425248.000,76425248.000,80682390.000,80682390.000,80682390.000,80682390.000,80682390.000,80782390.000,81048806.000,81848806.000
CommonStockValue,7613.000,7641.000,7641.000,8067.000,8067.000,8067.000,8067.000,8068.000,8078.000,8105.000,8185.000
ConstructionInProgressGross,,,,200000.000,,,,,,,
ConvertibleNotesPayableCurrent,,,,,,,,,,,1200000.000
DebtCurrent,,,,,,,,,,,32684735.000
DebtInstrumentUnamortizedDiscount,,,,,,5177394.000,4669669.000,5312701.000,4868769.000,4458642.000,4623999.000
DebtInstrumentUnusedBorrowingCapacityAmount,,,,,,,656575.000,,,,
DeferredTaxAssetsGoodwillAndIntangibleAssets,,,,,2253800.000,,,,,,
DeferredTaxAssetsGross,,,,,4775587.000,,,,7021571.000,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,2521787.000,,,,4985286.000,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeCompensation,,,,,,,,,492641.000,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,,,,2181.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsImpairmentLosses,,,,,,,,,175763.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsLegalSettlements,,,,,,,,,1050000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsOther,,,,,,,,,221840.000,,
DeferredTaxAssetsValuationAllowance,,,,,4775587.000,,,,7021571.000,,
DerivativeFairValueOfDerivativeLiability,,,,,314500.000,,,,,,
DerivativeLiabilitiesNoncurrent,,,,,,,10725000.000,8020000.000,15677000.000,10835000.000,5309000.000
DueToOfficersOrStockholdersCurrent,98700.000,,,,,,,,,,
DueToRelatedPartiesCurrent,321381.000,115400.000,129557.000,154257.000,154257.000,154257.000,154257.000,154257.000,154257.000,278191.000,178191.000
EmployeeRelatedLiabilitiesCurrent,1384703.000,1353776.000,1548809.000,1528577.000,1398068.000,1398068.000,1398068.000,1398068.000,1407545.000,1723674.000,2138845.000
EscrowDeposit,,,,1601182.000,250000.000,749442.000,389507.000,30904.000,,,
InterestPayableCurrent,,,,62349.000,,,,,,,
