,2011-10-31,2012-01-31,2012-04-30,2013-01-31,2013-10-31,2014-04-30,2014-10-31,2015-01-31,2015-10-31
AccountsPayableAndAccruedLiabilitiesCurrent,600.000,600.000,600.000,60459.000,157669.000,253386.000,352597.000,421451.000,108044.000
AccountsPayableAndAccruedLiabilitiesNoncurrent,,,,,,,,,40539.000
AccountsReceivableNetCurrent,,,,,3444.000,2638.000,17238.000,9444.000,2224.000
AccruedProfessionalFeesCurrent,,,,,,,293671.000,330349.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,249.000,713.000,1929.000
AdditionalPaidInCapital,8100.000,42255.000,42255.000,37275.000,721270.000,981954.000,1969146.000,2358361.000,3921231.000
Assets,6346.000,27953.000,13370.000,42478.000,214059.000,158412.000,138110.000,97244.000,120724.000
AssetsCurrent,6346.000,27953.000,13370.000,42478.000,212692.000,157045.000,128857.000,88455.000,113151.000
CashAndCashEquivalentsAtCarryingValue,6346.000,27953.000,13370.000,42478.000,98406.000,49511.000,12113.000,10526.000,8816.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,480000000.000
CommonStockSharesIssued,9000000.000,12450000.000,12450000.000,62250000.000,62250000.000,65250000.000,78041774.000,84041774.000,2655557.000
CommonStockSharesOutstanding,9000000.000,12450000.000,12450000.000,62250000.000,62250000.000,65250000.000,78041774.000,84041774.000,2655557.000
CommonStockValue,900.000,1245.000,1245.000,6225.000,6225.000,6525.000,7804.000,8404.000,2656.000
ConvertibleDebt,,,,,,42316.000,,,
ConvertibleDebtCurrent,,,,,,29349.000,,,
ConvertibleLongTermNotesPayable,,,,,48978.000,43652.000,56695.000,91733.000,44991.000
ConvertibleNotesPayable,,,,,,842663.000,,,521122.000
ConvertibleNotesPayableCurrent,,,,,,-124759.000,62451.000,106535.000,666197.000
CustomerAdvancesCurrent,,,,167075.000,74565.000,204500.000,,,
DebtInstrumentConvertibleConversionPrice1,,,,,0.020,,,,
DebtInstrumentFaceAmount,,,,,516920.000,717904.000,,,
DebtInstrumentInterestRateStatedPercentage,,,,,0.100,0.100,,,
DebtInstrumentUnamortizedDiscount,,,,,635017.000,674252.000,876925.000,910718.000,1287519.000
InterestPayableCurrent,,,,,,,11513.000,26171.000,129063.000
InterestPayableCurrentAndNoncurrent,,,,,9795.000,31949.000,,,
InventoryNet,,,,,75258.000,44607.000,94036.000,62820.000,53258.000
Liabilities,600.000,600.000,600.000,227534.000,291007.000,562836.000,509812.000,674466.000,1007219.000
LiabilitiesAndStockholdersEquity,6346.000,27953.000,13370.000,42478.000,214059.000,158412.000,138110.000,97244.000,120724.000
LiabilitiesCurrent,,,,227534.000,232234.000,487235.000,426561.000,554157.000,921689.000
PreferredStockParOrStatedValuePerShare,,,,,,,,,0.001
PreferredStockSharesAuthorized,,,,,,,,,20000000.000
PreferredStockSharesIssued,,,,,,,,,1000000.000
PreferredStockSharesOutstanding,,,,,,,,,1000000.000
PreferredStockValue,,,,,,,,,1000.000
PrepaidExpenseCurrent,,,,,35584.000,60289.000,5470.000,5665.000,48853.000
PropertyPlantAndEquipmentNet,,,,,,,7886.000,7422.000,6206.000
RetainedEarningsAccumulatedDeficit,-3254.000,-16147.000,-30730.000,-228556.000,-804443.000,-1392903.000,-2348652.000,-2943987.000,-4811382.000
SecurityDeposit,,,,,1367.000,1367.000,1367.000,1367.000,1367.000
StockholdersEquity,5746.000,27353.000,12770.000,-185056.000,-76948.000,-404424.000,-371702.000,-577222.000,-886495.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,5746.000,27353.000,12770.000,-185056.000,-76948.000,-404424.000,-371702.000,-577222.000,-886495.000
