,2014-03-30,2014-06-29,2014-09-28,2014-12-28,2015-03-29,2015-06-28
AccountsPayableCurrent,56727000.000,59215000.000,83134000.000,109267000.000,75081000.000,73380000.000
AccountsReceivableNetCurrent,10161000.000,8941000.000,12693000.000,8342000.000,10807000.000,10678000.000
AccruedLiabilitiesCurrent,30929000.000,29989000.000,36190000.000,39474000.000,35288000.000,34241000.000
AccruedMarketingCostsCurrent,,,,6655000.000,,
AccruedSalariesCurrent,,,,12607000.000,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,22464000.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-66000.000,-63000.000,-33000.000,-3000.000,-36000.000,-75000.000
AdditionalPaidInCapital,290792000.000,295760000.000,301712000.000,306197000.000,311990000.000,319083000.000
Assets,392794000.000,403329000.000,465943000.000,492378000.000,448031000.000,448476000.000
AssetsCurrent,352127000.000,344122000.000,387451000.000,412149000.000,362921000.000,357903000.000
AvailableForSaleSecuritiesCurrent,53009000.000,53030000.000,53006000.000,131528000.000,31525000.000,31533000.000
CashAndCashEquivalentsAtCarryingValue,256417000.000,257557000.000,291039000.000,242292000.000,283316000.000,282066000.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,,,
CommonStockSharesAuthorized,775000000.000,775000000.000,775000000.000,,,
DeferredIncomeTaxLiabilities,,,,18397000.000,,
DeferredRevenueCurrent,53013000.000,47659000.000,68098000.000,44243000.000,59719000.000,50603000.000
DeferredTaxAssetsGross,,,,17865000.000,,
DeferredTaxAssetsInventory,,,,787000.000,,
DeferredTaxAssetsLiabilitiesNetCurrent,,,,17827000.000,,
DeferredTaxAssetsNetCurrent,,,1676000.000,4449000.000,4449000.000,4449000.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,18000.000,,
DeferredTaxAssetsOther,,,,52000.000,,
DeferredTaxAssetsTaxCreditCarryforwards,,,,1376000.000,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,6316000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsDeferredRent,,,,7263000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsReturnsAndAllowances,,,,2053000.000,,
DeferredTaxAssetsValuationAllowance,,,,31000.000,,
