,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentForAmortization,2255000.000,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalEquityComponentOfConvertibleDebt,,,,,100000.000,,,,,,,,
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,,,,,,,,6605000.000,,,,-9533000.000
AmortizationOfDebtDiscountPremium,,,2411000.000,,16638000.000,,,,18370000.000,,,,19248000.000
AmortizationOfIntangibleAssets,6200000.000,8100000.000,11800000.000,10500000.000,10800000.000,14000000.000,14500000.000,15400000.000,12700000.000,12800000.000,16600000.000,27200000.000,16200000.000
CapitalExpendituresIncurredButNotYetPaid,11051000.000,,,,,,,,,,,,
CapitalLeaseObligationsIncurred,16957000.000,,,,4821000.000,,,,4349000.000,,,,37434000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,119173000.000,,,,115429000.000,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,,,,,,,,,110267000.000,,,,198816000.000
ComprehensiveIncomeNetOfTax,-132335000.000,-144147000.000,-176883000.000,-134156000.000,-195374000.000,-126541000.000,-133152000.000,-101506000.000,-64655000.000,-121230000.000,-104677000.000,-189998000.000,-53665000.000
ConcentrationRiskPercentage1,0.100,,,,,,,,,,,,
CostOfRevenue,85503000.000,100027000.000,124166000.000,136613000.000,143475000.000,167623000.000,200195000.000,217963000.000,198405000.000,202966000.000,225159000.000,305710000.000,220339000.000
CostsAndExpenses,379863000.000,462077000.000,522697000.000,577231000.000,582555000.000,633387000.000,674474000.000,777652000.000,653637000.000,688334000.000,694023000.000,860833000.000,588529000.000
DebtInstrumentRedemptionPricePercentage,,,,,1.000,,,,,,,,
DeferredIncomeTaxExpenseBenefit,10000.000,,,,-1942000.000,,,,86000.000,,,,-240000.000
DepreciationAndAmortization,39951000.000,,,,67864000.000,,,,88621000.000,,,,102792000.000
EarningsPerShareBasic,-0.230,-0.240,-0.290,-0.200,-0.250,-0.210,-0.200,-0.130,-0.120,-0.150,-0.150,-0.230,-0.090
EarningsPerShareDiluted,-0.230,-0.240,-0.290,-0.200,-0.250,-0.210,-0.200,-0.130,-0.120,-0.150,-0.150,-0.230,-0.090
EffectOfExchangeRateOnCashAndCashEquivalents,572000.000,,,,-18748000.000,,,,5923000.000,,,,4152000.000
EmployeeServiceShareBasedCompensationAllocationOfRecognizedPeriodCostsCapitalizedAmount,6700000.000,8800000.000,10900000.000,,,,,,,,,,
GainLossOnForeignCurrencyDerivativeInstrumentsNotDesignatedAsHedgingInstruments,,,,,,,3700000.000,,1800000.000,-6500000.000,-200000.000,6500000.000,-3200000.000
GeneralAndAdministrativeExpense,38734000.000,44694000.000,51174000.000,55304000.000,65777000.000,64909000.000,57545000.000,72442000.000,63267000.000,70238000.000,67379000.000,92392000.000,69868000.000
GoodwillAcquiredDuringPeriod,,,,,80471000.000,,,,,,,,
GoodwillImpairmentLoss,,,,,,,,,0.000,,,,0.000
GoodwillPeriodIncreaseDecrease,,,,,,,,,,,,,-1630000.000
GoodwillTranslationAdjustments,,,,,-342000.000,,,,-195000.000,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,-175305000.000,,-161810000.000,-156136000.000,-128528000.000,-86831000.000,-77703000.000,-104576000.000,-96309000.000,-162246000.000,-58365000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-131140000.000,-150241000.000,,,,,,,,,,,
IncomeTaxExpenseBenefit,1222000.000,-5599000.000,159000.000,3687000.000,632000.000,-19473000.000,3162000.000,3405000.000,2028000.000,2641000.000,6562000.000,4808000.000,3194000.000
IncreaseDecreaseInAccountsPayable,-303000.000,,,,-1714000.000,,,,-37033000.000,,,,-36950000.000
IncreaseDecreaseInAccountsReceivable,-8861000.000,,,,4159000.000,,,,-65756000.000,,,,-153348000.000
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,27539000.000,,,,1390000.000,,,,-37849000.000,,,,-57973000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,30415000.000,,,,2640000.000,,,,12819000.000,,,,24000000.000
IncreaseDecreaseInRestrictedCash,12138000.000,,,,3362000.000,,,,76000.000,,,,-1623000.000
IncrementalCommonSharesAttributableToConversionOfDebtSecurities,,,,,,,,,24300000.000,,,,24300000.000
InterestExpense,,,,,,24437000.000,25239000.000,,24893000.000,24934000.000,24860000.000,25281000.000,25409000.000
InterestExpenseDebt,,,200000.000,,1300000.000,,,,,,,,
InterestIncomeExpenseNet,-2567000.000,-2110000.000,,,,,,,,,,,
InterestIncomeExpenseNonoperatingNet,,,-5795000.000,,-24319000.000,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,-36473000.000,,,,-35971000.000,,,,-24079000.000,,,,-23652000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-36473000.000,,,,-35971000.000,,,,-24079000.000,,,,-23652000.000
NetCashProvidedByUsedInInvestingActivities,112963000.000,,,,59219000.000,,,,-28418000.000,,,,19020000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,112963000.000,,,,59219000.000,,,,-28418000.000,,,,19020000.000
NetCashProvidedByUsedInOperatingActivities,42683000.000,,,,92181000.000,,,,162764000.000,,,,203448000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,42683000.000,,,,92181000.000,,,,162764000.000,,,,203448000.000
NetIncomeLoss,-132362000.000,-144642000.000,-175464000.000,-125352000.000,-162442000.000,-136663000.000,-131690000.000,-90236000.000,-79731000.000,-107217000.000,-102871000.000,-167054000.000,-61559000.000
OperatingIncomeLoss,-129371000.000,-149911000.000,-161431000.000,-98153000.000,-146616000.000,-131004000.000,-105237000.000,-67179000.000,-59116000.000,-86376000.000,-78089000.000,-143627000.000,-40278000.000
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,-31000.000,-47000.000,-153000.000,-646000.000,570000.000,-515000.000,866000.000,-3940000.000,4442000.000,-961000.000,594000.000,-2390000.000,-229000.000
