,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
AccountsAndNotesReceivableNet,2798000.000,3500000.000,5117000.000,3746000.000,3205000.000,4404000.000,5794000.000,5772000.000,4080000.000
AccountsPayableAndOtherAccruedLiabilities,22016000.000,25893000.000,21700000.000,23964000.000,29110000.000,40821000.000,34338000.000,37920000.000,35146000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-267000.000,-107000.000,,,,-22000.000,168000.000,,
AdditionalPaidInCapital,477369000.000,469034000.000,460431000.000,468759000.000,618578000.000,606040000.000,597723000.000,628517000.000,625186000.000
AllowanceForDoubtfulAccountsReceivable,920000.000,1300000.000,895000.000,458000.000,466000.000,484000.000,521000.000,936000.000,706000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,895000.000,,,,521000.000,,
Assets,1098006000.000,1202122000.000,1218821000.000,1215698000.000,1391495000.000,1394427000.000,1647137000.000,1646878000.000,1644333000.000
AssetsNoncurrent,,5100000.000,,,,,,,
AvailableForSaleEquitySecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,41000.000,185000.000,,
AvailableForSaleEquitySecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,63000.000,14000.000,,
AvailableForSaleEquitySecuritiesAmortizedCostBasis,,,,,,10455000.000,10512000.000,,
AvailableForSaleSecuritiesEquitySecurities,,,,,,10433000.000,10683000.000,,
BelowMarketLeaseAccumulatedAmortization,,,,8700000.000,9100000.000,9900000.000,11000000.000,11000000.000,11900000.000
BelowMarketLeaseAmortizationIncomeAfterYearFive,,,,,13037000.000,16312000.000,17293000.000,15230000.000,16913000.000
BelowMarketLeaseAmortizationIncomeNextTwelveMonths,,,,,,,6333000.000,,
BelowMarketLeaseAmortizationIncomeRemainderOfFiscalYear,,,,,1801000.000,1421000.000,,4344000.000,3187000.000
BelowMarketLeaseAmortizationIncomeYearFive,,,,,2437000.000,4135000.000,3993000.000,3785000.000,4310000.000
BelowMarketLeaseAmortizationIncomeYearFour,,,,,2639000.000,4378000.000,4536000.000,4297000.000,4843000.000
BelowMarketLeaseAmortizationIncomeYearThree,,,,,2771000.000,4750000.000,4958000.000,4708000.000,5314000.000
BelowMarketLeaseAmortizationIncomeYearTwo,,,,,3160000.000,5264000.000,5357000.000,5075000.000,5709000.000
BelowMarketLeaseGross,1136000.000,5698000.000,6669000.000,,,11344000.000,19716000.000,,
BelowMarketLeaseNet,,,,,25845000.000,36260000.000,42470000.000,37439000.000,40276000.000
BorrowedFunds,,906000.000,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityTransactionCosts,57000.000,,,,,,,,
BusinessCombinationContingentConsiderationLiability,235000.000,205000.000,0.000,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedBuildings,22611000.000,77404000.000,101537000.000,,,112690000.000,285682000.000,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLand,6193000.000,41874000.000,66496000.000,,,28650000.000,82018000.000,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,30738000.000,127388000.000,178642000.000,,,148431000.000,416516000.000,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNoncurrentLiabilitiesOther,,-936000.000,936000.000,,,,1440000.000,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedOtherNoncurrentAssets,,,265000.000,,,,,,
CashAndCashEquivalentsAtCarryingValue,7199000.000,3483000.000,3245000.000,5307000.000,183749000.000,,,,
CashEquivalentsAtCarryingValue,7199000.000,3483000.000,3245000.000,5307000.000,183749000.000,6143000.000,6603000.000,5525000.000,8274000.000
CashFDICInsuredAmount,250000.000,250000.000,250000.000,,,,,,
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,48026373.000,48172773.000,48381365.000,48455186.000,61116598.000,61116408.000,61113372.000,63403152.000,63415748.000
CommonStockSharesOutstanding,48026373.000,48172773.000,48381365.000,48455186.000,61116598.000,61116408.000,61113372.000,63403152.000,63415748.000
CommonStockValue,479000.000,480000.000,482000.000,483000.000,610000.000,610000.000,610000.000,633000.000,633000.000
DebtInstrumentFairValue,295053000.000,312834000.000,254473000.000,,,,,,
DeferredCostsLeasingAccumulatedAmortization,6300000.000,7100000.000,7900000.000,,,,,,
DeferredRentReceivablesNet,7911000.000,8462000.000,9226000.000,9819000.000,10342000.000,10824000.000,11479000.000,10376000.000,11043000.000
DeferredRevenue,3600000.000,3500000.000,3500000.000,3300000.000,3000000.000,3100000.000,3000000.000,2700000.000,2400000.000
DerivativeAssets,,,,,,0.000,,,
DerivativeFairValueOfDerivativeLiabilityAmountNotOffsetAgainstCollateral,357000.000,196000.000,,,,,,,
DerivativeFairValueOfDerivativeNet,307000.000,144000.000,,,,,,,
DerivativeNetLiabilityPositionAggregateFairValue,246000.000,246000.000,246000.000,,,,,,
DevelopmentInProcess,3370000.000,3297000.000,7576000.000,8028000.000,14980000.000,26697000.000,8819000.000,16927000.000,22265000.000
DividendsPayableCurrentAndNoncurrent,10659000.000,10684000.000,10932000.000,10944000.000,13160000.000,12918000.000,12857000.000,13580000.000,13582000.000
DueToRelatedPartiesCurrentAndNoncurrent,,,,,,2000000.000,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,2700000.000,2100000.000,1600000.000,9600000.000,8000000.000,6900000.000,5100000.000,5300000.000,4800000.000
EquityMethodInvestments,8654000.000,8371000.000,8520000.000,8405000.000,8303000.000,8378000.000,6689000.000,6671000.000,6612000.000
FiniteLivedIntangibleAssetAcquiredInPlaceLeases,2907000.000,13335000.000,15980000.000,,,17560000.000,62866000.000,,
FiniteLivedIntangibleAssetOffMarketLeaseFavorableGross,163000.000,1409000.000,1969000.000,,,875000.000,7106000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,26135000.000,28731000.000,23065000.000,23014000.000,23047000.000,28348000.000,33930000.000,32419000.000,35756000.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,17622000.000,,,,28060000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,9002000.000,4966000.000,,12585000.000,8083000.000,5001000.000,,19012000.000,14290000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,6862000.000,8070000.000,6917000.000,6885000.000,6854000.000,8538000.000,10856000.000,10311000.000,11358000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,7802000.000,9250000.000,8385000.000,8353000.000,8301000.000,10383000.000,14042000.000,13397000.000,14842000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,10524000.000,12228000.000,9622000.000,9590000.000,9477000.000,12679000.000,16585000.000,15904000.000,18669000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,14734000.000,17028000.000,12734000.000,12586000.000,12451000.000,16847000.000,19900000.000,19025000.000,22690000.000
FiniteLivedIntangibleAssetsNet,75059000.000,80273000.000,78345000.000,73013000.000,68213000.000,81796000.000,123373000.000,110068000.000,117605000.000
InterestRateCashFlowHedgeGainLossToBeReclassifiedDuringNext12MonthsNet,307000.000,144000.000,,,,,,,
InvestmentBuildingAndBuildingImprovements,585396000.000,620840000.000,642356000.000,646062000.000,647401000.000,754860000.000,921604000.000,860390000.000,925338000.000
InvestmentRelatedLiabilities,,,,,,,,2207000.000,180000.000
Land,326633000.000,355509000.000,380366000.000,380368000.000,380363000.000,409013000.000,455112000.000,433635000.000,449648000.000
LandImprovements,54165000.000,60459000.000,63242000.000,64283000.000,64769000.000,69137000.000,87305000.000,83222000.000,86767000.000
Liabilities,467354000.000,566326000.000,591437000.000,598418000.000,623856000.000,655561000.000,919171000.000,881893000.000,889090000.000
LiabilitiesAndStockholdersEquity,1098006000.000,1202122000.000,1218821000.000,1215698000.000,1391495000.000,1394427000.000,1647137000.000,1646878000.000,1644333000.000
LongTermDebt,301235000.000,308365000.000,251191000.000,238543000.000,207048000.000,160837000.000,192748000.000,192956000.000,194082000.000
MinorityInterest,14399000.000,14234000.000,11938000.000,11615000.000,12028000.000,11772000.000,12577000.000,12732000.000,12536000.000
NotesAndLoansReceivableNetCurrent,750000.000,750000.000,750000.000,750000.000,750000.000,,,,
NotesPayable,109000000.000,193500000.000,279500000.000,198000000.000,,56000000.000,238000000.000,199000000.000,257000000.000
NotesPayableFairValueDisclosure,109160000.000,193024000.000,279500000.000,196375000.000,,55487000.000,235940000.000,197395000.000,255068000.000
NotesReceivableFairValueDisclosure,750000.000,750000.000,750000.000,750000.000,750000.000,,,,
