,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AccountsPayableCurrent,45500000.000,61800000.000,43900000.000,57700000.000,47600000.000,42700000.000,29800000.000,47200000.000,41300000.000,21700000.000,28900000.000,18300000.000,15100000.000,18100000.000,19300000.000,24800000.000,27700000.000,26800000.000,22800000.000,2800000.000,9800000.000,17400000.000
AccountsReceivableNetCurrent,95400000.000,106900000.000,89000000.000,107300000.000,100300000.000,96600000.000,79500000.000,77000000.000,87800000.000,31000000.000,48300000.000,35000000.000,32100000.000,18300000.000,20700000.000,24500000.000,28400000.000,46100000.000,77400000.000,83700000.000,102200000.000,80600000.000
AccruedLiabilitiesCurrent,285700000.000,292300000.000,258800000.000,270600000.000,268900000.000,278900000.000,238800000.000,262900000.000,256600000.000,163600000.000,163800000.000,162100000.000,162000000.000,161500000.000,142900000.000,159900000.000,156400000.000,139600000.000,183500000.000,101800000.000,149500000.000,135700000.000
AccruedSalariesCurrent,,,,,,,52600000.000,,,,29200000.000,,,,29000000.000,,,,32900000.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-2500000.000,-2500000.000,-4000000.000,-4000000.000,-3800000.000,-3700000.000,-5000000.000,-5000000.000,-4900000.000,-4900000.000,-2600000.000,-2600000.000,-2500000.000,-2400000.000,-2200000.000,-2200000.000,-2100000.000,-2000000.000,-2200000.000,-2200000.000,-2200000.000,-2200000.000
AdditionalPaidInCapital,,,409400000.000,,,,412100000.000,,,,420200000.000,,,,427400000.000,,,,434100000.000,,,436500000.000
AdditionalPaidInCapitalCommonStock,408400000.000,409900000.000,,410000000.000,410800000.000,411600000.000,,415200000.000,417100000.000,418900000.000,,421700000.000,423300000.000,425000000.000,,431700000.000,432300000.000,433100000.000,,435300000.000,435700000.000,
AirTrafficLiabilityCurrent,288200000.000,231600000.000,179500000.000,230100000.000,235700000.000,179000000.000,146600000.000,163300000.000,195500000.000,,,,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,1000000.000,900000.000,600000.000,900000.000,2200000.000,2200000.000,2900000.000,3100000.000,2900000.000,1500000.000,1500000.000,1500000.000,2000000.000,2800000.000,2600000.000,2500000.000,2400000.000,2200000.000,1800000.000,1900000.000,1900000.000,700000.000
Assets,4299200000.000,4202700000.000,3901700000.000,3913400000.000,3890100000.000,3822800000.000,3655200000.000,3705300000.000,3698000000.000,3621100000.000,3271300000.000,3338100000.000,3417600000.000,3519100000.000,3494000000.000,3546100000.000,3454300000.000,3593600000.000,3613600000.000,3635400000.000,3468500000.000,3315700000.000
AssetsCurrent,757400000.000,740000000.000,694000000.000,737200000.000,714800000.000,693800000.000,636000000.000,695100000.000,721800000.000,984800000.000,454300000.000,448000000.000,418400000.000,398600000.000,359200000.000,341800000.000,337400000.000,381600000.000,364600000.000,365400000.000,361300000.000,330100000.000
AssetsFairValueDisclosure,,,,,,,258100000.000,,,,152500000.000,,,,,,,,,,,
AssetsHeldForSaleAtCarryingValue,26000000.000,39800000.000,,32600000.000,2000000.000,1000000.000,0.000,,,,,,,,,,,,,,,
AssetsHeldForSaleCurrent,,,33000000.000,,,,0.000,,,,,,,,,,,,,,,
AssetsHeldForSaleLongLived,,,,,,,0.000,,,,,,,,,,,,,,,
AssetsHeldForSaleLongLivedFairValueDisclosure,,,,,,,34500000.000,,,,,,,,,,,,,,,
AssetsHeldForSaleNotPartOfDisposalGroup,,,,,,,,,,,,,,,,,,,45400000.000,,,
AssetsHeldForSaleNotPartOfDisposalGroupCurrent,,,,,,,,,,,,,,,,,,,45400000.000,23900000.000,25400000.000,5000000.000
AssetsHeldForSaleOtherNoncurrent,,,,,,,0.000,,,,,,,,,,,,,,,
AssetsHeldInTrustCurrent,,,,,,,,,,,,,,,,,,,,,,4000000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,594800000.000,0.000,,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,,,,,,,,,,282100000.000,,,,,,,,,,,,
BankruptcyClaimsAmountOfClaimsUnderReviewByManagement,,,,,,,,,,,,,,,,,,,4900000.000,,,
BeneficialInterest,,,,,,,,,,,,,,,,,,,0.048,,,
BusinessAcquisitionPurchasePriceAllocationDeferredTaxLiabilitiesNoncurrent,,,,,,,-78000000.000,,,,,,,,,,,,,,,
CapitalLeasesFutureMinimumSubleaseRentals,,,,,,,60900000.000,,,,113300000.000,,,,104000000.000,,,,173600000.000,,,
